model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0549,1,1,2,1,1
gemini-2.5-pro,0.9416,2,1,2,1,1
grok-4-0709,0.6613,3,3,10,3,1
chatgpt-4o-latest-20250326,0.5975,4,3,11,3,3
grok-3-preview-02-24,0.5645,5,3,12,3,3
gemini-2.5-pro-preview-05-06,0.5471,6,3,12,3,3
gemini-2.5-flash,0.5249,7,3,12,3,3
o3-2025-04-16,0.5188,8,3,12,3,3
llama-4-maverick-03-26-experimental,0.5087,9,3,12,3,3
deepseek-r1-0528,0.4251,10,4,16,4,3
gemini-2.5-flash-preview-04-17,0.3192,11,10,22,10,7
claude-opus-4-20250514-thinking-16k,0.2844,12,10,22,10,10
qwen3-235b-a22b-no-thinking,0.277,13,10,22,11,10
kimi-k2-0711-preview,0.2569,14,10,27,10,10
claude-opus-4-20250514,0.2529,15,11,23,11,10
qwen3-235b-a22b-instruct-2507,0.2294,16,6,32,9,3
gpt-4.1-2025-04-14,0.2268,17,11,27,11,10
claude-sonnet-4-20250514-thinking-32k,0.2254,18,11,27,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.2242,19,11,27,11,10
qwen3-235b-a22b,0.1761,20,11,29,11,11
gemini-2.0-flash-thinking-exp-01-21,0.1663,21,6,37,10,3
qwen-max-2025-01-25,0.1047,22,14,32,15,11
mistral-medium-2505,0.0982,23,15,32,15,13
o4-mini-2025-04-16,0.0957,24,15,32,15,12
deepseek-v3-0324,0.0844,25,15,32,15,13
hunyuan-turbos-20250416,0.076,26,12,35,12,11
grok-3-mini-beta,0.0413,27,19,34,19,15
grok-3-mini-high,0.0393,28,15,35,18,12
minimax-m1,0.0327,29,19,34,19,15
gemma-3-27b-it,-0.0147,30,20,35,20,19
claude-sonnet-4-20250514,-0.0214,31,20,35,20,19
gpt-4.1-mini-2025-04-14,-0.0938,32,24,38,24,21
qwq-32b,-0.1195,33,24,40,24,21
gemini-2.0-flash-001,-0.1525,34,27,41,27,24
o3-mini,-0.2012,35,31,41,31,26
qwen3-30b-a3b,-0.2029,36,31,41,31,26
gpt-4o-2024-11-20,-0.2586,37,25,45,27,16
mistral-small-2506,-0.2641,38,31,43,32,26
command-a-03-2025,-0.2804,39,32,43,33,31
claude-3-7-sonnet-20250219-thinking-32k,-0.289,40,32,43,34,31
claude-3-7-sonnet-20250219,-0.3047,41,34,43,35,32
claude-3-5-sonnet-20241022,-0.39,42,37,44,37,34
amazon-nova-experimental-chat-05-14,-0.4142,43,37,46,37,34
llama-4-maverick-17b-128e-instruct,-0.5703,44,42,49,42,41
llama-4-scout-17b-16e-instruct,-0.5855,45,41,50,42,40
gemma-3n-e4b-it,-0.6246,46,42,51,43,41
magistral-medium-2506,-0.7225,47,44,52,44,43
mistral-small-3.1-24b-instruct-2503,-0.7524,48,44,52,44,43
llama-3.3-70b-instruct,-0.785,49,45,52,45,44
amazon.nova-pro-v1:0,-0.806,50,46,52,46,45
claude-3-5-haiku-20241022,-0.8455,51,46,52,47,45
gpt-4o-mini-2024-07-18,-0.8565,52,44,52,44,41
