model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0427,1,1,3,1,1
gemini-2.5-pro,1.0032,2,1,2,1,1
grok-4-0709,0.6882,3,2,11,3,1
chatgpt-4o-latest-20250326,0.6237,4,3,12,3,3
o3-2025-04-16,0.5834,5,3,12,3,3
grok-3-preview-02-24,0.5676,6,3,12,3,3
gemini-2.5-flash,0.5507,7,3,12,3,3
llama-4-maverick-03-26-experimental,0.5471,8,3,12,3,3
gemini-2.5-pro-preview-05-06,0.5262,9,3,14,3,3
deepseek-r1-0528,0.476,10,3,14,3,3
gemini-2.5-flash-preview-04-17,0.2981,11,9,26,10,8
qwen3-235b-a22b-no-thinking,0.2901,12,10,26,11,9
kimi-k2-0711-preview,0.2878,13,9,28,9,5
claude-opus-4-20250514-thinking-16k,0.2437,14,11,28,11,9
gpt-4.1-2025-04-14,0.2307,15,11,28,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.2267,16,11,28,11,9
qwen3-235b-a22b,0.2139,17,11,29,11,11
claude-opus-4-20250514,0.2086,18,11,28,11,11
qwen3-235b-a22b-instruct-2507,0.1871,19,5,38,8,3
hunyuan-turbos-20250416,0.1578,20,11,34,11,9
deepseek-v3-0324,0.1537,21,11,31,11,11
qwen-max-2025-01-25,0.1376,22,11,32,11,11
gemini-2.0-flash-thinking-exp-01-21,0.1369,23,5,39,7,3
claude-sonnet-4-20250514-thinking-32k,0.1263,24,11,32,11,11
o4-mini-2025-04-16,0.1257,25,11,32,11,11
mistral-medium-2505,0.0813,26,13,33,13,12
minimax-m1,0.077,27,13,35,13,11
grok-3-mini-high,0.0564,28,12,37,13,11
grok-3-mini-beta,0.0169,29,18,37,19,13
gemma-3-27b-it,-0.0058,30,19,37,19,17
claude-sonnet-4-20250514,-0.0761,31,23,38,24,20
qwq-32b,-0.0872,32,21,38,23,19
gemini-2.0-flash-001,-0.1227,33,24,39,25,22
gpt-4.1-mini-2025-04-14,-0.1375,34,25,39,26,23
qwen3-30b-a3b,-0.1875,35,26,41,29,25
mistral-small-2506,-0.1932,36,26,42,26,20
o3-mini,-0.2124,37,29,42,29,25
gpt-4o-2024-11-20,-0.2887,38,24,47,26,13
command-a-03-2025,-0.3112,39,32,44,33,30
claude-3-7-sonnet-20250219-thinking-32k,-0.3611,40,34,46,34,32
claude-3-7-sonnet-20250219,-0.4008,41,35,47,36,34
amazon-nova-experimental-chat-05-14,-0.4009,42,34,47,35,30
claude-3-5-sonnet-20241022,-0.4633,43,38,47,38,36
gemma-3n-e4b-it,-0.5574,44,39,50,39,36
llama-4-scout-17b-16e-instruct,-0.588,45,39,51,40,37
llama-4-maverick-17b-128e-instruct,-0.5918,46,40,50,41,39
mistral-small-3.1-24b-instruct-2503,-0.7834,47,44,52,44,43
llama-3.3-70b-instruct,-0.7877,48,44,52,44,43
magistral-medium-2506,-0.79,49,44,52,44,43
amazon.nova-pro-v1:0,-0.8197,50,45,52,46,43
gpt-4o-mini-2024-07-18,-0.8253,51,40,52,43,36
claude-3-5-haiku-20241022,-0.8737,52,47,52,47,45
