"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",9.98026130671234,1,1,25,1,1
"gemini-2.5-pro-preview-03",9.34594278776086,2,1,29,1,1
"grok-4-0709",7.80575815956395,4,1,33,2,1
"o3-2025-04-16",5.45699655451583,7,5,52,5,3
"chatgpt-4o-latest-2025032",7.9137651365349,3,1,46,1,1
"gemini-2.5-pro-preview-05",6.00386893066871,5,3,52,3,3
"deepseek-r1-0528",3.84826555681011,11,5,52,7,3
"grok-3-preview-02-24",5.99492868560057,6,3,52,4,3
"llama-4-maverick-03-26-ex",5.0054898455078,8,5,52,5,3
"gemini-2.5-flash",3.97424752513177,10,5,52,5,3
"qwen3-235b-a22b-no-thinki",2.07032079774529,13,9,52,9,3
"gemini-2.5-flash-preview-",2.7282487951457,12,8,52,9,3
"gemini-2.0-flash-thinking",4.11494852859995,9,5,52,5,3
"kimi-k2-0711-preview",1.96034103786688,16,9,52,9,3
"gpt-4.1-2025-04-14",1.85853191537878,17,9,52,9,3
"deepseek-v3-0324",1.23757359086203,23,11,52,12,3
"o4-mini-2025-04-16",0.867399130116969,26,12,52,12,3
"mistral-medium-2505",1.09423569004026,24,12,52,12,3
"gemini-2.5-flash-lite-pre",1.51547645232527,19,9,52,12,3
"qwen-max-2025-01-25",0.887552211047492,25,12,52,12,3
"hunyuan-turbos-20250416",1.2848145210824,21,11,52,12,3
"qwen3-235b-a22b",1.36864306202833,20,10,52,12,3
"minimax-m1",-0.502746574372498,32,13,52,13,1
"claude-opus-4-20250514-th",2.04989769402641,14,9,52,9,3
"qwen3-235b-a22b-instruct-",1.24183002151169,22,11,52,12,3
"gemma-3-27b-it",0.0590304823433812,31,12,52,13,1
"claude-opus-4-20250514",2.02022554702141,15,9,52,9,3
"grok-3-mini-beta",0.674690795664768,27,12,52,12,2
"grok-3-mini-high",0.115280551035797,29,12,52,12,1
"gpt-4o-2024-11-20",0.106529738104147,30,12,52,13,1
"claude-sonnet-4-20250514-",1.54886858138742,18,9,52,12,3
"gemini-2.0-flash-001",-1.86849519379446,36,25,52,27,1
"mistral-small-2506",-0.763909487493361,34,13,52,13,1
"gpt-4.1-mini-2025-04-14",-0.535119907524063,33,13,52,13,1
"qwq-32b",-3.18600862242893,39,32,52,34,1
"claude-sonnet-4-20250514",0.141987811830189,28,12,52,12,1
"qwen3-30b-a3b",-1.01036654339734,35,13,52,13,1
"command-a-03-2025",-2.57009357861683,37,28,52,32,1
"o3-mini",-3.79396708544668,41,35,52,36,1
"amazon-nova-experimental-",-5.20723930273949,44,37,52,37,1
"gemma-3n-e4b-it",-6.34436860736041,48,39,52,39,1
"claude-3-7-sonnet-2025021",-2.80989794154585,38,28,52,32,1
"claude-3-5-sonnet-2024102",-4.54611147085027,42,36,52,36,1
"llama-4-maverick-17b-128e",-6.26737842290906,46,38,52,39,1
"claude-3-7-sonnet-2025021.1",-3.60003543264086,40,34,52,35,1
"llama-4-scout-17b-16e-ins",-6.18537917249893,45,39,52,39,1
"llama-3.3-70b-instruct",-6.42038338014725,49,38,52,39,1
"amazon.nova-pro-v1:0",-9.07553986778363,51,45,52,48,1
"mistral-small-3.1-24b-ins",-9.06734310357528,50,45,52,49,1
"magistral-medium-2506",-6.29336649553748,47,39,52,39,1
"claude-3-5-haiku-20241022",-9.14783728436019,52,45,52,49,1
"gpt-4o-mini-2024-07-18",-5.08036396894856,43,37,52,37,1
