model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.9481,1,1,2,1,1
gemini-2.5-pro,0.9387,2,1,2,1,1
grok-4-0709,0.6518,3,3,10,3,2
chatgpt-4o-latest-20250326,0.6128,4,3,9,3,3
grok-3-preview-02-24,0.5552,5,3,10,3,3
o3-2025-04-16,0.5516,6,3,10,3,3
gemini-2.5-pro-preview-05-06,0.5319,7,3,10,3,3
gemini-2.5-flash,0.5076,8,3,10,3,3
llama-4-maverick-03-26-experimental,0.5011,9,3,10,3,3
deepseek-r1-0528,0.473,10,4,12,4,3
qwen3-235b-a22b-no-thinking,0.2909,11,11,22,11,11
claude-opus-4-20250514-thinking-16k,0.289,12,11,22,11,11
gemini-2.5-flash-preview-04-17,0.2719,13,11,22,11,11
kimi-k2-0711-preview,0.2461,14,11,27,11,11
claude-opus-4-20250514,0.2434,15,11,24,11,11
gpt-4.1-2025-04-14,0.2241,16,11,27,11,11
qwen3-235b-a22b,0.1977,17,11,28,11,11
claude-sonnet-4-20250514-thinking-32k,0.1967,18,11,28,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.17,19,11,30,11,11
qwen3-235b-a22b-instruct-2507,0.15,20,11,35,11,5
o4-mini-2025-04-16,0.1207,21,14,30,15,12
deepseek-v3-0324,0.1192,22,14,30,15,12
hunyuan-turbos-20250416,0.1176,23,11,34,11,11
mistral-medium-2505,0.1123,24,15,30,15,13
qwen-max-2025-01-25,0.0988,25,15,32,15,12
gemini-2.0-flash-thinking-exp-01-21,0.0769,26,11,38,11,5
grok-3-mini-beta,0.0395,27,19,34,19,16
grok-3-mini-high,0.0355,28,17,35,17,14
minimax-m1,0.0246,29,19,34,20,16
gemma-3-27b-it,-0.0361,30,23,37,23,20
claude-sonnet-4-20250514,-0.0426,31,23,37,24,22
gpt-4.1-mini-2025-04-14,-0.0703,32,24,38,24,23
gpt-4o-2024-11-20,-0.0883,33,17,41,20,11
qwq-32b,-0.0981,34,24,38,25,23
gemini-2.0-flash-001,-0.1359,35,27,38,28,24
qwen3-30b-a3b,-0.1674,36,28,39,29,26
mistral-small-2506,-0.1826,37,28,41,29,24
o3-mini,-0.2046,38,31,41,32,28
command-a-03-2025,-0.2892,39,34,43,34,32
claude-3-7-sonnet-20250219-thinking-32k,-0.3384,40,35,43,37,34
claude-3-7-sonnet-20250219,-0.3423,41,36,43,37,34
amazon-nova-experimental-chat-05-14,-0.3976,42,38,45,38,35
claude-3-5-sonnet-20241022,-0.4093,43,38,45,39,36
llama-4-scout-17b-16e-instruct,-0.5593,44,42,48,42,40
llama-4-maverick-17b-128e-instruct,-0.5835,45,44,48,44,42
gemma-3n-e4b-it,-0.5954,46,43,49,44,42
magistral-medium-2506,-0.6988,47,44,52,44,44
mistral-small-3.1-24b-instruct-2503,-0.7866,48,46,52,46,44
gpt-4o-mini-2024-07-18,-0.8071,49,44,52,44,42
llama-3.3-70b-instruct,-0.8119,50,47,52,47,46
amazon.nova-pro-v1:0,-0.8244,51,47,52,47,46
claude-3-5-haiku-20241022,-0.8272,52,47,52,47,46
