"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",1.20991101962732,2,1,10,1,1
"calme-3.1-instruct-78b",1.10170544991881,4,1,16,1,1
"CalmeRys-78B-Orpo-v0.1",1.21256485011465,1,1,9,1,1
"calme-2.4-rys-78b",1.1216450809047,3,1,15,1,1
"Qwen2.5-72B-Instruct-abli...6",0.797439196268625,9,1,27,3,1
"Qwen2.5-72B-Instruct",0.693119825803686,15,3,33,4,1
"calme-2.1-qwen2.5-72b",0.616126305177695,19,5,35,5,3
"Homer-v1.0-Qwen2.5-72B",0.882700087787014,6,1,23,1,1
"qwen2.5-test-32b-it",0.575186738231908,20,5,39,6,3
"Linkbricks-Horizon-AI-Ave...11",0.515936365631034,21,6,42,6,5
"calme-2.2-qwen2.5-72b",0.413638936770712,25,8,49,8,6
"FluentlyLM-Prinum",0.749436679618124,10,3,29,3,1
"T3Q-qwen2.5-14b-v1.0-e3",0.745888448252018,11,3,29,3,1
"T3Q-Qwen2.5-14B-Instruct-",0.803875705902367,8,1,27,1,1
"Qwen2.5-32B-Instruct-abli",0.302236350536932,30,13,56,15,7
"Gilgamesh-72B",0.86793356372506,7,1,23,1,1
"ultiima-72B",0.738611871040388,12,3,29,3,1
"zetasepic-abliteratedV2-Q",0.332292332697784,29,10,55,14,6
"Awqward2.5-32B-Instruct",0.277897446114885,33,15,56,16,8
"test-2.5-72B",1.00609394499478,5,1,19,1,1
"shuttle-3",0.703529153764177,14,3,33,3,1
"Qwen2.5-32B-Instruct",0.124776367369881,41,21,67,22,16
"Mistral-Large-Instruct-24",0.457474822810641,22,6,48,8,5
"Rombos-LLM-V2.5-Qwen-72b",0.731528574894676,13,3,29,3,1
"Linkbricks-Horizon-AI-Ave...26",0.0747882046671715,46,22,71,22,19
"Qwen2.5-72B-Instruct-abli...27",0.653844477176441,17,4,34,5,1
"Linkbricks-Horizon-AI-Ave...28",0.0377818261902738,48,22,73,25,20
"lambda-qwen2.5-32b-dpo-te",-0.0556962054364005,54,28,75,30,22
"Qwentile2.5-32B-Instruct",0.358076438478974,28,10,54,10,6
"Rombos-LLM-V2.5-Qwen-32b",0.645496788048233,18,5,35,5,1
"openbuddy-llama3.3-70b-v2",0.294142460539737,31,14,56,16,8
"Linkbricks-Horizon-AI-Ave...33",0.168640418146473,38,20,64,21,14
