"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",1.37310359647208,4,1,12,1,1
"calme-3.1-instruct-78b",1.3752810346173,3,1,12,1,1
"CalmeRys-78B-Orpo-v0.1",1.53868908608223,1,1,11,1,1
"calme-2.4-rys-78b",1.26035311134461,7,1,19,1,1
"Qwen2.5-72B-Instruct-abli",0.446832451413202,28,9,59,9,6
"Qwen2.5-72B-Instruct",0.0891232835478628,42,13,78,16,12
"calme-2.1-qwen2.5-72b",0.0924733386591123,41,13,78,17,12
"Homer-v1.0-Qwen2.5-72B",0.395103291371098,32,10,60,11,8
"qwen2.5-test-32b-it",-0.0940053202380002,56,27,88,28,13
"Linkbricks-Horizon-AI-Ave",-0.184873644334535,58,30,89,35,20
"calme-2.2-qwen2.5-72b",-0.261841818963203,63,35,92,37,21
"FluentlyLM-Prinum",0.340333083774397,36,12,64,12,8
"T3Q-qwen2.5-14b-v1.0-e3",0.969919119496154,11,1,36,1,1
"T3Q-Qwen2.5-14B-Instruct-",1.03445764063372,9,1,32,1,1
"Qwen2.5-32B-Instruct-abli",0.007230963737209,48,20,81,20,12
"Gilgamesh-72B",0.990058100619307,10,1,35,1,1
"ultiima-72B",0.235633320885329,39,12,71,12,9
"zetasepic-abliteratedV2-Q",-0.0661697613358858,55,22,86,28,13
"Awqward2.5-32B-Instruct",-0.485471312492338,74,40,97,41,36
"test-2.5-72B",1.28536015837058,6,1,19,1,1
"shuttle-3",0.50028933088354,27,9,56,9,5
"Qwen2.5-32B-Instruct",-0.479686713261861,72,40,97,41,36
"Mistral-Large-Instruct-24",1.30921801704652,5,1,18,1,1
"Rombos-LLM-V2.5-Qwen-72b",-0.0481186754226814,54,21,83,27,12
"Linkbricks-Horizon-AI-Ave.1",-0.537242000884879,78,41,97,44,38
"Qwen2.5-72B-Instruct-abli.1",0.284355861987009,38,12,68,12,9
"Linkbricks-Horizon-AI-Ave.2",-0.597993575287735,79,44,97,48,39
"lambda-qwen2.5-32b-dpo-te",-0.698593810932064,84,55,97,57,41
"Qwentile2.5-32B-Instruct",0.0443666226628898,45,18,78,20,12
"Rombos-LLM-V2.5-Qwen-32b",0.411948936220125,30,9,59,10,7
"openbuddy-llama3.3-70b-v2",1.49666992910481,2,1,11,1,1
"Linkbricks-Horizon-AI-Ave.3",-0.281352771391401,65,36,93,38,23
"huihui-ai-abliterated-Qwe",-0.72444125919279,87,53,97,57,41
"Linkbricks-Horizon-AI-Ave.4",-0.266293080531172,64,36,92,38,21
"ultiima-32B",0.0626813058754432,44,16,78,20,12
"RYS-XLarge",0.701841197584299,13,5,40,6,1
"Qwen2.5-95B-Instruct",-0.0323668198049116,52,21,83,23,12
"ultiima-72B-v1.5",0.0796695913180199,43,13,78,19,12
"sky-t1-coder-32b-flash",-0.972103010666441,94,67,99,71,56
"Llama-3.3-70B-Instruct",-0.0294041744773659,51,20,83,21,12
"RomboUltima-32B",-0.218211606071522,60,32,90,36,20
"calme-2.1-rys-78b",0.769826651894842,12,3,40,4,1
"calme-2.3-rys-78b",0.527161716494922,25,9,56,9,3
"calme-2.1-qwen2-72b",0.696509629350053,14,5,42,6,1
"calme-2.2-rys-78b",0.370821338694257,35,10,61,12,8
"MG-FinalMix-72B",0.669585424652121,17,5,44,7,1
"EVA-Qwen2.5-72B-v0.2",0.310027472880515,37,12,66,12,9
"Qwen2-72B-Orpo-v0.1",0.385104731000836,33,10,61,11,8
"RYS-XLarge-base",0.427017136659607,29,9,59,10,6
"calme-2.2-qwen2-72b",-0.233564928291184,61,36,90,37,20
"Arcee-Nova",0.00410109618352861,49,20,80,21,12
"L3.3-MS-Nevoria-70b",0.518281227427569,26,9,56,9,3
"Set-70b",0.675526694827388,16,5,44,6,1
"QwentileSwap",-0.261566093125012,62,36,92,37,21
"li-14b-v0.4",-0.484947279952485,73,41,97,41,36
"tempmotacilla-cinerea-030",-0.642429041633532,81,51,97,55,40
"L3.3-Nevoria-R1-70b",0.545604185905161,22,8,55,9,3
"Qwen2-72B-Instruct",-0.186925134210631,59,30,90,35,20
"Galactic-Qwen-14B-Exp2",0.410491027465976,31,9,59,10,7
"BigQwen2.5-52B-Instruct",-1.66368923352085,99,92,100,94,82
"Llama-3.1-SauerkrautLM-70",0.537020192676049,23,8,56,9,3
"Llama-3.1-70B-Instruct",0.536510643421307,24,8,56,9,3
"Dracarys-72B-Instruct",-0.146065004059766,57,28,88,30,16
"Linkbricks-Horizon-AI-Ave.5",-1.60007880870626,98,91,100,92,79
"Lamarckvergence-14B",-0.706180794298401,86,56,97,57,41
"Lix-14B-v0.1",-0.890204664981515,91,62,98,67,51
"calme-2.2-llama3.1-70b",0.0391993377627817,46,17,80,20,12
"NQLSG-Qwen2.5-14B-MegaFus",-0.825382538726141,90,60,97,62,47
"calme-2.3-llama3.1-70b",0.382248649103368,34,10,61,11,8
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.922284228921569,92,66,99,68,53
"orca_mini_v8_1_70b",1.18115101526586,8,1,22,1,1
"Apollo-70B",0.648371349510353,19,5,47,7,1
"ZYH-LLM-Qwen2.5-14B-V4",-0.329729768692723,67,37,94,39,28
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.95003828873864,93,67,99,69,56
"Progenitor-V1.1-LLaMa-70B",0.585554542790432,20,8,52,8,3
"70B-L3.3-Cirrus-x1",0.658327358427619,18,5,47,7,1
"magnum-v1-72b",-0.367511243906474,69,39,94,40,28
"magnum-72b-v1",-0.331579234680411,68,39,94,40,28
"lamarckvergence-14b-tenso",-0.795291206680243,89,58,97,60,44
"li-14b-v0.4-slerp0.1",-1.12008189682533,96,72,99,76,60
"miscii-14b-0218",-0.729653398864905,88,57,97,57,41
"Cheng-2",-0.515969323561736,77,41,97,42,37
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.13963289437516,97,72,99,78,61
"Llama3.3-70B-CogniLink",0.684336036975061,15,5,45,6,1
"tempesthenno-ppo-ckpt40",-0.500784105845066,75,41,97,45,37
"RYS-Llama3.1-Large",0.554875085920437,21,8,54,9,3
"virtuoso-small-v2-tensopo",0.0240939739221222,47,19,80,20,12
"Cheng-2-v1.1",-0.659004810207724,82,48,97,53,40
"RombosBeagle-v2beta-MGS-3",-0.0480767684812995,53,21,84,25,12
"TheBeagle-v2beta-32B-MGS",-0.000740553084671358,50,20,80,21,12
"lambda-qwen2.5-14b-dpo-te",-0.370155546485975,70,39,95,40,28
"tempesthenno-nuslerp-001",-0.602010778191155,80,51,97,53,39
"Qwen2.5-14B-1M-YOYO-V3",-0.70562441434291,85,51,97,56,41
"Josiefied-Qwen2.5-14B-Ins",-0.514331359925132,76,41,97,41,37
"NQLSG-Qwen2.5-14B-MegaFus.4",-1.06305335875907,95,71,99,72,58
"Q2.5-Veltha-14B",-0.396810031617516,71,39,95,40,29
"ECE-ILAB-Q1",0.15611148428164,40,13,71,13,10
"Virtuoso-Small-v2",-0.293255776627752,66,37,94,38,25
"Qwen2.5-14B-YOYO-V4-p1",-0.672099491225598,83,50,97,55,40
"Chocolatine-14B-Instruct-",-1.97592902036502,100,98,100,98,91
