model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0652,1,1,2,1,1
gemini-2.5-pro,0.9631,2,1,3,1,1
grok-4-0709,0.683,3,3,10,3,1
chatgpt-4o-latest-20250326,0.6316,4,3,9,3,3
o3-2025-04-16,0.5719,5,3,10,3,3
gemini-2.5-pro-preview-05-06,0.5668,6,3,11,3,3
gemini-2.5-flash,0.5655,7,3,10,3,3
grok-3-preview-02-24,0.5387,8,3,12,3,3
llama-4-maverick-03-26-experimental,0.5102,9,3,12,3,3
deepseek-r1-0528,0.4334,10,4,17,4,3
gemini-2.5-flash-preview-04-17,0.3165,11,10,23,10,6
qwen3-235b-a22b-no-thinking,0.3046,12,10,23,10,8
kimi-k2-0711-preview,0.2703,13,10,29,10,7
claude-opus-4-20250514-thinking-16k,0.2662,14,10,26,10,10
qwen3-235b-a22b,0.24,15,11,29,11,10
gpt-4.1-2025-04-14,0.2353,16,11,29,11,10
claude-opus-4-20250514,0.2342,17,11,28,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.221,18,11,29,11,10
claude-sonnet-4-20250514-thinking-32k,0.2136,19,11,29,11,10
o4-mini-2025-04-16,0.1424,20,11,30,12,11
qwen3-235b-a22b-instruct-2507,0.1267,21,10,38,10,3
mistral-medium-2505,0.1111,22,13,31,14,12
hunyuan-turbos-20250416,0.1023,23,11,36,11,10
qwen-max-2025-01-25,0.0977,24,13,34,13,11
deepseek-v3-0324,0.0842,25,14,34,15,12
grok-3-mini-beta,0.0757,26,14,34,15,12
grok-3-mini-high,0.0641,27,13,36,13,11
minimax-m1,0.0555,28,15,35,18,13
gemini-2.0-flash-thinking-exp-01-21,0.0284,29,10,42,11,3
claude-sonnet-4-20250514,-0.035,30,21,38,22,20
gemma-3-27b-it,-0.0523,31,22,38,22,20
gpt-4.1-mini-2025-04-14,-0.0631,32,22,38,22,20
qwq-32b,-0.0924,33,22,38,22,20
qwen3-30b-a3b,-0.136,34,25,39,26,22
gemini-2.0-flash-001,-0.1533,35,26,40,26,23
o3-mini,-0.1684,36,27,41,28,25
mistral-small-2506,-0.2372,37,28,43,28,24
gpt-4o-2024-11-20,-0.2797,38,22,46,26,14
command-a-03-2025,-0.3183,39,33,43,34,31
claude-3-7-sonnet-20250219,-0.3236,40,34,43,35,31
claude-3-7-sonnet-20250219-thinking-32k,-0.3383,41,35,43,36,31
amazon-nova-experimental-chat-05-14,-0.3937,42,36,46,36,31
claude-3-5-sonnet-20241022,-0.4151,43,36,47,36,35
llama-4-maverick-17b-128e-instruct,-0.5657,44,41,49,41,39
llama-4-scout-17b-16e-instruct,-0.597,45,41,51,41,36
gemma-3n-e4b-it,-0.6323,46,41,51,43,38
mistral-small-3.1-24b-instruct-2503,-0.7741,47,44,52,44,43
llama-3.3-70b-instruct,-0.8009,48,45,52,45,43
amazon.nova-pro-v1:0,-0.8044,49,45,52,45,43
magistral-medium-2506,-0.8088,50,45,52,45,43
gpt-4o-mini-2024-07-18,-0.8631,51,44,52,44,38
claude-3-5-haiku-20241022,-0.8665,52,46,52,47,45
