"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",7.53767543853687,1,1,13,1,1
"gemini-2.5-pro-preview-03",6.69074297581605,2,1,14,1,1
"grok-4-0709",5.37866253641021,3,1,23,1,1
"o3-2025-04-16",3.14871883113927,11,3,52,4,3
"chatgpt-4o-latest-2025032",3.83199430717599,5,3,43,3,2
"gemini-2.5-pro-preview-05",3.67884705559658,7,3,52,3,2
"deepseek-r1-0528",2.59576122617537,13,4,52,4,3
"grok-3-preview-02-24",4.32335147264171,4,2,37,2,1
"llama-4-maverick-03-26-ex",3.60512346967721,8,3,52,3,2
"gemini-2.5-flash",3.42243253242832,9,3,52,3,2
"qwen3-235b-a22b-no-thinki",2.05062445791669,17,4,52,5,3
"gemini-2.5-flash-preview-",2.46366804083376,15,4,52,4,3
"gemini-2.0-flash-thinking",2.21291366977321,16,4,52,4,3
"kimi-k2-0711-preview",2.03435984408319,18,4,52,5,3
"gpt-4.1-2025-04-14",1.37727590648721,21,5,52,9,4
"deepseek-v3-0324",0.457921828764398,27,12,52,13,4
"o4-mini-2025-04-16",0.813357619516507,25,10,52,12,4
"mistral-medium-2505",0.343487106474328,30,12,52,15,4
"gemini-2.5-flash-lite-pre",1.52522650373887,20,5,52,9,4
"qwen-max-2025-01-25",1.33608887387238,22,6,52,10,4
"hunyuan-turbos-20250416",0.92699102591628,24,9,52,12,4
"qwen3-235b-a22b",1.87362590606912,19,4,52,5,4
"minimax-m1",1.29979626359097,23,6,52,9,4
"claude-opus-4-20250514-th",2.67322859992202,12,4,52,4,3
"qwen3-235b-a22b-instruct-",3.73488339776974,6,2,52,2,2
"gemma-3-27b-it",-0.14465059408772,32,16,52,19,4
"claude-opus-4-20250514",2.53231007445377,14,4,52,4,3
"grok-3-mini-beta",0.373646106666303,29,12,52,15,4
"grok-3-mini-high",0.1081816001528,31,13,52,16,4
"gpt-4o-2024-11-20",0.414846332632515,28,12,52,14,4
"claude-sonnet-4-20250514-",3.1895371513875,10,3,52,3,3
"gemini-2.0-flash-001",-1.10592143642055,37,21,52,24,3
"mistral-small-2506",-1.86662532232952,39,26,52,28,2
"gpt-4.1-mini-2025-04-14",-0.856335298960928,35,20,52,23,4
"qwq-32b",-0.928192842006456,36,20,52,21,4
"claude-sonnet-4-20250514",0.7509360710277,26,10,52,12,4
"qwen3-30b-a3b",-0.613151878265984,33,17,52,20,4
"command-a-03-2025",-2.08696032020269,40,27,52,31,2
"o3-mini",-0.783094476984506,34,19,52,20,4
"amazon-nova-experimental-",-4.78835002136326,44,41,52,43,1
"gemma-3n-e4b-it",-5.95331197173375,48,43,52,43,1
"claude-3-7-sonnet-2025021",-1.40598864200387,38,24,52,26,3
"claude-3-5-sonnet-2024102",-2.43544711983429,42,31,52,32,1
"llama-4-maverick-17b-128e",-4.56983085868309,43,39,52,40,1
"claude-3-7-sonnet-2025021.1",-2.26330303470058,41,31,52,32,1
"llama-4-scout-17b-16e-ins",-5.3118577118053,46,43,52,43,1
"llama-3.3-70b-instruct",-6.05169768951837,49,43,52,43,1
"amazon.nova-pro-v1:0",-8.59776068142557,52,48,52,50,1
"mistral-small-3.1-24b-ins",-8.22494392753131,50,48,52,48,1
"magistral-medium-2506",-5.34444424756547,47,43,52,43,1
"claude-3-5-haiku-20241022",-8.44252136714876,51,48,52,49,1
"gpt-4o-mini-2024-07-18",-4.93182678407485,45,41,52,43,1
