model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9494,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.9484,2,1,5,1,1
chatgpt-4o-latest-20250326,0.7404,3,2,7,2,1
grok-4-0709,0.6941,4,1,10,1,1
o3-2025-04-16,0.6285,5,2,11,2,2
grok-3-preview-02-24,0.5912,6,3,11,3,2
llama-4-maverick-03-26-experimental,0.5237,7,4,13,4,2
gemini-2.5-flash,0.5146,8,4,13,4,4
deepseek-r1-0528,0.5086,9,4,13,4,2
gemini-2.5-pro-preview-05-06,0.5038,10,4,17,4,2
gpt-4.1-2025-04-14,0.3104,11,9,24,10,6
qwen3-235b-a22b-no-thinking,0.3047,12,10,24,10,8
kimi-k2-0711-preview,0.3033,13,7,27,8,5
gemini-2.5-flash-preview-04-17,0.2618,14,10,27,11,8
claude-opus-4-20250514,0.253,15,11,27,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.2169,16,11,28,11,10
qwen3-235b-a22b,0.209,17,11,28,11,10
claude-opus-4-20250514-thinking-16k,0.2016,18,11,29,11,10
hunyuan-turbos-20250416,0.199,19,10,34,11,7
deepseek-v3-0324,0.1728,20,11,29,11,11
mistral-medium-2505,0.1484,21,11,31,11,11
o4-mini-2025-04-16,0.1441,22,11,32,11,11
qwen3-235b-a22b-instruct-2507,0.1133,23,9,39,10,4
claude-sonnet-4-20250514-thinking-32k,0.1077,24,12,34,13,11
grok-3-mini-beta,0.0756,25,13,34,14,11
qwen-max-2025-01-25,0.0563,26,13,36,15,11
grok-3-mini-high,-0.0085,27,16,38,16,13
gemini-2.0-flash-thinking-exp-01-21,-0.0247,28,9,43,11,3
minimax-m1,-0.0367,29,20,38,21,16
gemma-3-27b-it,-0.0403,30,21,38,22,18
claude-sonnet-4-20250514,-0.0522,31,22,38,22,19
gpt-4.1-mini-2025-04-14,-0.0615,32,22,38,22,19
mistral-small-2506,-0.1011,33,21,39,22,16
qwen3-30b-a3b,-0.1372,34,25,39,25,22
qwq-32b,-0.1668,35,25,40,25,22
gemini-2.0-flash-001,-0.1683,36,25,39,26,23
o3-mini,-0.2205,37,26,42,27,26
command-a-03-2025,-0.2739,38,31,44,31,26
gpt-4o-2024-11-20,-0.3021,39,23,49,24,11
claude-3-7-sonnet-20250219,-0.3745,40,35,47,35,31
claude-3-7-sonnet-20250219-thinking-32k,-0.3888,41,35,47,36,31
amazon-nova-experimental-chat-05-14,-0.4264,42,35,47,36,31
claude-3-5-sonnet-20241022,-0.4515,43,37,47,37,35
llama-4-maverick-17b-128e-instruct,-0.5791,44,38,50,39,38
gemma-3n-e4b-it,-0.5803,45,38,52,38,37
llama-4-scout-17b-16e-instruct,-0.5915,46,38,52,38,38
llama-3.3-70b-instruct,-0.7263,47,43,52,43,41
mistral-small-3.1-24b-instruct-2503,-0.7402,48,43,52,43,40
magistral-medium-2506,-0.7892,49,43,52,44,41
gpt-4o-mini-2024-07-18,-0.7903,50,39,52,39,32
claude-3-5-haiku-20241022,-0.8151,51,45,52,45,42
amazon.nova-pro-v1:0,-0.8337,52,45,52,45,42
