model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9173,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.8393,2,1,11,1,1
grok-4-0709,0.7685,3,1,12,1,1
chatgpt-4o-latest-20250326,0.6689,4,2,11,2,1
llama-4-maverick-03-26-experimental,0.5031,5,2,22,2,2
gemini-2.5-flash,0.4717,6,2,22,2,2
o3-2025-04-16,0.4691,7,2,22,2,2
grok-3-preview-02-24,0.4483,8,2,22,2,2
gemini-2.5-pro-preview-05-06,0.4064,9,2,26,2,2
deepseek-r1-0528,0.3642,10,4,25,4,2
claude-opus-4-20250514,0.3526,11,4,25,4,3
qwen3-235b-a22b-no-thinking,0.3122,12,5,27,5,3
qwen3-235b-a22b,0.3065,13,4,29,5,3
gemini-2.5-flash-preview-04-17,0.2913,14,4,29,5,3
claude-opus-4-20250514-thinking-16k,0.2898,15,5,29,5,3
kimi-k2-0711-preview,0.2758,16,5,30,5,2
claude-sonnet-4-20250514-thinking-32k,0.2515,17,5,31,5,3
qwen3-235b-a22b-instruct-2507,0.2468,18,2,41,3,1
gpt-4.1-2025-04-14,0.2434,19,5,31,6,3
gemini-2.5-flash-lite-preview-06-17-thinking,0.2288,20,5,31,6,3
hunyuan-turbos-20250416,0.1949,21,5,37,5,2
minimax-m1,0.1222,22,9,36,9,8
o4-mini-2025-04-16,0.1218,23,9,35,10,8
claude-sonnet-4-20250514,0.1118,24,10,35,11,9
gemini-2.0-flash-thinking-exp-01-21,0.1077,25,2,45,4,1
qwen-max-2025-01-25,0.1038,26,9,37,9,8
mistral-medium-2505,0.0865,27,12,36,13,9
deepseek-v3-0324,0.0538,28,13,38,13,9
grok-3-mini-beta,0.0413,29,13,39,13,9
gpt-4.1-mini-2025-04-14,-0.0759,30,20,42,20,16
grok-3-mini-high,-0.0874,31,18,42,20,11
qwen3-30b-a3b,-0.1,32,20,42,20,16
gemma-3-27b-it,-0.1201,33,20,42,22,18
o3-mini,-0.1515,34,22,42,24,20
mistral-small-2506,-0.1805,35,20,45,20,13
gemini-2.0-flash-001,-0.2127,36,25,44,28,22
qwq-32b,-0.2166,37,24,45,25,20
claude-3-7-sonnet-20250219,-0.2215,38,26,44,28,23
command-a-03-2025,-0.2632,39,28,47,28,24
claude-3-7-sonnet-20250219-thinking-32k,-0.2651,40,28,47,28,25
claude-3-5-sonnet-20241022,-0.292,41,28,47,28,26
gpt-4o-2024-11-20,-0.4118,42,20,52,24,9
llama-4-maverick-17b-128e-instruct,-0.5074,43,36,50,37,32
llama-4-scout-17b-16e-instruct,-0.5265,44,34,52,35,29
amazon-nova-experimental-chat-05-14,-0.5449,45,36,52,36,31
magistral-medium-2506,-0.636,46,40,52,42,33
llama-3.3-70b-instruct,-0.7003,47,42,52,42,41
gemma-3n-e4b-it,-0.7159,48,42,52,42,36
mistral-small-3.1-24b-instruct-2503,-0.7847,49,42,52,42,41
claude-3-5-haiku-20241022,-0.8027,50,43,52,43,41
amazon.nova-pro-v1:0,-0.8575,51,43,52,43,41
gpt-4o-mini-2024-07-18,-0.9253,52,42,52,42,29
