"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",10.0423767974166,1,1,28,1,1
"gemini-2.5-pro-preview-03",9.80175331661269,2,1,31,1,1
"grok-4-0709",7.37324198239278,3,1,52,1,1
"o3-2025-04-16",4.6671807539497,6,3,52,4,2
"chatgpt-4o-latest-2025032",5.19240947159926,5,3,52,3,1
"gemini-2.5-pro-preview-05",5.29117817173203,4,3,52,3,1
"deepseek-r1-0528",2.72328824021848,12,4,52,4,3
"grok-3-preview-02-24",4.62163522285442,7,3,52,4,3
"llama-4-maverick-03-26-ex",4.10240978887401,8,4,52,4,3
"gemini-2.5-flash",4.05921166977636,9,4,52,4,3
"qwen3-235b-a22b-no-thinki",2.20863156316635,15,6,52,6,3
"gemini-2.5-flash-preview-",2.91752256828148,11,4,52,4,3
"gemini-2.0-flash-thinking",3.46422668739819,10,3,52,4,3
"kimi-k2-0711-preview",2.01809855490064,17,6,52,7,3
"gpt-4.1-2025-04-14",1.3204751540063,22,8,52,10,3
"deepseek-v3-0324",0.841484275419093,25,10,52,10,2
"o4-mini-2025-04-16",1.16094041558026,24,8,52,10,3
"mistral-medium-2505",0.336994030755488,28,11,52,11,1
"gemini-2.5-flash-lite-pre",1.8989302599653,18,6,52,8,3
"qwen-max-2025-01-25",1.56505272067026,20,8,52,8,3
"hunyuan-turbos-20250416",1.30920197617289,23,8,52,10,3
"qwen3-235b-a22b",2.62148046654043,13,4,52,4,3
"minimax-m1",2.26840223378704,14,4,52,6,3
"claude-opus-4-20250514-th",2.19198943334545,16,6,52,6,3
"qwen3-235b-a22b-instruct-",0.747648486332643,26,10,52,11,1
"gemma-3-27b-it",0.304877347245748,29,11,52,11,1
"claude-opus-4-20250514",1.54296905508688,21,8,52,8,3
"grok-3-mini-beta",0.352295197136934,27,11,52,11,1
"grok-3-mini-high",0.25738842216699,30,11,52,11,1
"gpt-4o-2024-11-20",-1.18701018388977,36,18,52,20,1
"claude-sonnet-4-20250514-",1.62618963093613,19,7,52,8,3
"gemini-2.0-flash-001",-1.0643316844182,34,17,52,19,1
"mistral-small-2506",-3.60019625202584,40,32,52,32,1
"gpt-4.1-mini-2025-04-14",-1.72747125182321,37,22,52,25,1
"qwq-32b",-0.956789093622959,32,14,52,18,1
"claude-sonnet-4-20250514",-0.225694903887842,31,12,52,14,1
"qwen3-30b-a3b",-1.05578582686865,33,14,52,18,1
"command-a-03-2025",-1.97575811988555,39,22,52,25,1
"o3-mini",-1.06628509303488,35,14,52,18,1
"amazon-nova-experimental-",-5.11309034570648,43,40,52,40,1
"gemma-3n-e4b-it",-6.16481705315351,48,40,52,40,1
"claude-3-7-sonnet-2025021",-1.87731397356155,38,22,52,25,1
"claude-3-5-sonnet-2024102",-4.68283655765189,42,37,52,38,1
"llama-4-maverick-17b-128e",-5.31511658239294,45,40,52,40,1
"claude-3-7-sonnet-2025021.1",-3.67953241823838,41,32,52,33,1
"llama-4-scout-17b-16e-ins",-5.47228749103733,46,40,52,40,1
"llama-3.3-70b-instruct",-6.23702039352632,49,40,52,40,1
"amazon.nova-pro-v1:0",-8.70098184875521,50,48,52,48,1
"mistral-small-3.1-24b-ins",-8.98009557748574,52,48,52,49,1
"magistral-medium-2506",-5.5645151509447,47,40,52,40,1
"claude-3-5-haiku-20241022",-8.88533084478689,51,48,52,48,1
"gpt-4o-mini-2024-07-18",-5.29722324762303,44,40,52,40,1
