model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9221,1,1,2,1,1
gemini-2.5-pro-preview-03-25,0.9184,2,1,3,1,1
grok-4-0709,0.6446,3,2,10,2,1
chatgpt-4o-latest-20250326,0.5756,4,3,11,3,2
gemini-2.5-pro-preview-05-06,0.5435,5,3,13,3,2
grok-3-preview-02-24,0.5147,6,3,13,3,3
o3-2025-04-16,0.5008,7,3,13,3,3
llama-4-maverick-03-26-experimental,0.481,8,3,13,3,3
gemini-2.5-flash,0.474,9,3,13,3,3
deepseek-r1-0528,0.4423,10,3,15,3,3
claude-opus-4-20250514-thinking-16k,0.3428,11,5,22,7,4
qwen3-235b-a22b-no-thinking,0.2873,12,10,24,10,8
gemini-2.5-flash-preview-04-17,0.28,13,10,26,10,6
claude-opus-4-20250514,0.2641,14,11,25,11,10
claude-sonnet-4-20250514-thinking-32k,0.2478,15,11,29,11,9
kimi-k2-0711-preview,0.2099,16,11,30,11,9
qwen3-235b-a22b,0.193,17,11,30,11,11
gpt-4.1-2025-04-14,0.1852,18,11,30,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.147,19,12,31,12,11
qwen3-235b-a22b-instruct-2507,0.1345,20,8,38,10,3
gemini-2.0-flash-thinking-exp-01-21,0.1267,21,5,41,7,3
qwen-max-2025-01-25,0.1141,22,12,33,13,11
deepseek-v3-0324,0.1051,23,13,32,15,12
o4-mini-2025-04-16,0.1042,24,14,32,15,12
hunyuan-turbos-20250416,0.099,25,11,35,12,10
mistral-medium-2505,0.0911,26,15,32,15,13
minimax-m1,0.0539,27,16,35,16,13
grok-3-mini-high,0.0161,28,16,37,16,12
grok-3-mini-beta,0.0151,29,16,36,18,15
gpt-4o-2024-11-20,0.009,30,11,41,12,5
claude-sonnet-4-20250514,-0.0038,31,19,36,19,16
gemma-3-27b-it,-0.0424,32,20,38,20,18
gpt-4.1-mini-2025-04-14,-0.0794,33,23,38,24,19
qwq-32b,-0.1014,34,24,41,24,19
gemini-2.0-flash-001,-0.129,35,24,41,25,23
qwen3-30b-a3b,-0.198,36,28,43,28,25
o3-mini,-0.2063,37,28,43,30,25
mistral-small-2506,-0.226,38,28,43,29,24
command-a-03-2025,-0.276,39,31,43,32,30
claude-3-7-sonnet-20250219,-0.2833,40,31,44,32,30
claude-3-7-sonnet-20250219-thinking-32k,-0.2887,41,31,44,32,30
claude-3-5-sonnet-20241022,-0.3594,42,34,46,35,33
amazon-nova-experimental-chat-05-14,-0.4068,43,35,48,38,33
llama-4-scout-17b-16e-instruct,-0.5167,44,42,48,42,37
llama-4-maverick-17b-128e-instruct,-0.5742,45,43,48,43,42
magistral-medium-2506,-0.599,46,43,52,43,42
gemma-3n-e4b-it,-0.6416,47,43,52,43,42
gpt-4o-mini-2024-07-18,-0.8034,48,43,52,44,38
claude-3-5-haiku-20241022,-0.8161,49,46,52,46,44
mistral-small-3.1-24b-instruct-2503,-0.8266,50,46,52,46,44
amazon.nova-pro-v1:0,-0.8321,51,46,52,47,46
llama-3.3-70b-instruct,-0.8328,52,46,52,46,45
