"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",6.9838498425594,1,1,14,1,1
"gemini-2.5-pro-preview-03",5.79378507564364,2,1,17,1,1
"grok-4-0709",5.02019552767676,3,1,20,1,1
"o3-2025-04-16",2.95035385043729,10,3,52,4,2
"chatgpt-4o-latest-2025032",4.64333448831174,4,1,28,1,1
"gemini-2.5-pro-preview-05",3.26446703996006,9,3,41,3,2
"deepseek-r1-0528",2.38223299185644,14,5,52,5,3
"grok-3-preview-02-24",4.07675781517138,5,2,30,2,1
"llama-4-maverick-03-26-ex",3.83766758231432,6,2,35,3,1
"gemini-2.5-flash",3.31099148570562,8,3,41,3,2
"qwen3-235b-a22b-no-thinki",1.90368930597175,19,6,52,7,4
"gemini-2.5-flash-preview-",2.35518835900523,15,5,52,5,3
"gemini-2.0-flash-thinking",2.31465205736913,16,5,52,5,3
"kimi-k2-0711-preview",2.03066695811725,17,5,52,7,4
"gpt-4.1-2025-04-14",1.38873033716002,24,7,52,10,5
"deepseek-v3-0324",0.97662580346345,26,10,52,11,5
"o4-mini-2025-04-16",0.973122414712688,27,10,52,11,5
"mistral-medium-2505",0.265852880787993,29,13,52,17,6
"gemini-2.5-flash-lite-pre",1.69351593778033,20,7,52,7,4
"qwen-max-2025-01-25",1.39450040503635,23,7,52,10,5
"hunyuan-turbos-20250416",1.48247403877083,22,7,52,10,5
"qwen3-235b-a22b",1.98783435794945,18,5,52,6,4
"minimax-m1",1.56701365082921,21,7,52,8,5
"claude-opus-4-20250514-th",2.41788731733965,13,5,52,5,3
"qwen3-235b-a22b-instruct-",3.43180895835164,7,2,52,2,2
"gemma-3-27b-it",0.0858230755353517,30,17,52,19,6
"claude-opus-4-20250514",2.59702533460934,12,4,52,5,3
"grok-3-mini-beta",0.280906533409177,28,13,52,17,6
"grok-3-mini-high",-0.0167214507059441,31,17,52,19,6
"gpt-4o-2024-11-20",-0.786115905461001,34,22,52,25,5
"claude-sonnet-4-20250514-",2.73338833198622,11,3,52,4,3
"gemini-2.0-flash-001",-0.942287534348898,35,25,52,26,5
"mistral-small-2506",-2.46707030175216,42,32,52,32,2
"gpt-4.1-mini-2025-04-14",-1.11518599794355,38,25,52,28,5
"qwq-32b",-0.945641211715428,36,21,52,25,5
"claude-sonnet-4-20250514",1.09581460405675,25,10,52,11,5
"qwen3-30b-a3b",-0.497909315383096,32,20,52,21,5
"command-a-03-2025",-1.53756892981512,39,28,52,28,4
"o3-mini",-0.63217757686321,33,20,52,23,5
"amazon-nova-experimental-",-4.92052962593471,45,42,52,43,1
"gemma-3n-e4b-it",-5.6161453131007,48,43,52,43,1
"claude-3-7-sonnet-2025021",-1.08631763613039,37,25,52,28,5
"claude-3-5-sonnet-2024102",-1.98841808087827,41,28,52,31,3
"llama-4-maverick-17b-128e",-4.84035231349216,44,42,52,43,1
"claude-3-7-sonnet-2025021.1",-1.9381822049105,40,28,52,30,3
"llama-4-scout-17b-16e-ins",-4.96007778604867,46,42,52,43,1
"llama-3.3-70b-instruct",-5.66010588382427,49,42,52,43,1
"amazon.nova-pro-v1:0",-8.77975013027233,52,50,52,50,1
"mistral-small-3.1-24b-ins",-8.35825909882034,50,50,52,50,1
"magistral-medium-2506",-5.01245084717438,47,42,52,43,1
"claude-3-5-haiku-20241022",-8.46833280658834,51,50,52,50,1
"gpt-4o-mini-2024-07-18",-4.67055641071503,43,42,52,42,1
