"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",1.92072932118721,3,1,6,1,1
"calme-3.1-instruct-78b",2.03106297244299,2,1,5,1,1
"CalmeRys-78B-Orpo-v0.1",2.0692632396999,1,1,5,1,1
"calme-2.4-rys-78b",1.59023263843825,5,1,7,1,1
"Qwen2.5-72B-Instruct-abli",0.243195827756763,39,8,73,9,7
"Qwen2.5-72B-Instruct",0.288721456123743,36,7,69,8,6
"calme-2.1-qwen2.5-72b",0.441029666191562,24,7,60,7,6
"Homer-v1.0-Qwen2.5-72B",0.48841569779661,19,7,58,7,6
"qwen2.5-test-32b-it",0.412671656496158,25,7,60,7,6
"Linkbricks-Horizon-AI-Ave",0.454687775742832,22,7,59,7,6
"calme-2.2-qwen2.5-72b",0.161824364744137,52,9,74,9,7
"FluentlyLM-Prinum",0.605459753642307,12,6,55,6,6
"T3Q-qwen2.5-14b-v1.0-e3",0.898991136352277,8,5,42,5,4
"T3Q-Qwen2.5-14B-Instruct-",0.961511493333609,7,4,37,5,3
"Qwen2.5-32B-Instruct-abli",0.352784947939314,30,7,64,7,6
"Gilgamesh-72B",1.18134419179398,6,3,17,4,1
"ultiima-72B",0.197434139309403,46,9,73,9,7
"zetasepic-abliteratedV2-Q",0.352370094200041,31,7,64,7,6
"Awqward2.5-32B-Instruct",0.336990915321041,33,7,66,7,6
"test-2.5-72B",1.66640617036846,4,1,6,1,1
"shuttle-3",0.219976120364334,43,9,73,9,7
"Qwen2.5-32B-Instruct",0.282126324289675,37,8,69,8,7
"Mistral-Large-Instruct-24",0.633122758932671,11,6,55,6,6
"Rombos-LLM-V2.5-Qwen-72b",0.219406193957326,44,9,71,9,7
"Linkbricks-Horizon-AI-Ave.1",0.192664592348943,48,9,73,9,7
"Qwen2.5-72B-Instruct-abli.1",0.235457844095656,40,9,69,9,7
"Linkbricks-Horizon-AI-Ave.2",0.183298965560277,50,9,74,9,7
"lambda-qwen2.5-32b-dpo-te",-0.167980693704297,59,21,87,25,10
"Qwentile2.5-32B-Instruct",0.458309634830117,21,7,59,7,6
"Rombos-LLM-V2.5-Qwen-32b",0.663954981955404,10,6,54,6,5
"openbuddy-llama3.3-70b-v2",0.3676760985328,29,7,62,7,6
"Linkbricks-Horizon-AI-Ave.3",0.368806265886772,28,7,62,7,6
"huihui-ai-abliterated-Qwe",0.0782027199615571,53,10,80,10,8
"Linkbricks-Horizon-AI-Ave.4",0.290642185278526,35,8,67,9,6
"ultiima-32B",0.59391004887771,13,6,55,6,6
"RYS-XLarge",0.383776122668988,26,7,60,7,6
"Qwen2.5-95B-Instruct",-0.282458615908441,63,25,94,30,13
"ultiima-72B-v1.5",0.19713020495818,47,9,73,9,7
"sky-t1-coder-32b-flash",-0.420565080289547,70,45,96,52,21
"Llama-3.3-70B-Instruct",0.316056300322509,34,7,67,8,6
"RomboUltima-32B",0.232923636942208,42,9,69,9,7
"calme-2.1-rys-78b",0.370281031618586,27,7,64,7,6
"calme-2.3-rys-78b",0.02390469202455,54,10,81,11,8
"calme-2.1-qwen2-72b",0.441939204589074,23,7,59,7,6
"calme-2.2-rys-78b",-0.434915550529362,72,48,96,53,23
"MG-FinalMix-72B",0.344227129688497,32,7,64,8,6
"EVA-Qwen2.5-72B-v0.2",0.205270965848739,45,9,71,9,7
"Qwen2-72B-Orpo-v0.1",0.190461057917402,49,9,73,9,7
"RYS-XLarge-base",0.251932985467,38,8,69,9,7
"calme-2.2-qwen2-72b",-0.289789962450513,64,34,90,37,14
"Arcee-Nova",-0.261420548928589,61,30,89,34,12
"L3.3-MS-Nevoria-70b",-0.328752618069042,65,35,94,38,15
"Set-70b",-0.211214499456613,60,25,88,27,10
"QwentileSwap",0.523001257649179,17,6,57,7,6
"li-14b-v0.4",-0.559281030421697,75,53,99,54,34
"tempmotacilla-cinerea-030",-0.864936166442655,88,59,100,61,54
"L3.3-Nevoria-R1-70b",-0.347510400993186,67,37,94,38,16
"Qwen2-72B-Instruct",-0.336192858463252,66,35,94,39,16
"Galactic-Qwen-14B-Exp2",0.232956085133756,41,9,71,9,7
"BigQwen2.5-52B-Instruct",-0.824277255283097,86,60,99,61,53
"Llama-3.1-SauerkrautLM-70",0.780417119552241,9,6,52,6,4
"Llama-3.1-70B-Instruct",0.546609137293378,15,6,57,7,6
"Dracarys-72B-Instruct",-0.441181338164482,73,46,96,53,25
"Linkbricks-Horizon-AI-Ave.5",-0.500333564827643,74,53,97,53,26
"Lamarckvergence-14B",-0.944448099886846,90,64,100,67,55
"Lix-14B-v0.1",-1.17269507281355,97,74,100,75,60
"calme-2.2-llama3.1-70b",0.485221074214585,20,7,59,7,6
"NQLSG-Qwen2.5-14B-MegaFus",-0.804928335960746,85,58,99,60,53
"calme-2.3-llama3.1-70b",0.574232661124594,14,6,56,6,6
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.969711558125411,91,65,100,68,56
"orca_mini_v8_1_70b",-0.0810808086341135,56,12,85,15,9
"Apollo-70B",-0.605667665609114,80,54,99,55,37
"ZYH-LLM-Qwen2.5-14B-V4",-0.155081232207253,58,18,88,21,10
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.05336727289189,95,69,100,70,58
"Progenitor-V1.1-LLaMa-70B",-0.270396198001009,62,30,90,35,12
"70B-L3.3-Cirrus-x1",-0.370857201339538,68,38,95,43,18
"magnum-v1-72b",-0.588610534845981,77,54,99,55,35
"magnum-72b-v1",-0.593239078834034,78,54,99,55,35
"lamarckvergence-14b-tenso",-1.00334073205317,94,67,100,69,56
"li-14b-v0.4-slerp0.1",-1.27715843690287,98,77,100,82,65
"miscii-14b-0218",-1.30722516404817,99,79,100,82,65
"Cheng-2",-0.657698617712243,82,53,99,55,40
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.07119698596202,96,70,100,74,58
"Llama3.3-70B-CogniLink",-0.628845775132572,81,54,99,55,38
"tempesthenno-ppo-ckpt40",-0.898097307288601,89,61,100,65,55
"RYS-Llama3.1-Large",0.174638956208134,51,9,74,9,7
"virtuoso-small-v2-tensopo",-0.0903020759245443,57,13,85,16,9
"Cheng-2-v1.1",-0.750265279183924,84,55,100,56,53
"RombosBeagle-v2beta-MGS-3",0.488454447147263,18,7,59,7,6
"TheBeagle-v2beta-32B-MGS",0.523282375997464,16,6,57,7,6
"lambda-qwen2.5-14b-dpo-te",-0.727001054054498,83,54,100,56,51
"tempesthenno-nuslerp-001",-0.984882584155204,92,66,100,69,56
"Qwen2.5-14B-1M-YOYO-V3",-0.570931821586434,76,53,99,53,34
"Josiefied-Qwen2.5-14B-Ins",-0.601551844012887,79,53,99,54,36
"NQLSG-Qwen2.5-14B-MegaFus.4",-0.998657969256935,93,65,100,68,56
"Q2.5-Veltha-14B",-0.421985799353384,71,38,97,43,21
"ECE-ILAB-Q1",-0.0234226576101695,55,12,82,15,9
"Virtuoso-Small-v2",-0.386089385633731,69,34,96,38,18
"Qwen2.5-14B-YOYO-V4-p1",-0.836333869659422,87,56,100,58,54
"Chocolatine-14B-Instruct-",-1.613518037506,100,89,100,90,75
