model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9324,1,1,2,1,1
gemini-2.5-pro-preview-03-25,0.8735,2,1,4,1,1
grok-4-0709,0.6332,3,2,10,2,1
chatgpt-4o-latest-20250326,0.6288,4,2,10,2,2
grok-3-preview-02-24,0.6047,5,2,10,3,2
o3-2025-04-16,0.5792,6,3,10,3,2
deepseek-r1-0528,0.5315,7,3,12,3,2
llama-4-maverick-03-26-experimental,0.5113,8,3,12,3,3
gemini-2.5-pro-preview-05-06,0.4919,9,3,12,3,2
gemini-2.5-flash,0.4879,10,3,12,4,3
qwen3-235b-a22b-no-thinking,0.2829,11,11,24,11,10
claude-opus-4-20250514-thinking-16k,0.2634,12,11,27,11,10
kimi-k2-0711-preview,0.257,13,11,28,11,9
gpt-4.1-2025-04-14,0.247,14,11,27,11,10
claude-opus-4-20250514,0.2341,15,11,27,11,11
gemini-2.5-flash-preview-04-17,0.2271,16,11,28,11,11
qwen3-235b-a22b-instruct-2507,0.183,17,8,36,10,3
qwen3-235b-a22b,0.1678,18,11,29,11,11
deepseek-v3-0324,0.1601,19,11,29,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1466,20,11,31,11,11
hunyuan-turbos-20250416,0.1454,21,11,35,11,10
claude-sonnet-4-20250514-thinking-32k,0.1425,22,11,31,11,11
mistral-medium-2505,0.1302,23,12,31,12,11
o4-mini-2025-04-16,0.1167,24,12,32,12,11
qwen-max-2025-01-25,0.087,25,12,35,13,11
gemini-2.0-flash-thinking-exp-01-21,0.0622,26,10,39,11,3
grok-3-mini-beta,0.0306,27,17,36,17,15
grok-3-mini-high,0.0272,28,15,37,17,12
gpt-4o-2024-11-20,-0.0122,29,11,39,11,10
gemma-3-27b-it,-0.0166,30,19,37,22,17
minimax-m1,-0.0249,31,19,37,22,17
gpt-4.1-mini-2025-04-14,-0.0689,32,23,38,23,20
claude-sonnet-4-20250514,-0.0808,33,23,38,24,23
qwq-32b,-0.1,34,23,39,25,22
mistral-small-2506,-0.103,35,23,39,23,17
gemini-2.0-flash-001,-0.1288,36,25,39,26,23
qwen3-30b-a3b,-0.1679,37,26,39,26,24
o3-mini,-0.2337,38,32,41,32,28
command-a-03-2025,-0.2751,39,32,42,33,31
claude-3-7-sonnet-20250219-thinking-32k,-0.3786,40,36,46,36,35
amazon-nova-experimental-chat-05-14,-0.3938,41,36,46,38,34
claude-3-7-sonnet-20250219,-0.4083,42,37,46,39,36
claude-3-5-sonnet-20241022,-0.4462,43,40,47,40,37
gemma-3n-e4b-it,-0.5291,44,40,49,40,37
llama-4-scout-17b-16e-instruct,-0.562,45,40,49,40,39
llama-4-maverick-17b-128e-instruct,-0.6061,46,42,50,43,41
magistral-medium-2506,-0.6853,47,44,52,44,42
gpt-4o-mini-2024-07-18,-0.7577,48,40,52,41,38
mistral-small-3.1-24b-instruct-2503,-0.7657,49,44,52,45,44
llama-3.3-70b-instruct,-0.8024,50,46,52,47,44
claude-3-5-haiku-20241022,-0.8042,51,47,52,47,44
amazon.nova-pro-v1:0,-0.834,52,47,52,47,45
