"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",9.57670259531885,1,1,27,1,1
"gemini-2.5-pro-preview-03",8.67787526667305,2,1,30,1,1
"grok-4-0709",7.79528411388104,4,1,36,1,1
"o3-2025-04-16",5.82080691676571,12,3,52,5,2
"chatgpt-4o-latest-2025032",7.88215309035229,3,1,39,1,1
"gemini-2.5-pro-preview-05",6.34978078719921,7,3,52,3,1
"deepseek-r1-0528",5.27863040369187,14,6,52,6,3
"grok-3-preview-02-24",7.56649561291167,5,1,38,1,1
"llama-4-maverick-03-26-ex",6.25884295512425,8,3,52,3,1
"gemini-2.5-flash",6.0941837845178,10,3,52,3,2
"qwen3-235b-a22b-no-thinki",4.29978403581026,18,7,52,10,3
"gemini-2.5-flash-preview-",5.01968774158734,15,6,52,6,3
"gemini-2.0-flash-thinking",3.7101670379544,22,12,52,13,5
"kimi-k2-0711-preview",4.58542317246644,16,6,52,7,3
"gpt-4.1-2025-04-14",4.58076682056195,17,6,52,7,3
"deepseek-v3-0324",3.08345216307622,26,13,52,13,5
"o4-mini-2025-04-16",2.91744593375846,27,13,52,15,4
"mistral-medium-2505",3.66448412916698,23,11,52,13,5
"gemini-2.5-flash-lite-pre",4.00594189757271,19,10,52,12,4
"qwen-max-2025-01-25",1.41510666774428,28,22,52,25,1
"hunyuan-turbos-20250416",3.49233978569554,24,12,52,13,5
"qwen3-235b-a22b",3.7494633756284,21,11,52,13,5
"minimax-m1",-0.332572158617507,37,28,52,28,1
"claude-opus-4-20250514-th",5.37149873446876,13,5,52,6,3
"qwen3-235b-a22b-instruct-",6.50562703767495,6,1,52,2,1
"gemma-3-27b-it",0.362037868965938,31,28,52,28,1
"claude-opus-4-20250514",5.9833462452327,11,3,52,3,2
"grok-3-mini-beta",3.25322373165042,25,13,52,13,5
"grok-3-mini-high",0.873926513872556,30,26,52,27,1
"gpt-4o-2024-11-20",-0.136520298951051,34,28,52,28,1
"claude-sonnet-4-20250514-",6.20174417342981,9,2,52,3,1
"gemini-2.0-flash-001",-1.24135282623535,40,28,52,29,1
"mistral-small-2506",-2.46883339870131,41,33,52,37,1
"gpt-4.1-mini-2025-04-14",0.922422009185365,29,25,52,27,1
"qwq-32b",-3.95450114672529,42,41,52,41,1
"claude-sonnet-4-20250514",3.80169313683945,20,11,52,13,5
"qwen3-30b-a3b",-0.135082357593411,33,28,52,28,1
"command-a-03-2025",-0.493073110145556,39,28,52,28,1
"o3-mini",-0.219379649216467,36,28,52,28,1
"amazon-nova-experimental-",-7.32815792045418,43,42,52,43,1
"gemma-3n-e4b-it",-16.4758257589793,50,48,52,48,1
"claude-3-7-sonnet-2025021",0.291579893631742,32,28,52,28,1
"claude-3-5-sonnet-2024102",-0.342612728902051,38,28,52,28,1
"llama-4-maverick-17b-128e",-12.1574858759464,44,44,52,44,1
"claude-3-7-sonnet-2025021.1",-0.181246377512583,35,28,52,28,1
"llama-4-scout-17b-16e-ins",-12.180062765551,45,44,52,44,1
"llama-3.3-70b-instruct",-16.4519906765225,49,48,52,48,1
"amazon.nova-pro-v1:0",-17.1866400406238,51,48,52,48,1
"mistral-small-3.1-24b-ins",-12.2532759854285,47,44,52,44,1
"magistral-medium-2506",-12.1880665418435,46,44,52,44,1
"claude-3-5-haiku-20241022",-16.4443371323063,48,48,52,48,1
"gpt-4o-mini-2024-07-18",-17.2209008821544,52,48,52,48,1
