model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0095,1,1,3,1,1
gemini-2.5-pro,1.003,2,1,3,1,1
grok-4-0709,0.7028,3,1,10,2,1
chatgpt-4o-latest-20250326,0.6467,4,2,11,3,2
o3-2025-04-16,0.6255,5,3,11,3,2
gemini-2.5-flash,0.5914,6,3,12,3,2
grok-3-preview-02-24,0.5485,7,3,13,3,2
llama-4-maverick-03-26-experimental,0.5472,8,3,13,3,2
gemini-2.5-pro-preview-05-06,0.5029,9,3,17,3,3
deepseek-r1-0528,0.4836,10,3,17,3,3
qwen3-235b-a22b-no-thinking,0.3159,11,9,26,9,6
kimi-k2-0711-preview,0.3076,12,7,29,9,5
qwen3-235b-a22b,0.2871,13,9,29,9,6
gemini-2.5-flash-preview-04-17,0.2791,14,9,29,9,6
gpt-4.1-2025-04-14,0.2424,15,10,29,11,9
claude-opus-4-20250514-thinking-16k,0.2273,16,11,29,11,9
gemini-2.5-flash-lite-preview-06-17-thinking,0.2158,17,11,29,11,9
claude-opus-4-20250514,0.2072,18,11,29,11,10
o4-mini-2025-04-16,0.1698,19,11,31,11,11
hunyuan-turbos-20250416,0.1638,20,11,37,11,7
qwen3-235b-a22b-instruct-2507,0.1622,21,6,38,7,3
claude-sonnet-4-20250514-thinking-32k,0.1449,22,11,34,11,11
qwen-max-2025-01-25,0.1218,23,11,36,11,11
deepseek-v3-0324,0.1154,24,12,36,12,11
mistral-medium-2505,0.1047,25,12,36,12,11
minimax-m1,0.093,26,12,36,12,11
grok-3-mini-high,0.0796,27,11,38,12,11
grok-3-mini-beta,0.0654,28,12,37,14,12
gemini-2.0-flash-thinking-exp-01-21,-0.0344,29,10,44,11,3
gemma-3-27b-it,-0.063,30,20,38,21,19
qwq-32b,-0.0636,31,19,38,20,16
claude-sonnet-4-20250514,-0.0754,32,21,38,23,20
gpt-4.1-mini-2025-04-14,-0.0785,33,21,38,22,19
qwen3-30b-a3b,-0.0804,34,20,38,21,19
gemini-2.0-flash-001,-0.1427,35,25,40,26,22
mistral-small-2506,-0.145,36,21,42,24,18
o3-mini,-0.1594,37,26,40,27,23
gpt-4o-2024-11-20,-0.3244,38,25,48,26,12
command-a-03-2025,-0.3473,39,33,47,35,31
amazon-nova-experimental-chat-05-14,-0.3968,40,34,47,36,30
claude-3-7-sonnet-20250219-thinking-32k,-0.4082,41,36,47,36,34
claude-3-7-sonnet-20250219,-0.4168,42,36,47,37,35
claude-3-5-sonnet-20241022,-0.4711,43,37,47,37,35
gemma-3n-e4b-it,-0.5528,44,37,51,37,36
llama-4-maverick-17b-128e-instruct,-0.5764,45,38,50,38,37
llama-4-scout-17b-16e-instruct,-0.6094,46,37,51,38,37
mistral-small-3.1-24b-instruct-2503,-0.7737,47,43,52,43,40
llama-3.3-70b-instruct,-0.7984,48,43,52,43,42
amazon.nova-pro-v1:0,-0.8184,49,44,52,45,42
magistral-medium-2506,-0.87,50,45,52,46,43
gpt-4o-mini-2024-07-18,-0.8743,51,39,52,43,37
claude-3-5-haiku-20241022,-0.8834,52,46,52,47,44
