model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9178,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.8991,2,1,3,1,1
grok-4-0709,0.6682,3,2,10,2,1
chatgpt-4o-latest-20250326,0.6328,4,2,8,3,2
gemini-2.5-pro-preview-05-06,0.532,5,3,11,3,2
o3-2025-04-16,0.5121,6,3,11,3,3
grok-3-preview-02-24,0.5112,7,3,11,3,3
llama-4-maverick-03-26-experimental,0.4807,8,3,12,4,3
gemini-2.5-flash,0.4562,9,4,13,4,4
deepseek-r1-0528,0.4443,10,4,15,4,3
claude-opus-4-20250514-thinking-16k,0.314,11,9,23,10,6
qwen3-235b-a22b-no-thinking,0.2943,12,11,23,11,8
claude-opus-4-20250514,0.2824,13,11,23,11,10
gemini-2.5-flash-preview-04-17,0.278,14,10,25,11,7
kimi-k2-0711-preview,0.2241,15,11,28,11,9
gpt-4.1-2025-04-14,0.2193,16,11,27,11,11
claude-sonnet-4-20250514-thinking-32k,0.2123,17,11,27,11,11
qwen3-235b-a22b,0.1976,18,11,28,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1637,19,11,31,11,11
hunyuan-turbos-20250416,0.1417,20,11,33,11,10
deepseek-v3-0324,0.1316,21,14,31,14,11
gemini-2.0-flash-thinking-exp-01-21,0.1179,22,8,39,10,3
o4-mini-2025-04-16,0.1096,23,15,31,15,13
mistral-medium-2505,0.1028,24,15,31,15,14
qwen3-235b-a22b-instruct-2507,0.1002,25,11,38,11,5
qwen-max-2025-01-25,0.0962,26,15,32,15,11
minimax-m1,0.03,27,17,34,19,15
grok-3-mini-beta,0.0221,28,19,34,19,15
claude-sonnet-4-20250514,0.0122,29,19,36,20,17
grok-3-mini-high,-0.0276,30,19,38,20,15
gpt-4o-2024-11-20,-0.0469,31,14,42,15,11
gemma-3-27b-it,-0.049,32,23,37,23,20
gpt-4.1-mini-2025-04-14,-0.079,33,23,38,24,21
gemini-2.0-flash-001,-0.1426,34,26,41,28,24
qwq-32b,-0.1467,35,25,41,28,23
qwen3-30b-a3b,-0.1972,36,28,42,28,28
mistral-small-2506,-0.1995,37,28,43,28,24
o3-mini,-0.2178,38,29,42,30,28
command-a-03-2025,-0.2585,39,31,43,32,29
claude-3-7-sonnet-20250219,-0.2712,40,31,43,32,29
claude-3-7-sonnet-20250219-thinking-32k,-0.2923,41,32,43,33,31
claude-3-5-sonnet-20241022,-0.3557,42,35,44,35,32
amazon-nova-experimental-chat-05-14,-0.4328,43,37,48,39,34
llama-4-scout-17b-16e-instruct,-0.5128,44,42,48,42,37
llama-4-maverick-17b-128e-instruct,-0.5671,45,43,48,43,42
magistral-medium-2506,-0.6035,46,43,51,43,42
gemma-3n-e4b-it,-0.6607,47,43,52,44,43
llama-3.3-70b-instruct,-0.7872,48,46,52,46,44
gpt-4o-mini-2024-07-18,-0.7887,49,43,52,44,40
claude-3-5-haiku-20241022,-0.8008,50,46,52,46,46
mistral-small-3.1-24b-instruct-2503,-0.8222,51,46,52,46,44
amazon.nova-pro-v1:0,-0.8444,52,47,52,47,46
