"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",8.19594973976628,1,1,20,1,1
"gemini-2.5-pro-preview-03",6.87526419998343,2,1,26,1,1
"grok-4-0709",5.83916960459829,4,1,32,1,1
"o3-2025-04-16",4.26404254872036,8,3,52,3,2
"chatgpt-4o-latest-2025032",5.92770624150314,3,1,34,1,1
"gemini-2.5-pro-preview-05",3.85312371783866,9,3,52,4,2
"deepseek-r1-0528",3.61623195942767,11,4,52,5,2
"grok-3-preview-02-24",5.47463383861193,5,1,34,2,1
"llama-4-maverick-03-26-ex",4.3463269568744,7,3,52,3,2
"gemini-2.5-flash",3.76281504233772,10,3,52,5,2
"qwen3-235b-a22b-no-thinki",2.34563499934179,18,6,52,6,3
"gemini-2.5-flash-preview-",2.56620310463325,17,6,52,6,3
"gemini-2.0-flash-thinking",2.78325003967653,15,6,52,6,3
"kimi-k2-0711-preview",2.58358622488419,16,6,52,6,3
"gpt-4.1-2025-04-14",2.33295644720513,19,6,52,6,3
"deepseek-v3-0324",1.49051363492108,23,9,52,11,5
"o4-mini-2025-04-16",1.00529475691825,26,12,52,14,5
"mistral-medium-2505",1.29528782904719,24,10,52,12,5
"gemini-2.5-flash-lite-pre",1.65038152645778,21,9,52,11,5
"qwen-max-2025-01-25",0.61656347550716,28,14,52,15,5
"hunyuan-turbos-20250416",1.56311306143948,22,9,52,10,5
"qwen3-235b-a22b",1.7733420515624,20,9,52,9,5
"minimax-m1",-0.888172083172417,33,21,52,24,2
"claude-opus-4-20250514-th",2.96543353830645,14,6,52,6,3
"qwen3-235b-a22b-instruct-",4.40384171461847,6,2,52,2,2
"gemma-3-27b-it",0.278638655707613,30,16,52,18,4
"claude-opus-4-20250514",3.34996688849088,12,5,52,5,3
"grok-3-mini-beta",0.529105301012535,29,14,52,15,5
"grok-3-mini-high",-0.377994618907563,31,20,52,20,3
"gpt-4o-2024-11-20",0.745356242024769,27,13,52,14,5
"claude-sonnet-4-20250514-",3.29387458960806,13,3,52,5,3
"gemini-2.0-flash-001",-1.05179870925954,34,21,52,24,2
"mistral-small-2506",-1.41626337704165,35,25,52,27,1
"gpt-4.1-mini-2025-04-14",-0.833330395680942,32,21,52,24,2
"qwq-32b",-2.87103706140732,42,31,52,32,1
"claude-sonnet-4-20250514",1.14090123851549,25,11,52,13,5
"qwen3-30b-a3b",-1.46753868124465,36,25,52,27,1
"command-a-03-2025",-1.87794762564376,38,28,52,30,1
"o3-mini",-2.19916700033506,39,30,52,31,1
"amazon-nova-experimental-",-5.18338471442551,43,42,52,43,1
"gemma-3n-e4b-it",-6.7479854381273,48,43,52,43,1
"claude-3-7-sonnet-2025021",-1.56223734373568,37,26,52,28,1
"claude-3-5-sonnet-2024102",-2.46647173694193,41,31,52,31,1
"llama-4-maverick-17b-128e",-6.7079258659114,47,43,52,43,1
"claude-3-7-sonnet-2025021.1",-2.40367662732034,40,30,52,31,1
"llama-4-scout-17b-16e-ins",-6.34648337190589,45,43,52,43,1
"llama-3.3-70b-instruct",-6.86741625840336,49,43,52,43,1
"amazon.nova-pro-v1:0",-9.50118609272272,52,47,52,50,1
"mistral-small-3.1-24b-ins",-9.00649112379209,50,46,52,47,1
"magistral-medium-2506",-6.39670576158656,46,43,52,43,1
"claude-3-5-haiku-20241022",-9.33838843589263,51,47,52,50,1
"gpt-4o-mini-2024-07-18",-5.35690684608202,44,42,52,43,1
