model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9344,1,1,5,1,1
gemini-2.5-pro-preview-03-25,0.8694,2,1,20,1,1
grok-4-0709,0.7602,3,1,23,1,1
gemini-2.5-flash,0.5652,4,2,23,2,1
qwen3-235b-a22b-instruct-2507,0.5373,5,1,41,1,1
llama-4-maverick-03-26-experimental,0.5241,6,2,25,2,1
claude-sonnet-4-20250514-thinking-32k,0.4563,7,2,29,2,2
chatgpt-4o-latest-20250326,0.4523,8,2,27,2,2
grok-3-preview-02-24,0.4031,9,2,30,2,2
claude-opus-4-20250514-thinking-16k,0.3999,10,2,30,2,2
qwen3-235b-a22b,0.3976,11,2,31,2,2
o3-2025-04-16,0.3469,12,2,31,2,2
claude-opus-4-20250514,0.3462,13,2,30,2,2
gemini-2.5-pro-preview-05-06,0.3395,14,2,34,2,2
minimax-m1,0.3291,15,2,34,2,2
gemini-2.5-flash-preview-04-17,0.3067,16,2,34,2,2
qwen3-235b-a22b-no-thinking,0.2999,17,2,34,2,2
deepseek-r1-0528,0.2695,18,2,34,2,2
kimi-k2-0711-preview,0.2658,19,2,37,2,2
gemini-2.5-flash-lite-preview-06-17-thinking,0.2175,20,2,37,3,2
qwen-max-2025-01-25,0.1844,21,4,38,4,2
claude-sonnet-4-20250514,0.1569,22,4,37,5,3
gpt-4.1-2025-04-14,0.1079,23,5,41,7,3
gemini-2.0-flash-thinking-exp-01-21,0.1045,24,1,48,2,1
o4-mini-2025-04-16,0.1022,25,5,41,7,3
grok-3-mini-high,0.0577,26,4,42,6,2
grok-3-mini-beta,0.0305,27,8,42,9,5
hunyuan-turbos-20250416,0.0262,28,3,45,5,2
qwen3-30b-a3b,0.0134,29,8,42,10,4
mistral-medium-2505,0.0129,30,11,42,13,6
o3-mini,-0.0358,31,13,42,14,6
gpt-4.1-mini-2025-04-14,-0.079,32,14,45,16,8
qwq-32b,-0.0847,33,13,46,15,6
deepseek-v3-0324,-0.1622,34,18,47,19,14
gemma-3-27b-it,-0.1694,35,18,47,20,15
gemini-2.0-flash-001,-0.2155,36,20,48,22,16
claude-3-7-sonnet-20250219-thinking-32k,-0.2215,37,21,48,22,17
claude-3-7-sonnet-20250219,-0.2245,38,21,48,22,17
claude-3-5-sonnet-20241022,-0.2473,39,22,48,23,18
mistral-small-2506,-0.3036,40,18,51,20,10
command-a-03-2025,-0.3417,41,24,49,27,22
gpt-4o-2024-11-20,-0.446,42,14,52,19,3
llama-4-maverick-17b-128e-instruct,-0.4794,43,30,52,31,26
amazon-nova-experimental-chat-05-14,-0.5281,44,30,52,31,24
llama-4-scout-17b-16e-instruct,-0.5634,45,30,52,31,24
magistral-medium-2506,-0.6529,46,32,52,35,25
gemma-3n-e4b-it,-0.6637,47,32,52,35,26
mistral-small-3.1-24b-instruct-2503,-0.7713,48,39,52,40,32
llama-3.3-70b-instruct,-0.7976,49,40,52,41,39
amazon.nova-pro-v1:0,-0.8101,50,40,52,41,39
claude-3-5-haiku-20241022,-0.8887,51,42,52,43,40
gpt-4o-mini-2024-07-18,-1.131,52,40,52,42,25
