model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.8913,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.7291,2,1,9,1,1
grok-4-0709,0.672,3,1,10,1,1
chatgpt-4o-latest-20250326,0.6354,4,2,10,2,2
o3-2025-04-16,0.5198,5,2,12,2,2
grok-3-preview-02-24,0.5054,6,2,12,2,2
llama-4-maverick-03-26-experimental,0.4859,7,2,13,2,2
deepseek-r1-0528,0.4717,8,2,16,2,2
gemini-2.5-flash,0.4504,9,3,17,3,2
gemini-2.5-pro-preview-05-06,0.4111,10,3,22,4,2
claude-opus-4-20250514,0.3109,11,8,22,8,5
claude-opus-4-20250514-thinking-16k,0.306,12,7,24,8,4
qwen3-235b-a22b-no-thinking,0.305,13,8,23,8,5
qwen3-235b-a22b,0.2574,14,10,27,10,6
kimi-k2-0711-preview,0.2405,15,9,30,10,6
claude-sonnet-4-20250514-thinking-32k,0.2298,16,10,29,10,8
gpt-4.1-2025-04-14,0.2284,17,10,29,10,10
gemini-2.5-flash-preview-04-17,0.2119,18,10,30,10,10
qwen3-235b-a22b-instruct-2507,0.2042,19,5,36,5,2
hunyuan-turbos-20250416,0.1694,20,10,34,10,5
o4-mini-2025-04-16,0.1293,21,13,33,14,10
mistral-medium-2505,0.123,22,14,33,14,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1176,23,13,34,14,10
deepseek-v3-0324,0.0924,24,14,34,14,12
qwen-max-2025-01-25,0.0836,25,14,35,14,11
grok-3-mini-beta,0.0432,26,15,36,17,14
minimax-m1,0.0389,27,15,36,17,14
claude-sonnet-4-20250514,0.0329,28,17,36,18,14
gemini-2.0-flash-thinking-exp-01-21,0.0087,29,9,42,10,2
gpt-4o-2024-11-20,-0.022,30,11,42,11,5
gpt-4.1-mini-2025-04-14,-0.0273,31,19,38,19,17
grok-3-mini-high,-0.0364,32,19,38,19,14
qwen3-30b-a3b,-0.0808,33,21,39,22,19
mistral-small-2506,-0.081,34,19,40,19,15
gemma-3-27b-it,-0.1065,35,23,39,25,21
qwq-32b,-0.1471,36,25,42,25,21
gemini-2.0-flash-001,-0.1724,37,28,42,28,23
o3-mini,-0.1783,38,28,42,28,24
command-a-03-2025,-0.2692,39,30,44,32,29
claude-3-7-sonnet-20250219,-0.3094,40,33,44,33,29
claude-3-7-sonnet-20250219-thinking-32k,-0.3375,41,34,45,34,32
claude-3-5-sonnet-20241022,-0.3464,42,34,46,34,33
amazon-nova-experimental-chat-05-14,-0.4704,43,37,48,38,37
llama-4-scout-17b-16e-instruct,-0.5157,44,39,49,40,37
llama-4-maverick-17b-128e-instruct,-0.5519,45,43,49,43,38
magistral-medium-2506,-0.5858,46,42,51,43,37
gemma-3n-e4b-it,-0.6102,47,43,52,43,38
claude-3-5-haiku-20241022,-0.7746,48,46,52,46,44
llama-3.3-70b-instruct,-0.7788,49,46,52,46,43
mistral-small-3.1-24b-instruct-2503,-0.7933,50,44,52,46,43
gpt-4o-mini-2024-07-18,-0.8438,51,43,52,43,38
amazon.nova-pro-v1:0,-0.8662,52,47,52,48,46
