model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.8839,1,1,3,1,1
gemini-2.5-pro,0.8618,2,1,3,1,1
grok-4-0709,0.6024,3,2,12,2,1
grok-3-preview-02-24,0.5716,4,3,12,3,2
chatgpt-4o-latest-20250326,0.5636,5,3,12,3,2
gemini-2.5-pro-preview-05-06,0.5189,6,3,14,3,2
o3-2025-04-16,0.4706,7,3,14,3,3
llama-4-maverick-03-26-experimental,0.4637,8,3,15,3,3
deepseek-r1-0528,0.4495,9,3,17,3,3
gemini-2.5-flash,0.4324,10,3,17,3,3
claude-opus-4-20250514-thinking-16k,0.3435,11,5,20,6,4
claude-opus-4-20250514,0.2952,12,8,23,9,5
claude-sonnet-4-20250514-thinking-32k,0.2779,13,8,25,9,5
gemini-2.5-flash-preview-04-17,0.2639,14,9,26,11,5
qwen3-235b-a22b-no-thinking,0.2593,15,11,24,11,7
qwen3-235b-a22b-instruct-2507,0.2403,16,3,33,5,3
gpt-4.1-2025-04-14,0.2092,17,11,28,11,11
kimi-k2-0711-preview,0.2009,18,11,30,11,8
gemini-2.0-flash-thinking-exp-01-21,0.1749,19,3,39,6,3
gemini-2.5-flash-lite-preview-06-17-thinking,0.1348,20,12,33,13,11
mistral-medium-2505,0.1213,21,13,33,13,12
qwen3-235b-a22b,0.1156,22,13,33,13,11
gpt-4o-2024-11-20,0.0849,23,9,41,11,3
deepseek-v3-0324,0.0822,24,15,33,16,13
qwen-max-2025-01-25,0.0728,25,15,34,16,12
o4-mini-2025-04-16,0.0642,26,16,33,16,13
hunyuan-turbos-20250416,0.0435,27,13,36,13,11
grok-3-mini-beta,0.0244,28,17,36,17,16
claude-sonnet-4-20250514,0.0044,29,17,36,17,16
grok-3-mini-high,-0.0039,30,16,37,17,13
gemma-3-27b-it,-0.021,31,18,36,18,17
minimax-m1,-0.0462,32,18,39,19,17
gpt-4.1-mini-2025-04-14,-0.0513,33,19,39,20,17
qwq-32b,-0.143,34,24,42,25,20
gemini-2.0-flash-001,-0.1506,35,24,42,26,22
mistral-small-2506,-0.2226,36,27,43,27,22
qwen3-30b-a3b,-0.2267,37,28,43,30,26
command-a-03-2025,-0.2282,38,28,43,32,26
o3-mini,-0.23,39,28,43,32,26
claude-3-7-sonnet-20250219-thinking-32k,-0.252,40,32,43,32,27
claude-3-7-sonnet-20250219,-0.2611,41,32,43,32,27
claude-3-5-sonnet-20241022,-0.3304,42,32,46,35,32
amazon-nova-experimental-chat-05-14,-0.4207,43,36,48,36,32
llama-4-scout-17b-16e-instruct,-0.5313,44,42,49,42,39
magistral-medium-2506,-0.5365,45,42,49,42,39
llama-4-maverick-17b-128e-instruct,-0.5812,46,43,50,43,43
gemma-3n-e4b-it,-0.6302,47,43,52,43,42
mistral-small-3.1-24b-instruct-2503,-0.7592,48,44,52,44,44
claude-3-5-haiku-20241022,-0.7714,49,45,52,47,44
gpt-4o-mini-2024-07-18,-0.7931,50,43,52,44,36
llama-3.3-70b-instruct,-0.8116,51,47,52,47,44
amazon.nova-pro-v1:0,-0.8293,52,47,52,47,44
