model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.9345,1,1,2,1,1
gemini-2.5-pro,0.9213,2,1,2,1,1
grok-4-0709,0.6439,3,3,10,3,2
chatgpt-4o-latest-20250326,0.5988,4,3,10,3,3
grok-3-preview-02-24,0.5623,5,3,10,3,3
o3-2025-04-16,0.5315,6,3,11,3,3
gemini-2.5-pro-preview-05-06,0.5121,7,3,11,3,3
gemini-2.5-flash,0.4995,8,3,12,3,3
llama-4-maverick-03-26-experimental,0.4977,9,3,11,3,3
deepseek-r1-0528,0.4634,10,4,12,4,3
claude-opus-4-20250514-thinking-16k,0.2955,11,11,22,11,10
qwen3-235b-a22b-no-thinking,0.2834,12,11,22,11,11
gemini-2.5-flash-preview-04-17,0.2698,13,11,22,11,11
claude-opus-4-20250514,0.2581,14,11,22,11,11
kimi-k2-0711-preview,0.2443,15,11,26,11,11
gpt-4.1-2025-04-14,0.2239,16,11,27,11,11
claude-sonnet-4-20250514-thinking-32k,0.221,17,11,27,11,11
qwen3-235b-a22b-instruct-2507,0.2085,18,10,33,11,3
qwen3-235b-a22b,0.1874,19,11,29,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1694,20,11,29,11,11
mistral-medium-2505,0.1148,21,15,30,15,14
o4-mini-2025-04-16,0.1079,22,15,30,15,14
gemini-2.0-flash-thinking-exp-01-21,0.097,23,11,38,11,5
deepseek-v3-0324,0.0958,24,15,31,16,14
hunyuan-turbos-20250416,0.0956,25,12,34,13,11
qwen-max-2025-01-25,0.0935,26,15,32,15,13
grok-3-mini-beta,0.0419,27,18,34,19,17
grok-3-mini-high,0.0304,28,18,34,18,15
minimax-m1,0.0144,29,20,34,20,18
claude-sonnet-4-20250514,-0.0283,30,22,37,23,20
gemma-3-27b-it,-0.0372,31,22,37,23,21
gpt-4.1-mini-2025-04-14,-0.0622,32,24,37,24,22
gpt-4o-2024-11-20,-0.0958,33,18,41,20,11
qwq-32b,-0.1084,34,24,38,27,23
gemini-2.0-flash-001,-0.1476,35,29,39,29,25
qwen3-30b-a3b,-0.1649,36,30,39,30,25
mistral-small-2506,-0.1882,37,29,41,30,24
o3-mini,-0.2009,38,32,41,32,31
command-a-03-2025,-0.2792,39,33,43,33,32
claude-3-7-sonnet-20250219-thinking-32k,-0.3208,40,36,43,36,34
claude-3-7-sonnet-20250219,-0.3288,41,36,43,37,34
claude-3-5-sonnet-20241022,-0.3912,42,38,44,38,36
amazon-nova-experimental-chat-05-14,-0.4101,43,38,46,39,36
llama-4-scout-17b-16e-instruct,-0.5638,44,43,49,43,42
llama-4-maverick-17b-128e-instruct,-0.5777,45,43,49,44,43
gemma-3n-e4b-it,-0.5959,46,43,49,44,42
magistral-medium-2506,-0.6764,47,44,52,44,44
mistral-small-3.1-24b-instruct-2503,-0.7648,48,45,52,46,44
llama-3.3-70b-instruct,-0.8052,49,47,52,47,46
claude-3-5-haiku-20241022,-0.8177,50,47,52,47,46
amazon.nova-pro-v1:0,-0.8231,51,47,52,47,46
gpt-4o-mini-2024-07-18,-0.829,52,44,52,44,42
