"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",8.52285311608347,1,1,21,1,1
"gemini-2.5-pro-preview-03",6.45930941921507,2,1,31,1,1
"grok-4-0709",6.1454663945123,4,1,35,1,1
"o3-2025-04-16",4.56222212887486,9,2,52,2,1
"chatgpt-4o-latest-2025032",6.2500637975527,3,1,40,1,1
"gemini-2.5-pro-preview-05",3.8356699941646,11,2,52,3,2
"deepseek-r1-0528",3.51548558290013,15,2,52,5,2
"grok-3-preview-02-24",4.93130184783149,5,1,52,2,1
"llama-4-maverick-03-26-ex",4.92286944531927,6,1,52,2,1
"gemini-2.5-flash",4.79020329704616,7,2,52,2,1
"qwen3-235b-a22b-no-thinki",3.32437086626936,17,4,52,5,2
"gemini-2.5-flash-preview-",3.21830366406307,18,4,52,5,2
"gemini-2.0-flash-thinking",1.64157320441822,28,10,52,10,3
"kimi-k2-0711-preview",3.38446470776939,16,3,52,5,2
"gpt-4.1-2025-04-14",2.85863767785219,19,5,52,5,2
"deepseek-v3-0324",1.78731475523374,26,8,52,10,3
"o4-mini-2025-04-16",2.31239575198981,23,5,52,8,2
"mistral-medium-2505",1.75004911849349,27,8,52,10,3
"gemini-2.5-flash-lite-pre",2.65613128088291,22,5,52,5,2
"qwen-max-2025-01-25",2.10393265044515,24,5,52,9,2
"hunyuan-turbos-20250416",2.69112102594361,21,5,52,5,2
"qwen3-235b-a22b",3.62385368186433,13,2,52,5,2
"minimax-m1",2.74637354815909,20,5,52,5,2
"claude-opus-4-20250514-th",3.61197140025827,14,2,52,5,2
"qwen3-235b-a22b-instruct-",4.5984292081754,8,1,52,1,1
"gemma-3-27b-it",-0.0397430238103844,35,19,52,23,2
"claude-opus-4-20250514",3.92470995576243,10,2,52,2,2
"grok-3-mini-beta",1.60228325676302,29,10,52,10,3
"grok-3-mini-high",1.02408758892795,30,11,52,15,2
"gpt-4o-2024-11-20",-0.912466809350652,37,25,52,28,1
"claude-sonnet-4-20250514-",3.79159649960966,12,2,52,3,2
"gemini-2.0-flash-001",-1.57091988153388,42,30,52,31,1
"mistral-small-2506",-1.18413766057982,41,26,52,30,1
"gpt-4.1-mini-2025-04-14",0.19518861464144,33,19,52,20,2
"qwq-32b",0.124390193844121,34,17,52,19,2
"claude-sonnet-4-20250514",2.05062291866779,25,7,52,10,2
"qwen3-30b-a3b",0.63199915727649,31,15,52,19,2
"command-a-03-2025",-1.14771158487147,40,26,52,30,1
"o3-mini",0.434225417255556,32,16,52,19,2
"amazon-nova-experimental-",-4.75871355533121,43,43,52,43,1
"gemma-3n-e4b-it",-10.5441391354108,48,45,52,45,1
"claude-3-7-sonnet-2025021",-0.322215009499679,36,21,52,24,2
"claude-3-5-sonnet-2024102",-1.04431059619011,39,26,52,30,1
"llama-4-maverick-17b-128e",-5.4529428817918,44,43,52,43,1
"claude-3-7-sonnet-2025021.1",-0.988289943762052,38,25,52,29,1
"llama-4-scout-17b-16e-ins",-9.49594276400132,45,45,52,45,1
"llama-3.3-70b-instruct",-13.1049281913748,49,48,52,48,1
"amazon.nova-pro-v1:0",-13.4176182627188,51,48,52,49,1
"mistral-small-3.1-24b-ins",-9.58117352924354,46,45,52,45,1
"magistral-medium-2506",-9.58124727571047,47,45,52,45,1
"claude-3-5-haiku-20241022",-13.1178331737186,50,48,52,48,1
"gpt-4o-mini-2024-07-18",-13.7591378891672,52,49,52,49,1
