"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",1.41452073051301,4,1,13,1,1
"calme-3.1-instruct-78b",1.40843832306621,5,1,12,1,1
"CalmeRys-78B-Orpo-v0.1",1.57595635484279,1,1,10,1,1
"calme-2.4-rys-78b",1.30277000963125,7,1,17,1,1
"Qwen2.5-72B-Instruct-abli",1.0956081521493,9,1,23,1,1
"Qwen2.5-72B-Instruct",0.886553205322381,11,1,30,2,1
"calme-2.1-qwen2.5-72b",0.673873548311369,16,7,43,8,2
"Homer-v1.0-Qwen2.5-72B",1.00471206138013,10,1,28,1,1
"qwen2.5-test-32b-it",-0.00710874835693387,49,19,83,21,12
"Linkbricks-Horizon-AI-Ave",0.058437237033989,43,18,78,19,12
"calme-2.2-qwen2.5-72b",0.384079852835844,27,10,65,11,8
"FluentlyLM-Prinum",0.755155563186139,13,6,34,7,1
"T3Q-qwen2.5-14b-v1.0-e3",0.734522252009789,14,4,39,7,1
"T3Q-Qwen2.5-14B-Instruct-",0.791141146009299,12,2,34,3,1
"Qwen2.5-32B-Instruct-abli",0.42425120854074,25,10,65,11,8
"Gilgamesh-72B",1.43105343326501,2,1,12,1,1
"ultiima-72B",0.679740391133012,15,7,43,7,2
"zetasepic-abliteratedV2-Q",0.520764766186042,23,8,55,8,6
"Awqward2.5-32B-Instruct",0.183086193603817,34,12,76,13,10
"test-2.5-72B",1.36494771733321,6,1,14,1,1
"shuttle-3",1.10217825393921,8,1,23,1,1
"Qwen2.5-32B-Instruct",0.126408829443274,36,13,76,15,11
"Mistral-Large-Instruct-24",1.41668791185956,3,1,13,1,1
"Rombos-LLM-V2.5-Qwen-72b",0.564248885235212,20,8,54,8,3
"Linkbricks-Horizon-AI-Ave.1",0.0122621925171722,45,18,82,19,12
"Qwen2.5-72B-Instruct-abli.1",0.538304798449186,22,8,56,8,6
"Linkbricks-Horizon-AI-Ave.2",-0.0189419871445797,51,19,87,21,12
"lambda-qwen2.5-32b-dpo-te",-0.065852129347447,55,21,87,24,14
"Qwentile2.5-32B-Instruct",0.217544070392149,33,12,74,12,10
"Rombos-LLM-V2.5-Qwen-32b",0.396190992718793,26,10,65,11,8
"openbuddy-llama3.3-70b-v2",0.541352448860958,21,8,55,8,6
"Linkbricks-Horizon-AI-Ave.3",-0.403308867678319,74,34,94,35,26
"huihui-ai-abliterated-Qwe",0.0958018190443064,40,15,78,15,11
"Linkbricks-Horizon-AI-Ave.4",-0.246487525595344,66,29,91,31,20
"ultiima-32B",0.0602660680966172,42,16,79,18,12
"RYS-XLarge",-0.130265029540831,61,24,88,26,15
"Qwen2.5-95B-Instruct",-0.125417391561091,60,24,89,24,15
"ultiima-72B-v1.5",0.612745003967076,18,8,47,8,2
"sky-t1-coder-32b-flash",-0.00522453379690768,48,19,83,21,12
"Llama-3.3-70B-Instruct",-0.0948773376237702,57,22,89,24,15
"RomboUltima-32B",-0.355824732105438,72,31,93,34,24
"calme-2.1-rys-78b",0.37773950806699,28,11,65,11,8
"calme-2.3-rys-78b",0.574428485515668,19,8,51,8,2
"calme-2.1-qwen2-72b",0.0724264220654383,41,15,78,18,11
"calme-2.2-rys-78b",0.239347816913793,31,12,72,12,10
"MG-FinalMix-72B",-0.0457796916970818,52,21,84,24,13
"EVA-Qwen2.5-72B-v0.2",0.439030333021792,24,10,64,10,8
"Qwen2-72B-Orpo-v0.1",-0.188558920519034,65,26,90,29,18
"RYS-XLarge-base",-0.335855689491437,71,31,91,34,24
"calme-2.2-qwen2-72b",-0.247649973775685,68,31,90,31,20
"Arcee-Nova",-0.146808949206799,62,25,89,26,18
"L3.3-MS-Nevoria-70b",0.353086317944123,29,11,68,11,8
"Set-70b",0.347311033505073,30,11,68,11,8
"QwentileSwap",0.146060873443228,35,13,76,15,11
"li-14b-v0.4",-0.983427410223727,92,71,100,73,60
"tempmotacilla-cinerea-030",-0.634524405768335,83,51,97,55,34
"L3.3-Nevoria-R1-70b",0.106810263594593,39,14,77,15,11
"Qwen2-72B-Instruct",-0.398409387833377,73,34,94,35,26
"Galactic-Qwen-14B-Exp2",0.0049774561666136,46,18,82,19,12
"BigQwen2.5-52B-Instruct",-0.816364355788276,90,66,99,66,44
"Llama-3.1-SauerkrautLM-70",-0.0140502216208684,50,18,87,19,12
"Llama-3.1-70B-Instruct",0.110496151623199,38,14,76,15,11
"Dracarys-72B-Instruct",-0.114830289030261,59,24,88,25,15
"Linkbricks-Horizon-AI-Ave.5",-0.450240544700801,76,35,95,36,29
"Lamarckvergence-14B",-1.00210641654815,93,73,100,76,62
"Lix-14B-v0.1",-0.752912311518965,89,62,98,66,41
"calme-2.2-llama3.1-70b",-0.103828577962544,58,23,89,24,15
"NQLSG-Qwen2.5-14B-MegaFus",-1.03140867409386,94,73,100,76,64
"calme-2.3-llama3.1-70b",0.0129867020623289,44,18,83,19,12
"NQLSG-Qwen2.5-14B-MegaFus.1",-1.12088073278392,95,77,100,77,66
"orca_mini_v8_1_70b",0.671398001291702,17,7,43,8,2
"Apollo-70B",-0.287010744464115,69,29,91,31,23
"ZYH-LLM-Qwen2.5-14B-V4",-0.666380203844155,85,50,98,55,35
"NQLSG-Qwen2.5-14B-MegaFus.2",-1.22861144483899,96,80,100,82,71
"Progenitor-V1.1-LLaMa-70B",0.219674873752941,32,12,75,12,10
"70B-L3.3-Cirrus-x1",-0.0536757442482356,54,19,88,21,13
"magnum-v1-72b",-0.151757104447936,63,24,89,26,18
"magnum-72b-v1",-0.158756579511262,64,24,89,27,18
"lamarckvergence-14b-tenso",-1.27889293697008,97,82,100,85,73
"li-14b-v0.4-slerp0.1",-0.909554948130933,91,69,100,72,54
"miscii-14b-0218",-0.624176118454271,82,50,97,55,34
"Cheng-2",-0.57183487865564,80,41,97,44,31
"NQLSG-Qwen2.5-14B-MegaFus.3",-1.50023673591901,99,90,100,91,78
"Llama3.3-70B-CogniLink",-0.292514729881178,70,29,93,31,23
"tempesthenno-ppo-ckpt40",-0.564520104533771,79,44,96,50,31
