"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",0.967848605938284,32,6,48,7,3
"calme-3.1-instruct-78b",0.814959880086156,35,7,54,8,3
"CalmeRys-78B-Orpo-v0.1",0.958315441462594,33,6,48,7,3
"calme-2.4-rys-78b",0.958315441462584,34,6,48,7,3
"Qwen2.5-72B-Instruct-abli",1.31831836954232,18,3,40,3,1
"Qwen2.5-72B-Instruct",1.46083571010598,13,1,39,1,1
"calme-2.1-qwen2.5-72b",1.17827004159338,27,3,40,6,1
"Homer-v1.0-Qwen2.5-72B",1.36972097632459,17,1,40,2,1
"qwen2.5-test-32b-it",2.03467701212725,3,1,28,1,1
"Linkbricks-Horizon-AI-Ave",2.36192623271111,1,1,16,1,1
"calme-2.2-qwen2.5-72b",1.10130900045726,29,6,43,6,1
"FluentlyLM-Prinum",1.47550663621721,12,1,39,1,1
"T3Q-qwen2.5-14b-v1.0-e3",0.284522124458696,42,23,70,28,12
"T3Q-Qwen2.5-14B-Instruct-",0.31992405150961,41,21,68,26,10
"Qwen2.5-32B-Instruct-abli",1.31202615623008,19,3,40,3,1
"Gilgamesh-72B",0.624040051747343,38,10,57,10,7
"ultiima-72B",1.49506116485509,11,1,39,1,1
"zetasepic-abliteratedV2-Q",1.45057274147746,14,1,39,2,1
"Awqward2.5-32B-Instruct",2.27534343139526,2,1,17,1,1
"test-2.5-72B",0.581746837456953,39,10,58,15,7
"shuttle-3",0.221024939310514,44,29,68,30,17
"Qwen2.5-32B-Instruct",2.00156733223259,5,1,29,1,1
"Mistral-Large-Instruct-24",-0.174126622500272,51,37,77,39,30
"Rombos-LLM-V2.5-Qwen-72b",2.02195853827822,4,1,29,1,1
"Linkbricks-Horizon-AI-Ave.1",1.77056116974904,7,1,34,1,1
"Qwen2.5-72B-Instruct-abli.1",1.23238557284816,25,3,41,3,1
"Linkbricks-Horizon-AI-Ave.2",1.93510339251738,6,1,30,1,1
"lambda-qwen2.5-32b-dpo-te",1.67047771119205,9,1,35,1,1
"Qwentile2.5-32B-Instruct",1.23238557284816,24,3,41,3,1
"Rombos-LLM-V2.5-Qwen-32b",1.31113464610798,20,2,40,3,1
"openbuddy-llama3.3-70b-v2",-0.971607416126461,73,49,98,50,41
"Linkbricks-Horizon-AI-Ave.3",1.43584640023327,16,1,39,2,1
"huihui-ai-abliterated-Qwe",1.7242839436109,8,1,34,1,1
"Linkbricks-Horizon-AI-Ave.4",1.03129460117519,30,6,46,7,2
"ultiima-32B",1.27812628052786,21,2,40,3,1
"RYS-XLarge",-1.00767611532701,75,50,98,51,41
"Qwen2.5-95B-Instruct",-0.565837575700102,64,41,94,42,37
"ultiima-72B-v1.5",1.12484233269536,28,3,44,4,1
"sky-t1-coder-32b-flash",1.44445109553969,15,1,39,1,1
"Llama-3.3-70B-Instruct",-0.802238472881532,69,48,98,48,40
"RomboUltima-32B",1.25757933946914,23,3,40,3,1
"calme-2.1-rys-78b",-1.4757331427165,88,64,99,65,49
"calme-2.3-rys-78b",-1.29647003214445,84,59,98,63,46
"calme-2.1-qwen2-72b",-1.21160079771075,78,55,98,58,45
"calme-2.2-rys-78b",-1.25620666964267,81,55,99,58,45
"MG-FinalMix-72B",-1.51158840438411,90,65,99,66,49
"EVA-Qwen2.5-72B-v0.2",0.648623157909523,37,10,57,10,7
"Qwen2-72B-Orpo-v0.1",-1.25146531059253,80,57,98,59,45
"RYS-XLarge-base",-1.64625572658736,92,68,99,69,50
"calme-2.2-qwen2-72b",-0.742312195159921,68,47,95,48,40
"Arcee-Nova",-0.811388666918859,70,48,98,49,40
