model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0045,1,1,3,1,1
gemini-2.5-pro,0.9334,2,1,3,1,1
grok-3-preview-02-24,0.6414,3,3,12,3,2
grok-4-0709,0.6394,4,2,12,3,1
chatgpt-4o-latest-20250326,0.6114,5,3,12,3,2
o3-2025-04-16,0.5464,6,3,12,3,3
llama-4-maverick-03-26-experimental,0.5267,7,3,12,3,3
gemini-2.5-flash,0.5039,8,3,13,3,3
gemini-2.5-pro-preview-05-06,0.4961,9,3,14,3,3
deepseek-r1-0528,0.4861,10,3,14,3,3
qwen3-235b-a22b-instruct-2507,0.31,11,3,32,3,3
gemini-2.5-flash-preview-04-17,0.2768,12,10,27,10,6
kimi-k2-0711-preview,0.2762,13,9,27,9,5
gpt-4.1-2025-04-14,0.2605,14,10,27,11,8
qwen3-235b-a22b-no-thinking,0.2577,15,11,26,11,9
claude-opus-4-20250514-thinking-16k,0.2455,16,11,28,11,9
claude-opus-4-20250514,0.2437,17,11,28,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.2168,18,11,30,11,10
gemini-2.0-flash-thinking-exp-01-21,0.2154,19,3,39,3,1
claude-sonnet-4-20250514-thinking-32k,0.1619,20,11,31,11,11
deepseek-v3-0324,0.1271,21,11,31,11,11
qwen3-235b-a22b,0.1233,22,11,32,11,11
mistral-medium-2505,0.1154,23,11,31,11,11
hunyuan-turbos-20250416,0.0945,24,11,36,11,10
qwen-max-2025-01-25,0.0906,25,11,34,11,11
o4-mini-2025-04-16,0.0759,26,12,35,15,11
grok-3-mini-high,0.0302,27,11,37,15,11
grok-3-mini-beta,0.0287,28,17,36,17,11
gemma-3-27b-it,0.0226,29,17,36,18,14
minimax-m1,-0.0364,30,18,37,19,17
claude-sonnet-4-20250514,-0.0665,31,21,38,22,18
gpt-4.1-mini-2025-04-14,-0.1036,32,22,39,22,19
qwq-32b,-0.1338,33,22,40,25,19
gemini-2.0-flash-001,-0.1508,34,25,40,25,22
mistral-small-2506,-0.1858,35,25,43,25,19
qwen3-30b-a3b,-0.2217,36,28,42,29,24
o3-mini,-0.2419,37,29,43,31,26
gpt-4o-2024-11-20,-0.2423,38,18,47,20,11
command-a-03-2025,-0.256,39,31,43,31,26
claude-3-7-sonnet-20250219-thinking-32k,-0.3243,40,32,45,32,31
claude-3-7-sonnet-20250219,-0.3804,41,34,46,35,32
amazon-nova-experimental-chat-05-14,-0.4172,42,35,47,35,32
claude-3-5-sonnet-20241022,-0.4331,43,36,47,38,34
gemma-3n-e4b-it,-0.5413,44,39,50,39,34
llama-4-maverick-17b-128e-instruct,-0.5955,45,41,51,41,40
llama-4-scout-17b-16e-instruct,-0.6039,46,40,52,40,39
mistral-small-3.1-24b-instruct-2503,-0.7071,47,43,52,44,41
magistral-medium-2506,-0.7131,48,43,52,44,41
llama-3.3-70b-instruct,-0.7606,49,44,52,44,43
amazon.nova-pro-v1:0,-0.8123,50,44,52,46,43
gpt-4o-mini-2024-07-18,-0.8137,51,40,52,42,35
claude-3-5-haiku-20241022,-0.8207,52,46,52,46,43
