model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.8472,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.6736,2,1,11,1,1
chatgpt-4o-latest-20250326,0.6573,3,2,9,2,1
grok-4-0709,0.6364,4,1,11,1,1
grok-3-preview-02-24,0.5572,5,2,13,2,2
o3-2025-04-16,0.5211,6,2,13,2,2
deepseek-r1-0528,0.502,7,2,14,2,2
llama-4-maverick-03-26-experimental,0.4707,8,2,18,3,2
gemini-2.5-flash,0.4089,9,3,20,3,3
gemini-2.5-pro-preview-05-06,0.4014,10,3,22,3,2
claude-opus-4-20250514,0.3285,11,5,22,7,3
claude-opus-4-20250514-thinking-16k,0.2945,12,8,26,8,4
qwen3-235b-a22b-no-thinking,0.2895,13,8,25,9,5
gpt-4.1-2025-04-14,0.2618,14,9,26,9,5
kimi-k2-0711-preview,0.2314,15,8,31,9,4
qwen3-235b-a22b-instruct-2507,0.2263,16,3,35,4,2
claude-sonnet-4-20250514-thinking-32k,0.2183,17,10,30,10,8
qwen3-235b-a22b,0.1932,18,10,32,10,9
gemini-2.5-flash-preview-04-17,0.1869,19,10,32,10,9
mistral-medium-2505,0.1573,20,12,32,12,10
hunyuan-turbos-20250416,0.1551,21,9,35,9,4
deepseek-v3-0324,0.1121,22,12,34,13,10
o4-mini-2025-04-16,0.1092,23,13,33,14,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.0966,24,12,35,14,10
gpt-4o-2024-11-20,0.092,25,7,41,8,2
grok-3-mini-beta,0.0529,26,15,35,15,13
qwen-max-2025-01-25,0.0384,27,15,37,15,12
claude-sonnet-4-20250514,0.0257,28,15,36,16,15
gemini-2.0-flash-thinking-exp-01-21,0.0006,29,7,44,9,2
gpt-4.1-mini-2025-04-14,-0.0028,30,16,37,17,15
mistral-small-2506,-0.0512,31,16,40,17,14
grok-3-mini-high,-0.0587,32,18,39,20,15
minimax-m1,-0.0647,33,20,39,20,16
gemma-3-27b-it,-0.0837,34,21,39,22,20
qwen3-30b-a3b,-0.1087,35,22,40,22,20
gemini-2.0-flash-001,-0.1807,36,26,42,27,23
qwq-32b,-0.1866,37,25,42,26,22
o3-mini,-0.2123,38,28,42,29,25
command-a-03-2025,-0.2269,39,28,43,29,25
claude-3-7-sonnet-20250219,-0.3091,40,31,46,34,28
claude-3-7-sonnet-20250219-thinking-32k,-0.33,41,34,47,34,30
claude-3-5-sonnet-20241022,-0.3422,42,34,47,34,30
amazon-nova-experimental-chat-05-14,-0.4686,43,38,49,39,34
llama-4-scout-17b-16e-instruct,-0.518,44,39,51,39,35
magistral-medium-2506,-0.5348,45,39,51,39,35
llama-4-maverick-17b-128e-instruct,-0.5664,46,42,51,43,39
gemma-3n-e4b-it,-0.591,47,40,51,43,39
claude-3-5-haiku-20241022,-0.7327,48,44,52,44,42
mistral-small-3.1-24b-instruct-2503,-0.7567,49,43,52,44,42
llama-3.3-70b-instruct,-0.7575,50,44,52,44,42
gpt-4o-mini-2024-07-18,-0.7922,51,42,52,43,35
amazon.nova-pro-v1:0,-0.8708,52,47,52,48,46
