"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",7.65609314438831,1,1,13,1,1
"calme-3.1-instruct-78b",6.55748085572021,2,1,14,1,1
"CalmeRys-78B-Orpo-v0.1",5.86433367516029,4,1,17,1,1
"calme-2.4-rys-78b",5.35350805139422,6,1,20,2,1
"Qwen2.5-72B-Instruct-abli",-0.89813761633722,65,24,100,27,7
"Qwen2.5-72B-Instruct",-0.895450659006194,64,24,100,27,7
"calme-2.1-qwen2.5-72b",-0.771033798637148,62,23,100,26,7
"Homer-v1.0-Qwen2.5-72B",3.30483412322255,13,3,100,5,2
"qwen2.5-test-32b-it",1.3852794838707,24,11,100,12,7
"Linkbricks-Horizon-AI-Ave",1.15438044568028,29,12,100,14,7
"calme-2.2-qwen2.5-72b",-0.914140160420555,66,24,100,28,7
"FluentlyLM-Prinum",0.638704385733888,40,15,100,17,7
"T3Q-qwen2.5-14b-v1.0-e3",5.59821767569442,5,1,36,1,1
"T3Q-Qwen2.5-14B-Instruct-",5.86648166228909,3,1,29,1,1
"Qwen2.5-32B-Instruct-abli",-0.52915092157428,51,22,100,23,7
"Gilgamesh-72B",0.81597727371661,36,14,100,15,7
"ultiima-72B",2.80425852414898,15,5,100,7,3
"zetasepic-abliteratedV2-Q",-0.506827922013905,49,22,100,23,7
"Awqward2.5-32B-Instruct",-0.234039700744046,46,17,100,20,7
"test-2.5-72B",2.10250011225042,18,8,100,10,5
"shuttle-3",-0.207912179788967,45,18,100,20,7
"Qwen2.5-32B-Instruct",-0.640314983634758,55,22,100,24,7
"Mistral-Large-Instruct-24",-0.29651955806572,47,20,100,22,7
"Rombos-LLM-V2.5-Qwen-72b",3.05633833590578,14,5,100,6,2
"Linkbricks-Horizon-AI-Ave.1",-0.612394857389853,54,22,100,24,7
"Qwen2.5-72B-Instruct-abli.1",1.65530460609179,22,11,100,11,6
"Linkbricks-Horizon-AI-Ave.2",-0.594622221055257,53,22,100,24,7
"lambda-qwen2.5-32b-dpo-te",-0.703079861162838,59,23,100,24,7
"Qwentile2.5-32B-Instruct",2.07563753806728,19,8,100,10,5
"Rombos-LLM-V2.5-Qwen-32b",4.52143735477052,7,2,28,2,1
"openbuddy-llama3.3-70b-v2",1.06292013986605,32,12,100,14,7
"Linkbricks-Horizon-AI-Ave.3",1.84804736367888,21,10,100,11,5
"huihui-ai-abliterated-Qwe",-0.461284182948182,48,20,100,22,7
"Linkbricks-Horizon-AI-Ave.4",1.53100082555211,23,11,100,11,6
"ultiima-32B",3.98863282428577,10,3,51,3,1
"RYS-XLarge",1.34345479951641,25,11,100,12,7
"Qwen2.5-95B-Instruct",-2.98319270723498,92,50,100,63,1
"ultiima-72B-v1.5",3.3676437615334,12,3,100,5,2
"sky-t1-coder-32b-flash",-0.150768103736519,44,17,100,20,7
"Llama-3.3-70B-Instruct",-1.87210470788191,72,44,100,44,6
"RomboUltima-32B",2.14061147157742,17,8,100,10,5
"calme-2.1-rys-78b",0.590218605826352,42,15,100,16,7
"calme-2.3-rys-78b",-0.525920113201654,50,22,100,23,7
"calme-2.1-qwen2-72b",0.911494014930213,35,14,100,15,7
"calme-2.2-rys-78b",-1.41069264798787,71,35,100,39,7
"MG-FinalMix-72B",1.11798243116749,30,12,100,14,7
"EVA-Qwen2.5-72B-v0.2",1.88839577073327,20,10,100,11,5
"Qwen2-72B-Orpo-v0.1",1.24695337846019,27,11,100,13,7
"RYS-XLarge-base",1.3191464004702,26,11,100,12,7
"calme-2.2-qwen2-72b",-0.994911291428112,67,25,100,31,7
"Arcee-Nova",-0.708025100197167,60,23,100,25,7
"L3.3-MS-Nevoria-70b",0.753181400685762,37,14,100,15,7
"Set-70b",0.54475623174938,43,15,100,17,7
"QwentileSwap",3.53563101015092,11,3,75,5,2
"li-14b-v0.4",-2.5390609589717,85,45,100,48,3
"tempmotacilla-cinerea-030",-3.34018672358479,94,63,100,68,1
"L3.3-Nevoria-R1-70b",1.17540855273342,28,12,100,14,7
"Qwen2-72B-Instruct",-1.30096931324093,70,34,100,36,7
"Galactic-Qwen-14B-Exp2",2.74188425056701,16,7,91,7,3
"BigQwen2.5-52B-Instruct",-1.10189459286461,68,27,100,34,7
"Llama-3.1-SauerkrautLM-70",0.634018895234982,41,14,100,15,7
"Llama-3.1-70B-Instruct",-0.860267778240562,63,22,100,24,7
"Dracarys-72B-Instruct",-0.744803902586851,61,23,100,26,7
"Linkbricks-Horizon-AI-Ave.5",-0.554443607409937,52,22,100,23,7
"Lamarckvergence-14B",-2.03981523666233,73,44,100,44,5
"Lix-14B-v0.1",-2.53541684496145,84,44,100,48,3
"calme-2.2-llama3.1-70b",-1.22510086689729,69,31,100,35,7
"NQLSG-Qwen2.5-14B-MegaFus",-2.48303626647173,82,44,100,48,3
"calme-2.3-llama3.1-70b",-0.688618333081639,58,22,100,23,7
"NQLSG-Qwen2.5-14B-MegaFus.1",-2.15575195369836,76,44,100,44,5
"orca_mini_v8_1_70b",-2.61237344918759,86,46,100,48,2
"Apollo-70B",0.994022687833405,34,12,100,14,7
"ZYH-LLM-Qwen2.5-14B-V4",-2.36623269508958,80,44,100,46,3
"NQLSG-Qwen2.5-14B-MegaFus.2",-2.47197955560653,81,44,100,48,3
"Progenitor-V1.1-LLaMa-70B",1.06022979251627,33,12,100,14,7
"70B-L3.3-Cirrus-x1",1.07486723758428,31,12,100,14,7
"magnum-v1-72b",-0.661616863238974,56,22,100,24,7
