model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.9619,1,1,3,1,1
gemini-2.5-pro,0.9265,2,1,3,1,1
chatgpt-4o-latest-20250326,0.6738,3,2,9,2,2
grok-4-0709,0.6676,4,2,12,2,1
grok-3-preview-02-24,0.6101,5,3,12,3,2
o3-2025-04-16,0.552,6,3,12,3,3
llama-4-maverick-03-26-experimental,0.5175,7,3,12,3,3
gemini-2.5-pro-preview-05-06,0.4924,8,3,15,3,3
deepseek-r1-0528,0.4791,9,4,13,4,3
gemini-2.5-flash,0.4773,10,4,13,4,4
gpt-4.1-2025-04-14,0.2832,11,10,24,11,8
kimi-k2-0711-preview,0.2791,12,9,26,10,7
gemini-2.5-flash-preview-04-17,0.2754,13,10,24,11,8
qwen3-235b-a22b-no-thinking,0.2723,14,11,23,11,10
claude-opus-4-20250514,0.2699,15,11,23,11,10
claude-opus-4-20250514-thinking-16k,0.235,16,11,26,11,10
qwen3-235b-a22b-instruct-2507,0.2348,17,6,32,6,3
gemini-2.5-flash-lite-preview-06-17-thinking,0.2215,18,11,27,11,10
gemini-2.0-flash-thinking-exp-01-21,0.1854,19,4,39,6,3
deepseek-v3-0324,0.1538,20,11,30,11,11
hunyuan-turbos-20250416,0.1462,21,11,33,11,9
qwen3-235b-a22b,0.1434,22,11,31,11,11
claude-sonnet-4-20250514-thinking-32k,0.1429,23,11,31,11,11
mistral-medium-2505,0.1238,24,13,31,14,11
o4-mini-2025-04-16,0.0885,25,15,32,15,11
qwen-max-2025-01-25,0.0731,26,15,34,15,11
grok-3-mini-beta,0.0346,27,18,34,18,15
gemma-3-27b-it,0.0019,28,18,36,18,17
grok-3-mini-high,-0.0233,29,18,37,18,15
claude-sonnet-4-20250514,-0.0327,30,21,36,22,18
minimax-m1,-0.0455,31,20,37,22,18
gpt-4.1-mini-2025-04-14,-0.0979,32,23,39,23,22
mistral-small-2506,-0.1629,33,24,41,26,21
gemini-2.0-flash-001,-0.1631,34,26,40,28,23
qwq-32b,-0.1806,35,27,41,28,23
qwen3-30b-a3b,-0.2159,36,29,41,29,26
command-a-03-2025,-0.2396,37,30,42,31,28
o3-mini,-0.2484,38,31,43,31,28
gpt-4o-2024-11-20,-0.27,39,24,46,26,11
claude-3-7-sonnet-20250219-thinking-32k,-0.3206,40,32,43,32,32
claude-3-7-sonnet-20250219,-0.3443,41,33,45,34,32
claude-3-5-sonnet-20241022,-0.4134,42,38,47,39,33
amazon-nova-experimental-chat-05-14,-0.4434,43,37,47,39,33
gemma-3n-e4b-it,-0.5804,44,41,51,41,39
llama-4-scout-17b-16e-instruct,-0.5806,45,41,50,41,39
llama-4-maverick-17b-128e-instruct,-0.5829,46,41,50,41,41
magistral-medium-2506,-0.6973,47,43,52,44,41
llama-3.3-70b-instruct,-0.7241,48,44,52,44,42
mistral-small-3.1-24b-instruct-2503,-0.7259,49,43,52,44,42
gpt-4o-mini-2024-07-18,-0.7981,50,41,52,43,36
claude-3-5-haiku-20241022,-0.8024,51,45,52,47,43
amazon.nova-pro-v1:0,-0.8296,52,47,52,47,44
