model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.979,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.9629,2,1,4,1,1
grok-4-0709,0.722,3,1,10,2,1
chatgpt-4o-latest-20250326,0.7065,4,2,8,2,2
o3-2025-04-16,0.6133,5,3,10,3,2
gemini-2.5-flash,0.5413,6,4,12,4,3
grok-3-preview-02-24,0.5356,7,3,13,4,3
llama-4-maverick-03-26-experimental,0.5327,8,3,13,4,3
gemini-2.5-pro-preview-05-06,0.4975,9,3,17,4,3
deepseek-r1-0528,0.4758,10,4,17,4,4
qwen3-235b-a22b-no-thinking,0.3174,11,9,23,9,7
kimi-k2-0711-preview,0.3039,12,9,26,9,6
gemini-2.5-flash-preview-04-17,0.2783,13,9,26,10,9
gpt-4.1-2025-04-14,0.2723,14,10,26,11,9
qwen3-235b-a22b,0.2716,15,10,26,11,9
claude-opus-4-20250514,0.2454,16,11,26,11,10
claude-opus-4-20250514-thinking-16k,0.2212,17,11,29,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.2207,18,11,29,11,10
hunyuan-turbos-20250416,0.2083,19,9,30,11,6
o4-mini-2025-04-16,0.1607,20,11,29,12,11
deepseek-v3-0324,0.1472,21,11,29,12,11
claude-sonnet-4-20250514-thinking-32k,0.1275,22,12,31,12,11
mistral-medium-2505,0.117,23,12,32,12,12
qwen3-235b-a22b-instruct-2507,0.1059,24,9,38,11,4
qwen-max-2025-01-25,0.0978,25,12,35,12,11
grok-3-mini-beta,0.0625,26,17,36,17,12
minimax-m1,0.0551,27,17,36,17,12
grok-3-mini-high,0.0079,28,17,38,18,12
gemini-2.0-flash-thinking-exp-01-21,-0.0143,29,11,43,11,4
claude-sonnet-4-20250514,-0.0358,30,21,38,22,19
gemma-3-27b-it,-0.0665,31,23,38,24,20
gpt-4.1-mini-2025-04-14,-0.0778,32,23,38,24,20
qwen3-30b-a3b,-0.1077,33,24,38,25,21
mistral-small-2506,-0.1269,34,24,39,24,19
qwq-32b,-0.1317,35,25,39,25,22
gemini-2.0-flash-001,-0.1595,36,27,39,27,23
o3-mini,-0.1859,37,27,39,27,26
command-a-03-2025,-0.3073,38,32,43,32,30
gpt-4o-2024-11-20,-0.3352,39,26,47,27,17
claude-3-7-sonnet-20250219,-0.3678,40,35,46,37,32
claude-3-7-sonnet-20250219-thinking-32k,-0.3865,41,37,47,37,32
amazon-nova-experimental-chat-05-14,-0.4322,42,37,47,37,32
claude-3-5-sonnet-20241022,-0.4402,43,37,47,37,35
llama-4-maverick-17b-128e-instruct,-0.5663,44,39,50,41,38
llama-4-scout-17b-16e-instruct,-0.5818,45,38,50,40,37
gemma-3n-e4b-it,-0.5971,46,39,51,40,37
llama-3.3-70b-instruct,-0.7499,47,43,52,43,43
mistral-small-3.1-24b-instruct-2503,-0.7778,48,43,52,44,43
magistral-medium-2506,-0.8158,49,44,52,45,43
amazon.nova-pro-v1:0,-0.8355,50,46,52,46,44
gpt-4o-mini-2024-07-18,-0.8422,51,41,52,44,37
claude-3-5-haiku-20241022,-0.8457,52,46,52,47,44
