"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",8.65931044319915,1,1,26,1,1
"gemini-2.5-pro-preview-03",8.19119317046489,2,1,35,1,1
"grok-4-0709",6.55113804285992,3,1,52,1,1
"o3-2025-04-16",2.96742582040112,10,4,52,4,2
"chatgpt-4o-latest-2025032",3.36991913000756,8,4,52,4,1
"gemini-2.5-pro-preview-05",4.4132392834526,4,3,52,3,1
"deepseek-r1-0528",1.770457393749,17,4,52,4,3
"grok-3-preview-02-24",3.86870735976492,5,3,52,3,1
"llama-4-maverick-03-26-ex",3.65760120245943,6,3,52,4,1
"gemini-2.5-flash",3.24726608544245,9,4,52,4,1
"qwen3-235b-a22b-no-thinki",1.87031429674529,16,4,52,4,3
"gemini-2.5-flash-preview-",2.51420250152644,12,4,52,4,2
"gemini-2.0-flash-thinking",3.49100682285156,7,3,52,3,1
"kimi-k2-0711-preview",1.57989684249274,19,4,52,4,3
"gpt-4.1-2025-04-14",0.460604773830264,26,6,52,7,3
"deepseek-v3-0324",1.05771201137978,22,5,52,5,3
"o4-mini-2025-04-16",1.0315994438202,23,4,52,5,3
"mistral-medium-2505",-1.012627602822,36,13,52,14,1
"gemini-2.5-flash-lite-pre",1.75875318304675,18,4,52,4,3
"qwen-max-2025-01-25",1.97357156720229,15,4,52,4,3
"hunyuan-turbos-20250416",1.47666190844717,20,4,52,4,3
"qwen3-235b-a22b",2.33001666237311,13,4,52,4,3
"minimax-m1",2.5227803429411,11,4,52,4,2
"claude-opus-4-20250514-th",1.97357156720237,14,4,52,4,3
"qwen3-235b-a22b-instruct-",0.676492497101913,25,5,52,7,3
"gemma-3-27b-it",0.383658801563911,27,6,52,9,3
"claude-opus-4-20250514",0.970317447719691,24,5,52,5,3
"grok-3-mini-beta",-0.296161738707097,30,7,52,10,1
"grok-3-mini-high",0.229287103068527,28,6,52,9,2
"gpt-4o-2024-11-20",-0.574146426024551,35,11,52,11,1
"claude-sonnet-4-20250514-",1.15554685071578,21,4,52,5,3
"gemini-2.0-flash-001",-0.383530319503118,32,10,52,11,1
"mistral-small-2506",-3.33752138152234,40,30,52,30,1
"gpt-4.1-mini-2025-04-14",-3.33752138155464,41,30,52,30,1
"qwq-32b",-0.29616173870842,31,7,52,10,1
"claude-sonnet-4-20250514",0.153779550560257,29,6,52,10,2
"qwen3-30b-a3b",-0.385425402189139,33,7,52,10,1
"command-a-03-2025",-1.47460862118658,38,14,52,17,1
"o3-mini",-0.421995025006844,34,7,52,10,1
"amazon-nova-experimental-",-4.04684035805791,45,35,52,36,1
"gemma-3n-e4b-it",-4.7899283674288,48,36,52,37,1
"claude-3-7-sonnet-2025021",-1.39664929340334,37,14,52,17,1
"claude-3-5-sonnet-2024102",-3.47487583432327,42,30,52,35,1
"llama-4-maverick-17b-128e",-4.00699892334133,43,35,52,36,1
"claude-3-7-sonnet-2025021.1",-3.29292718427688,39,30,52,30,1
"llama-4-scout-17b-16e-ins",-4.11487233048955,46,35,52,36,1
"llama-3.3-70b-instruct",-4.87967345593972,49,36,52,37,1
"amazon.nova-pro-v1:0",-7.73942699497192,50,47,52,48,1
"mistral-small-3.1-24b-ins",-8.82039838875781,52,48,52,50,1
"magistral-medium-2506",-4.20527787156987,47,35,52,36,1
"claude-3-5-haiku-20241022",-7.99376744491704,51,48,52,48,1
"gpt-4o-mini-2024-07-18",-4.02469602168801,44,35,52,36,1
