model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9084,1,1,2,1,1
gemini-2.5-pro-preview-03-25,0.8512,2,1,4,1,1
chatgpt-4o-latest-20250326,0.6517,3,2,6,2,2
grok-4-0709,0.6456,4,2,10,2,1
grok-3-preview-02-24,0.5938,5,2,10,3,2
o3-2025-04-16,0.5543,6,3,11,3,2
deepseek-r1-0528,0.5054,7,4,12,4,3
llama-4-maverick-03-26-experimental,0.5027,8,4,12,4,3
gemini-2.5-pro-preview-05-06,0.4693,9,4,12,4,3
gemini-2.5-flash,0.4637,10,4,12,5,4
qwen3-235b-a22b-no-thinking,0.2811,11,11,24,11,10
claude-opus-4-20250514,0.2708,12,11,24,11,10
gpt-4.1-2025-04-14,0.2631,13,11,25,11,10
claude-opus-4-20250514-thinking-16k,0.2617,14,11,25,11,10
kimi-k2-0711-preview,0.2584,15,11,26,11,9
gemini-2.5-flash-preview-04-17,0.234,16,11,27,11,11
qwen3-235b-a22b-instruct-2507,0.211,17,9,33,9,4
qwen3-235b-a22b,0.166,18,11,29,11,11
claude-sonnet-4-20250514-thinking-32k,0.1617,19,11,29,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1603,20,11,29,11,11
hunyuan-turbos-20250416,0.1478,21,11,33,11,11
deepseek-v3-0324,0.1455,22,11,29,12,11
mistral-medium-2505,0.1351,23,13,29,15,11
o4-mini-2025-04-16,0.1051,24,15,31,15,13
gemini-2.0-flash-thinking-exp-01-21,0.0872,25,11,39,11,4
qwen-max-2025-01-25,0.0708,26,16,34,17,13
grok-3-mini-beta,0.0376,27,17,34,17,15
grok-3-mini-high,-0.0138,28,17,37,20,17
gemma-3-27b-it,-0.0278,29,22,37,23,21
claude-sonnet-4-20250514,-0.0365,30,23,37,23,22
minimax-m1,-0.0418,31,22,37,23,19
gpt-4.1-mini-2025-04-14,-0.0618,32,23,37,23,22
gpt-4o-2024-11-20,-0.071,33,16,41,17,11
mistral-small-2506,-0.1107,34,24,39,25,22
qwq-32b,-0.1495,35,27,39,27,23
gemini-2.0-flash-001,-0.1539,36,27,39,27,26
qwen3-30b-a3b,-0.1696,37,27,39,29,26
o3-mini,-0.2335,38,32,41,32,30
command-a-03-2025,-0.2499,39,32,41,32,32
claude-3-7-sonnet-20250219-thinking-32k,-0.3461,40,36,43,37,33
claude-3-7-sonnet-20250219,-0.3598,41,36,43,37,35
claude-3-5-sonnet-20241022,-0.4075,42,39,46,40,36
amazon-nova-experimental-chat-05-14,-0.4304,43,39,47,40,36
llama-4-scout-17b-16e-instruct,-0.5573,44,42,49,42,40
gemma-3n-e4b-it,-0.5619,45,42,49,42,40
llama-4-maverick-17b-128e-instruct,-0.5875,46,43,49,43,42
magistral-medium-2506,-0.6532,47,44,52,44,43
mistral-small-3.1-24b-instruct-2503,-0.7484,48,44,52,44,44
llama-3.3-70b-instruct,-0.7635,49,46,52,47,44
gpt-4o-mini-2024-07-18,-0.7821,50,44,52,44,40
claude-3-5-haiku-20241022,-0.7845,51,47,52,47,44
amazon.nova-pro-v1:0,-0.8414,52,47,52,48,47
