"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",7.41890027481683,1,1,18,1,1
"gemini-2.5-pro-preview-03",6.17866760928437,2,1,21,1,1
"grok-4-0709",4.67261939954056,3,1,34,1,1
"o3-2025-04-16",3.1022380771326,9,3,52,3,1
"chatgpt-4o-latest-2025032",3.69704970767715,6,2,52,2,1
"gemini-2.5-pro-preview-05",3.06655837679203,10,3,52,3,1
"deepseek-r1-0528",2.41390509375387,13,3,52,3,2
"grok-3-preview-02-24",4.02902406841485,4,1,52,2,1
"llama-4-maverick-03-26-ex",3.60698883962041,7,2,52,2,1
"gemini-2.5-flash",3.34398394845412,8,2,52,3,1
"qwen3-235b-a22b-no-thinki",1.97955565526022,18,3,52,4,3
"gemini-2.5-flash-preview-",2.50454539769099,12,3,52,3,2
"gemini-2.0-flash-thinking",2.14971905006957,17,3,52,4,3
"kimi-k2-0711-preview",2.15714185942702,16,3,52,4,3
"gpt-4.1-2025-04-14",1.42374110822862,22,4,52,5,3
"deepseek-v3-0324",0.851360198482927,26,7,52,9,3
"o4-mini-2025-04-16",1.0252599491763,25,5,52,8,3
"mistral-medium-2505",0.327471425722607,28,9,52,11,3
"gemini-2.5-flash-lite-pre",1.70426678060517,20,4,52,4,3
"qwen-max-2025-01-25",1.40026958460688,23,4,52,6,3
"hunyuan-turbos-20250416",1.22194580205662,24,4,52,7,3
"qwen3-235b-a22b",1.88887408588176,19,4,52,4,3
"minimax-m1",1.42643969771227,21,4,52,5,3
"claude-opus-4-20250514-th",2.39767271875433,14,3,52,3,2
"qwen3-235b-a22b-instruct-",3.73819226545081,5,1,52,1,1
"gemma-3-27b-it",0.113984460012682,31,11,52,12,3
"claude-opus-4-20250514",2.32094547334224,15,3,52,3,2
"grok-3-mini-beta",0.229071354053065,30,11,52,12,3
"grok-3-mini-high",0.259486787970048,29,10,52,12,3
"gpt-4o-2024-11-20",-0.847581047352012,35,19,52,21,3
"claude-sonnet-4-20250514-",2.70303648621245,11,3,52,3,2
"gemini-2.0-flash-001",-1.02485064974825,36,20,52,21,3
"mistral-small-2506",-2.87269104555807,42,32,52,32,1
"gpt-4.1-mini-2025-04-14",-1.27794572772431,38,21,52,25,3
"qwq-32b",-0.64607411946421,34,13,52,18,3
"claude-sonnet-4-20250514",0.788869881492984,27,8,52,9,3
"qwen3-30b-a3b",-0.444050343536917,32,12,52,18,3
"command-a-03-2025",-1.76280967654611,39,25,52,28,2
"o3-mini",-0.527868917388837,33,12,52,18,3
"amazon-nova-experimental-",-4.46987549992665,43,39,52,40,1
"gemma-3n-e4b-it",-5.5223101382536,48,40,52,42,1
"claude-3-7-sonnet-2025021",-1.16936767223553,37,21,52,24,3
"claude-3-5-sonnet-2024102",-2.11494731104792,40,27,52,28,1
"llama-4-maverick-17b-128e",-4.87029977408243,45,39,52,40,1
"claude-3-7-sonnet-2025021.1",-2.16715501579279,41,28,52,28,1
"llama-4-scout-17b-16e-ins",-4.91717163109327,46,39,52,41,1
"llama-3.3-70b-instruct",-5.62993168965779,49,40,52,42,1
"amazon.nova-pro-v1:0",-8.2396937813569,52,48,52,49,1
"mistral-small-3.1-24b-ins",-7.88707173350621,50,47,52,48,1
"magistral-medium-2506",-4.95166769994995,47,39,52,40,1
"claude-3-5-haiku-20241022",-8.11389289201658,51,48,52,49,1
"gpt-4o-mini-2024-07-18",-4.68452905145806,44,39,52,40,1
