"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",0.751476155007673,9,2,38,2,2
"calme-3.1-instruct-78b",0.512888856505274,25,2,53,2,2
"CalmeRys-78B-Orpo-v0.1",0.729655736657592,12,2,40,2,2
"calme-2.4-rys-78b",0.76870564528485,8,2,37,2,2
"Qwen2.5-72B-Instruct-abli",0.433661407605546,32,2,58,4,2
"Qwen2.5-72B-Instruct",0.0384702798107512,44,17,84,20,6
"calme-2.1-qwen2.5-72b",-0.0533889200949389,49,22,86,25,9
"Homer-v1.0-Qwen2.5-72B",0.620143877831872,20,2,45,2,2
"qwen2.5-test-32b-it",0.711816082224344,13,2,38,2,2
"Linkbricks-Horizon-AI-Ave",0.568469371909395,22,2,47,2,2
"calme-2.2-qwen2.5-72b",-0.279886408731487,61,34,96,34,25
"FluentlyLM-Prinum",0.501559524750529,26,2,52,3,2
"T3Q-qwen2.5-14b-v1.0-e3",0.643193420196954,19,2,45,2,2
"T3Q-Qwen2.5-14B-Instruct-",0.697260641467228,16,2,42,2,2
"Qwen2.5-32B-Instruct-abli",0.209701146503786,37,6,76,8,4
"Gilgamesh-72B",0.074684164931385,42,18,82,20,5
"ultiima-72B",0.880124798090564,5,2,35,2,2
"zetasepic-abliteratedV2-Q",0.102007324420625,39,13,82,17,5
"Awqward2.5-32B-Instruct",-0.094899344197537,52,25,88,26,13
"test-2.5-72B",0.266349940534573,34,5,69,6,2
"shuttle-3",0.0902345496770933,41,15,82,18,5
"Qwen2.5-32B-Instruct",-0.175268995510223,56,29,91,33,20
"Mistral-Large-Instruct-24",0.644538578297496,18,2,44,2,2
"Rombos-LLM-V2.5-Qwen-72b",0.748706800912967,10,2,38,2,2
"Linkbricks-Horizon-AI-Ave.1",-0.165141100765591,55,27,91,33,18
"Qwen2.5-72B-Instruct-abli.1",0.823409395491437,7,2,36,2,2
"Linkbricks-Horizon-AI-Ave.2",-0.19968597912925,58,31,93,33,21
"lambda-qwen2.5-32b-dpo-te",-0.0531196971575389,48,22,86,25,9
"Qwentile2.5-32B-Instruct",0.548656882819793,24,2,47,2,2
"Rombos-LLM-V2.5-Qwen-32b",1.05878913339431,3,2,32,2,2
"openbuddy-llama3.3-70b-v2",0.993925650577767,4,2,33,2,2
"Linkbricks-Horizon-AI-Ave.3",0.437413574225572,31,3,54,4,2
"huihui-ai-abliterated-Qwe",-0.436682011744678,78,37,100,38,34
"Linkbricks-Horizon-AI-Ave.4",0.243451620093412,36,6,71,8,3
"ultiima-32B",0.707838687597619,14,2,40,2,2
"RYS-XLarge",0.458423749296304,29,2,55,4,2
"Qwen2.5-95B-Instruct",-0.406168425596703,72,38,100,38,33
"ultiima-72B-v1.5",0.473896230564173,28,2,53,4,2
"sky-t1-coder-32b-flash",-0.226875861204323,60,34,92,34,21
"Llama-3.3-70B-Instruct",-0.925882440968619,95,61,100,70,52
"RomboUltima-32B",0.675192983049752,17,2,42,2,2
"calme-2.1-rys-78b",-0.065033417757896,51,25,86,27,9
"calme-2.3-rys-78b",-0.104653896780436,53,27,87,30,13
"calme-2.1-qwen2-72b",0.0537649459388247,43,18,83,21,6
"calme-2.2-rys-78b",0.022041099873813,45,20,83,22,6
"MG-FinalMix-72B",0.0983400581407365,40,13,82,18,5
"EVA-Qwen2.5-72B-v0.2",0.5602785282453,23,2,46,2,2
"Qwen2-72B-Orpo-v0.1",0.140823010253293,38,9,80,13,5
"RYS-XLarge-base",-0.0480292639499309,47,24,85,25,8
"calme-2.2-qwen2-72b",-0.344628260713494,70,36,97,37,29
"Arcee-Nova",-0.0615976101655922,50,25,86,27,9
"L3.3-MS-Nevoria-70b",0.476903327050188,27,2,53,3,2
"Set-70b",0.263560164486679,35,6,69,6,2
"QwentileSwap",-0.162380351884827,54,31,89,33,18
"li-14b-v0.4",-0.1779040282012,57,33,89,33,20
"tempmotacilla-cinerea-030",-0.281039239486712,62,34,95,34,25
"L3.3-Nevoria-R1-70b",1.08135101699096,2,2,31,2,2
"Qwen2-72B-Instruct",-0.438957127194144,79,38,100,39,34
"Galactic-Qwen-14B-Exp2",0.383331555338228,33,4,60,5,2
"BigQwen2.5-52B-Instruct",-0.832342850279578,90,56,100,60,46
"Llama-3.1-SauerkrautLM-70",-0.902921150528953,94,61,100,69,47
"Llama-3.1-70B-Instruct",-0.958568755341164,96,71,100,72,53
"Dracarys-72B-Instruct",-0.415261403458369,74,38,100,39,33
"Linkbricks-Horizon-AI-Ave.5",-0.669363011310619,86,46,100,47,38
"Lamarckvergence-14B",-0.039980032063744,46,24,84,25,8
"Lix-14B-v0.1",-0.374329115601298,71,37,100,38,31
"calme-2.2-llama3.1-70b",-0.992115143322963,98,71,100,72,54
"NQLSG-Qwen2.5-14B-MegaFus",-0.295569215224055,65,34,95,36,25
"calme-2.3-llama3.1-70b",-1.03753483799972,100,73,100,81,55
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.409639199764515,73,37,100,38,33
"orca_mini_v8_1_70b",-0.209320797978588,59,33,91,34,21
"Apollo-70B",2.24609146580048,1,1,1,1,1
"ZYH-LLM-Qwen2.5-14B-V4",-0.517275039673441,82,39,100,43,34
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.3060967259153,67,34,96,35,26
"Progenitor-V1.1-LLaMa-70B",0.447402754478969,30,2,57,3,2
"70B-L3.3-Cirrus-x1",0.586452807006888,21,2,45,2,2
"magnum-v1-72b",-0.460262431121687,80,39,100,41,34
"magnum-72b-v1",-0.425375172121246,76,38,100,39,33
"lamarckvergence-14b-tenso",-0.283519713037304,63,34,94,34,25
"li-14b-v0.4-slerp0.1",-0.727215115264056,87,52,100,54,39
"miscii-14b-0218",-0.285055432765449,64,34,95,34,25
"Cheng-2",-0.60932855962135,84,45,100,46,37
"NQLSG-Qwen2.5-14B-MegaFus.3",-0.327260699777373,69,34,97,36,27
"Llama3.3-70B-CogniLink",0.824611202485722,6,2,37,2,2
"tempesthenno-ppo-ckpt40",-0.415618638660853,75,38,100,39,33
"RYS-Llama3.1-Large",-0.875174576951331,93,61,100,66,46
"virtuoso-small-v2-tensopo",-0.729915133665032,88,54,100,54,39
"Cheng-2-v1.1",-0.778321922601023,89,54,100,58,43
"RombosBeagle-v2beta-MGS-3",0.746600926110252,11,2,38,2,2
"TheBeagle-v2beta-32B-MGS",0.699658180010605,15,2,41,2,2
"lambda-qwen2.5-14b-dpo-te",-0.31371634630746,68,34,96,36,26
"tempesthenno-nuslerp-001",-0.498509634480582,81,39,100,43,34
"Qwen2.5-14B-1M-YOYO-V3",-1.03414634276586,99,71,100,72,54
