"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",0.950869473832081,2,1,17,1,1
"calme-3.1-instruct-78b",0.852465375083229,4,1,25,1,1
"CalmeRys-78B-Orpo-v0.1",1.02432311023137,1,1,13,1,1
"calme-2.4-rys-78b",0.897075455132005,3,1,20,1,1
"Qwen2.5-72B-Instruct-abli",0.650241455982506,9,1,35,1,1
"Qwen2.5-72B-Instruct",0.468621447006348,18,3,47,3,1
"calme-2.1-qwen2.5-72b",0.41121964938199,21,4,49,5,2
"Homer-v1.0-Qwen2.5-72B",0.611644872280506,10,1,40,1,1
"qwen2.5-test-32b-it",0.519185278682939,15,2,44,2,1
"Linkbricks-Horizon-AI-Ave",0.535405145342804,14,2,43,2,1
"calme-2.2-qwen2.5-72b",0.169786989142842,37,10,67,12,6
"FluentlyLM-Prinum",0.653106394161995,8,1,35,1,1
"T3Q-qwen2.5-14b-v1.0-e3",0.41070971104344,22,4,50,5,2
"T3Q-Qwen2.5-14B-Instruct-",0.45926293646043,19,3,48,3,1
"Qwen2.5-32B-Instruct-abli",0.439922034558523,20,3,49,4,1
"Gilgamesh-72B",0.677970267660334,7,1,35,1,1
"ultiima-72B",0.563232521619102,12,1,41,2,1
"zetasepic-abliteratedV2-Q",0.410384069417695,23,4,49,5,2
"Awqward2.5-32B-Instruct",0.289985595150343,32,7,59,7,4
"test-2.5-72B",0.794077328138085,5,1,27,1,1
"shuttle-3",0.362069820459963,26,5,54,5,2
"Qwen2.5-32B-Instruct",0.234353700986889,34,7,61,8,5
"Mistral-Large-Instruct-24",0.756178218503937,6,1,30,1,1
"Rombos-LLM-V2.5-Qwen-72b",0.55475575394365,13,1,42,2,1
"Linkbricks-Horizon-AI-Ave.1",0.161722481463684,39,10,68,12,7
"Qwen2.5-72B-Instruct-abli.1",0.503515093876952,16,2,45,3,1
"Linkbricks-Horizon-AI-Ave.2",0.140044751277367,41,12,68,12,7
"lambda-qwen2.5-32b-dpo-te",0.0970807482974796,42,14,71,16,7
"Qwentile2.5-32B-Instruct",0.398489003510617,24,4,51,5,2
"Rombos-LLM-V2.5-Qwen-32b",0.600777397328105,11,1,40,1,1
"openbuddy-llama3.3-70b-v2",0.500913106955517,17,2,45,3,1
"Linkbricks-Horizon-AI-Ave.3",0.232833374320983,35,7,61,8,5
"huihui-ai-abliterated-Qwe",0.0209264282994446,47,18,79,20,11
"Linkbricks-Horizon-AI-Ave.4",0.162825111680276,38,10,68,12,6
"ultiima-32B",0.397130891907632,25,4,51,5,2
"RYS-XLarge",0.157158178635735,40,11,68,12,7
"Qwen2.5-95B-Instruct",-0.210670219126373,61,34,96,36,26
"ultiima-72B-v1.5",0.329039302924915,30,6,56,6,3
"sky-t1-coder-32b-flash",-0.073652499766093,53,26,85,28,16
"Llama-3.3-70B-Instruct",-0.240607177774832,64,36,97,37,28
"RomboUltima-32B",0.244687342642191,33,7,60,8,5
"calme-2.1-rys-78b",0.0628960342966964,45,16,75,18,9
"calme-2.3-rys-78b",0.0237263061421156,46,19,78,21,10
"calme-2.1-qwen2-72b",0.0887664519353359,44,14,72,16,7
"calme-2.2-rys-78b",-0.103298216614717,55,28,88,31,18
"MG-FinalMix-72B",0.0057576654599325,48,20,81,21,12
"EVA-Qwen2.5-72B-v0.2",0.292566048375383,31,7,59,7,4
"Qwen2-72B-Orpo-v0.1",-0.0457119348091739,51,24,85,26,14
"RYS-XLarge-base",-0.184020694662292,60,33,96,36,24
"calme-2.2-qwen2-72b",-0.232815421879418,63,36,96,37,28
"Arcee-Nova",-0.139322685918461,58,31,90,33,20
"L3.3-MS-Nevoria-70b",-0.00963172308679594,49,21,81,24,12
"Set-70b",-0.0573955723935278,52,26,85,27,15
"QwentileSwap",0.094891388908692,43,14,71,16,7
"li-14b-v0.4",-0.343445704092542,70,42,100,45,34
"tempmotacilla-cinerea-030",-0.369340320795929,74,45,100,46,36
"L3.3-Nevoria-R1-70b",0.189006289487369,36,10,67,11,6
"Qwen2-72B-Instruct",-0.359472593930455,72,45,100,46,36
"Galactic-Qwen-14B-Exp2",-0.035639458417938,50,21,84,26,14
"BigQwen2.5-52B-Instruct",-0.597924702644837,92,58,100,60,49
"Llama-3.1-SauerkrautLM-70",-0.226745969116326,62,36,96,37,27
"Llama-3.1-70B-Instruct",-0.246122080221272,65,36,97,37,28
"Dracarys-72B-Instruct",-0.389326593141844,76,46,100,46,36
"Linkbricks-Horizon-AI-Ave.5",-0.369075275736487,73,45,100,46,36
"Lamarckvergence-14B",-0.406988634902889,78,46,100,49,37
"Lix-14B-v0.1",-0.5496696493097,88,55,100,58,46
"calme-2.2-llama3.1-70b",-0.255980678495852,66,36,97,40,30
"NQLSG-Qwen2.5-14B-MegaFus",-0.428392652994742,79,46,100,49,40
"calme-2.3-llama3.1-70b",-0.277417774200852,68,37,99,42,31
"NQLSG-Qwen2.5-14B-MegaFus.1",-0.596247683686615,91,58,100,60,49
"orca_mini_v8_1_70b",-0.107731306467032,56,28,88,31,18
"Apollo-70B",0.355105221175685,27,5,54,6,2
"ZYH-LLM-Qwen2.5-14B-V4",-0.341568891167915,69,42,100,45,33
"NQLSG-Qwen2.5-14B-MegaFus.2",-0.57816955133527,90,57,100,60,48
"Progenitor-V1.1-LLaMa-70B",-0.0806832504381965,54,26,86,29,16
"70B-L3.3-Cirrus-x1",-0.139523728447069,59,31,92,33,20
"magnum-v1-72b",-0.447915825427273,81,49,100,51,41
"magnum-72b-v1",-0.436348139671042,80,48,100,50,41
"lamarckvergence-14b-tenso",-0.633281477596623,96,60,100,61,50
"li-14b-v0.4-slerp0.1",-0.726593440391218,98,67,100,69,57
