"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",10.8008684348685,1,1,27,1,1
"gemini-2.5-pro-preview-03",9.39774571746383,2,1,35,1,1
"grok-4-0709",9.08924805534825,3,1,26,1,1
"o3-2025-04-16",5.63602466504052,8,5,52,5,2
"chatgpt-4o-latest-2025032",8.62656949639616,4,1,52,1,1
"gemini-2.5-pro-preview-05",6.51032314914756,5,3,52,4,2
"deepseek-r1-0528",4.24411631899781,12,5,52,5,2
"grok-3-preview-02-24",5.12898422957495,9,5,52,5,2
"llama-4-maverick-03-26-ex",5.94789205478187,6,4,52,5,2
"gemini-2.5-flash",5.90939484691794,7,5,52,5,2
"qwen3-235b-a22b-no-thinki",3.5534958474636,13,6,52,6,3
"gemini-2.5-flash-preview-",3.31516165552628,15,6,52,8,3
"gemini-2.0-flash-thinking",1.3928819005207,28,11,52,12,1
"kimi-k2-0711-preview",3.03384424059154,17,8,52,8,2
"gpt-4.1-2025-04-14",2.6122007183451,20,9,52,9,2
"deepseek-v3-0324",1.65390102323227,26,11,52,12,2
"o4-mini-2025-04-16",2.27495758914069,22,9,52,11,2
"mistral-medium-2505",1.96755606063011,24,11,52,11,2
"gemini-2.5-flash-lite-pre",2.50776234739832,21,9,52,9,2
"qwen-max-2025-01-25",2.24972934632543,23,9,52,11,2
"hunyuan-turbos-20250416",2.71962076831177,19,8,52,9,2
"qwen3-235b-a22b",5.0754251306707,10,5,52,5,2
"minimax-m1",4.39812460051556,11,5,52,5,2
"claude-opus-4-20250514-th",3.39228237603393,14,6,52,8,3
"qwen3-235b-a22b-instruct-",1.55301223749621,27,11,52,12,2
"gemma-3-27b-it",0.489609033846939,33,13,52,14,1
"claude-opus-4-20250514",3.19867485397102,16,6,52,8,2
"grok-3-mini-beta",1.78221420768296,25,11,52,11,2
"grok-3-mini-high",0.900526676773861,32,13,52,13,1
"gpt-4o-2024-11-20",1.25785973268352,29,11,52,13,1
"claude-sonnet-4-20250514-",2.8804627927863,18,8,52,9,2
"gemini-2.0-flash-001",-1.62726927975574,38,27,52,30,1
"mistral-small-2506",0.41081716417567,34,13,52,14,1
"gpt-4.1-mini-2025-04-14",0.974477621350603,31,13,52,13,1
"qwq-32b",-0.914705042546732,37,23,52,25,1
"claude-sonnet-4-20250514",1.04673328669607,30,13,52,13,1
"qwen3-30b-a3b",-0.545081595597713,35,21,52,24,1
"command-a-03-2025",-2.753981764025,40,33,52,35,1
"o3-mini",-0.836911195296704,36,22,52,25,1
"amazon-nova-experimental-",-4.56458208693404,44,38,52,38,1
"gemma-3n-e4b-it",-9.0849838128918,46,45,52,45,1
"claude-3-7-sonnet-2025021",-3.01006776497688,41,35,52,35,1
"claude-3-5-sonnet-2024102",-3.31816745679226,42,35,52,35,1
"llama-4-maverick-17b-128e",-3.85979764854632,43,35,52,35,1
"claude-3-7-sonnet-2025021.1",-2.28195431346526,39,32,52,33,1
"llama-4-scout-17b-16e-ins",-8.09019759907603,45,45,52,45,1
"llama-3.3-70b-instruct",-13.6222599104296,47,47,52,47,1
"amazon.nova-pro-v1:0",-14.2695645079455,49,47,52,47,1
"mistral-small-3.1-24b-ins",-14.294630833245,51,47,52,47,1
"magistral-medium-2506",-14.2433320316273,48,47,52,47,1
"claude-3-5-haiku-20241022",-14.2846012146415,50,47,52,47,1
"gpt-4o-mini-2024-07-18",-14.3304101229133,52,47,52,47,1
