model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9554,1,1,2,1,1
gemini-2.5-pro-preview-03-25,0.8908,2,1,3,1,1
grok-4-0709,0.6561,3,2,10,2,2
chatgpt-4o-latest-20250326,0.6172,4,3,10,3,2
o3-2025-04-16,0.5739,5,3,10,3,2
grok-3-preview-02-24,0.5645,6,3,10,3,2
llama-4-maverick-03-26-experimental,0.5186,7,3,12,3,3
gemini-2.5-flash,0.5093,8,3,12,3,3
deepseek-r1-0528,0.5082,9,3,12,3,3
gemini-2.5-pro-preview-05-06,0.4895,10,3,12,3,3
qwen3-235b-a22b-no-thinking,0.2942,11,11,22,11,10
claude-opus-4-20250514-thinking-16k,0.273,12,11,26,11,10
kimi-k2-0711-preview,0.2608,13,11,27,11,10
gemini-2.5-flash-preview-04-17,0.2417,14,11,28,11,10
claude-opus-4-20250514,0.2308,15,11,27,11,11
gpt-4.1-2025-04-14,0.2258,16,11,28,11,11
qwen3-235b-a22b,0.2143,17,11,28,11,11
qwen3-235b-a22b-instruct-2507,0.1739,18,10,37,11,3
hunyuan-turbos-20250416,0.1563,19,11,31,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.1557,20,11,30,11,11
claude-sonnet-4-20250514-thinking-32k,0.1554,21,11,30,11,11
deepseek-v3-0324,0.1437,22,12,30,12,11
o4-mini-2025-04-16,0.1306,23,12,30,13,11
qwen-max-2025-01-25,0.1127,24,12,31,13,11
mistral-medium-2505,0.1091,25,13,30,14,12
gemini-2.0-flash-thinking-exp-01-21,0.0542,26,11,39,11,3
minimax-m1,0.0393,27,17,36,18,14
grok-3-mini-high,0.0369,28,16,37,17,12
grok-3-mini-beta,0.0266,29,18,36,18,16
gemma-3-27b-it,-0.0367,30,23,37,23,18
claude-sonnet-4-20250514,-0.0652,31,24,38,24,23
gpt-4o-2024-11-20,-0.0744,32,15,40,18,11
gpt-4.1-mini-2025-04-14,-0.0801,33,24,38,25,23
qwq-32b,-0.0827,34,24,38,25,21
mistral-small-2506,-0.1203,35,25,39,25,20
gemini-2.0-flash-001,-0.1269,36,26,38,27,24
qwen3-30b-a3b,-0.144,37,27,39,27,24
o3-mini,-0.2081,38,30,40,31,27
command-a-03-2025,-0.299,39,34,43,35,32
claude-3-7-sonnet-20250219-thinking-32k,-0.377,40,37,45,37,35
claude-3-7-sonnet-20250219,-0.3989,41,37,46,38,36
amazon-nova-experimental-chat-05-14,-0.4002,42,37,47,38,35
claude-3-5-sonnet-20241022,-0.4393,43,38,47,39,37
gemma-3n-e4b-it,-0.5446,44,40,48,40,37
llama-4-scout-17b-16e-instruct,-0.5569,45,40,49,40,39
llama-4-maverick-17b-128e-instruct,-0.5931,46,42,49,43,41
magistral-medium-2506,-0.7075,47,44,52,44,44
mistral-small-3.1-24b-instruct-2503,-0.7898,48,45,52,47,44
gpt-4o-mini-2024-07-18,-0.7989,49,44,52,44,39
llama-3.3-70b-instruct,-0.8119,50,47,52,47,44
claude-3-5-haiku-20241022,-0.8277,51,47,52,47,47
amazon.nova-pro-v1:0,-0.8352,52,47,52,47,47
