"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",1.55829710069146,2,1,11,1,1
"calme-3.1-instruct-78b",1.4304324729671,4,1,17,1,1
"CalmeRys-78B-Orpo-v0.1",1.57515554699541,1,1,11,1,1
"calme-2.4-rys-78b",1.51377220218768,3,1,12,1,1
"Qwen2.5-72B-Instruct-abli...6",1.30669507576245,8,1,22,1,1
"Qwen2.5-72B-Instruct",1.06741356889806,18,5,34,5,4
"calme-2.1-qwen2.5-72b",0.996991196587575,21,7,39,9,4
"Homer-v1.0-Qwen2.5-72B",1.34362346527947,6,1,18,1,1
"qwen2.5-test-32b-it",1.10612522243648,17,5,30,5,3
"Linkbricks-Horizon-AI-Ave...11",1.01688326356222,19,7,37,7,4
"calme-2.2-qwen2.5-72b",0.84388012383094,29,14,52,15,12
"FluentlyLM-Prinum",1.30994576061446,7,1,20,1,1
"T3Q-qwen2.5-14b-v1.0-e3",1.11014327783492,16,4,30,5,3
"T3Q-Qwen2.5-14B-Instruct-",1.13941366013503,14,4,29,4,1
"Qwen2.5-32B-Instruct-abli",0.857375720550557,28,14,51,14,11
"Gilgamesh-72B",1.2882733453135,9,1,22,1,1
"ultiima-72B",1.28639514780369,10,1,22,1,1
"zetasepic-abliteratedV2-Q",0.861732533187205,26,14,51,14,11
"Awqward2.5-32B-Instruct",0.712221706431892,38,20,61,23,15
"test-2.5-72B",1.35764399795909,5,1,18,1,1
"shuttle-3",1.11884153384277,15,4,30,5,2
"Qwen2.5-32B-Instruct",0.622811226093788,43,25,66,25,19
"Mistral-Large-Instruct-24",0.995219811014847,22,8,39,11,5
"Rombos-LLM-V2.5-Qwen-72b",1.26708980344912,11,1,22,2,1
"Linkbricks-Horizon-AI-Ave...26",0.595847711740887,49,25,68,26,21
"Qwen2.5-72B-Instruct-abli...27",1.2225047928884,12,3,24,3,1
"Linkbricks-Horizon-AI-Ave...28",0.520263201803903,56,30,74,31,24
"lambda-qwen2.5-32b-dpo-te",0.424006862205794,61,38,78,40,30
"Qwentile2.5-32B-Instruct",1.01342855051806,20,7,37,9,4
"Rombos-LLM-V2.5-Qwen-32b",1.16944505765503,13,4,25,4,1
"openbuddy-llama3.3-70b-v2",0.7076744585305,39,21,61,23,15
"Linkbricks-Horizon-AI-Ave...33",0.819719925909464,30,15,54,18,12
"huihui-ai-abliterated-Qwe",0.442121661833214,59,38,78,38,30
"Linkbricks-Horizon-AI-Ave...35",0.74198067850779,37,19,57,19,14
"ultiima-32B",0.916466792395413,24,12,42,13,6
"RYS-XLarge",0.936294789558546,23,12,41,13,5
"Qwen2.5-95B-Instruct",0.32433439688761,67,46,92,50,38
"ultiima-72B-v1.5",0.880590524837137,25,13,50,13,9
"sky-t1-coder-32b-flash",0.372146694019558,63,41,85,42,35
"Llama-3.3-70B-Instruct",0.124302243797246,80,62,122,62,57
"RomboUltima-32B",0.684491219279502,40,23,61,23,18
