"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",3.50593186905753,2,1,7,1,1
"calme-3.1-instruct-78b",3.07966416337667,6,1,9,1,1
"CalmeRys-78B-Orpo-v0.1",3.14898578029169,5,1,9,1,1
"calme-2.4-rys-78b",3.16318314673266,4,1,9,1,1
"Qwen2.5-72B-Instruct-abli",0.029252402270048,52,32,72,34,30
"Qwen2.5-72B-Instruct",-0.457679711622247,57,46,79,47,32
"calme-2.1-qwen2.5-72b",-0.573490818280907,59,47,81,48,35
"Homer-v1.0-Qwen2.5-72B",2.30212472263746,8,3,28,4,1
"qwen2.5-test-32b-it",0.618375255132043,43,27,54,27,20
"Linkbricks-Horizon-AI-Ave",0.391190571425004,47,30,59,30,24
"calme-2.2-qwen2.5-72b",-0.758471015263666,67,48,90,48,37
"FluentlyLM-Prinum",0.759833385859061,36,24,52,25,12
"T3Q-qwen2.5-14b-v1.0-e3",3.30066427048953,3,1,8,1,1
"T3Q-Qwen2.5-14B-Instruct-",3.53246588454687,1,1,7,1,1
"Qwen2.5-32B-Instruct-abli",-0.353139502594196,55,45,78,46,32
"Gilgamesh-72B",0.9108474995151,33,21,52,23,10
"ultiima-72B",2.0547385969722,10,7,30,7,3
"zetasepic-abliteratedV2-Q",-0.348612286581155,54,45,78,46,32
"Awqward2.5-32B-Instruct",-0.521998798138261,58,46,81,48,34
"test-2.5-72B",1.50454418659317,26,8,42,8,7
"shuttle-3",1.0782272920297,31,11,51,13,8
"Qwen2.5-32B-Instruct",-0.749844849393759,66,48,90,48,37
"Mistral-Large-Instruct-24",1.52430359602575,25,8,45,8,7
"Rombos-LLM-V2.5-Qwen-72b",1.66352403243539,23,7,36,8,7
"Linkbricks-Horizon-AI-Ave.1",-0.723702173679894,64,48,87,48,37
"Qwen2.5-72B-Instruct-abli.1",1.87859753133071,17,7,31,7,4
"Linkbricks-Horizon-AI-Ave.2",-0.739556686572387,65,48,87,48,37
"lambda-qwen2.5-32b-dpo-te",-0.633040799577071,60,48,84,48,35
