model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0195,1,1,2,1,1
gemini-2.5-pro,0.9132,2,1,2,1,1
grok-4-0709,0.6594,3,3,10,3,1
chatgpt-4o-latest-20250326,0.6572,4,3,8,3,3
grok-3-preview-02-24,0.5894,5,3,11,3,3
gemini-2.5-pro-preview-05-06,0.5448,6,3,12,3,3
o3-2025-04-16,0.5285,7,3,12,3,3
llama-4-maverick-03-26-experimental,0.4959,8,4,12,4,3
gemini-2.5-flash,0.4822,9,4,12,4,4
deepseek-r1-0528,0.4444,10,4,14,4,4
gemini-2.5-flash-preview-04-17,0.3042,11,10,22,10,7
claude-opus-4-20250514,0.2765,12,11,22,11,10
qwen3-235b-a22b-no-thinking,0.2738,13,11,22,11,10
gpt-4.1-2025-04-14,0.27,14,11,23,11,10
claude-opus-4-20250514-thinking-16k,0.2613,15,11,24,11,10
kimi-k2-0711-preview,0.2589,16,11,25,11,9
gemini-2.5-flash-lite-preview-06-17-thinking,0.2242,17,11,26,11,11
qwen3-235b-a22b-instruct-2507,0.1948,18,8,33,10,4
claude-sonnet-4-20250514-thinking-32k,0.1931,19,11,27,11,11
gemini-2.0-flash-thinking-exp-01-21,0.1809,20,6,36,8,3
qwen3-235b-a22b,0.1368,21,11,31,13,11
mistral-medium-2505,0.1249,22,15,30,16,11
deepseek-v3-0324,0.122,23,14,31,15,11
hunyuan-turbos-20250416,0.1021,24,11,33,11,11
o4-mini-2025-04-16,0.0858,25,16,32,17,14
qwen-max-2025-01-25,0.065,26,16,33,18,14
grok-3-mini-beta,0.049,27,18,33,18,16
gemma-3-27b-it,-0.0055,28,19,33,20,19
grok-3-mini-high,-0.0129,29,19,36,19,16
claude-sonnet-4-20250514,-0.0133,30,20,34,21,19
minimax-m1,-0.046,31,22,36,22,19
gpt-4.1-mini-2025-04-14,-0.082,32,23,38,23,22
gemini-2.0-flash-001,-0.1656,33,28,41,29,25
qwq-32b,-0.1774,34,29,41,29,25
mistral-small-2506,-0.2282,35,29,43,30,25
qwen3-30b-a3b,-0.2284,36,31,42,31,28
o3-mini,-0.2354,37,32,42,32,28
command-a-03-2025,-0.2413,38,32,42,32,28
gpt-4o-2024-11-20,-0.2452,39,24,45,26,17
claude-3-7-sonnet-20250219-thinking-32k,-0.2849,40,32,43,33,32
claude-3-7-sonnet-20250219,-0.2885,41,32,43,33,32
claude-3-5-sonnet-20241022,-0.3833,42,35,44,38,33
amazon-nova-experimental-chat-05-14,-0.4311,43,38,47,38,34
llama-4-maverick-17b-128e-instruct,-0.5743,44,42,50,42,41
llama-4-scout-17b-16e-instruct,-0.5771,45,41,50,42,41
gemma-3n-e4b-it,-0.6362,46,43,52,43,41
magistral-medium-2506,-0.6909,47,44,52,44,42
mistral-small-3.1-24b-instruct-2503,-0.7359,48,44,52,44,43
llama-3.3-70b-instruct,-0.7418,49,44,52,45,44
claude-3-5-haiku-20241022,-0.8068,50,46,52,46,45
gpt-4o-mini-2024-07-18,-0.8078,51,43,52,44,41
amazon.nova-pro-v1:0,-0.8176,52,46,52,46,45
