"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",2.80981816522502,6,1,29,2,1
"calme-3.1-instruct-78b",2.4593257166607,9,3,33,3,1
"CalmeRys-78B-Orpo-v0.1",2.37284487001789,11,3,33,3,1
"calme-2.4-rys-78b",2.63777841071282,8,2,30,3,1
"Qwen2.5-72B-Instruct-abli",1.76525299934984,25,6,45,6,3
"Qwen2.5-72B-Instruct",1.42115401221079,31,8,54,9,6
"calme-2.1-qwen2.5-72b",1.05160609304103,34,13,61,14,6
"Homer-v1.0-Qwen2.5-72B",3.35282780796713,5,1,16,1,1
"qwen2.5-test-32b-it",0.414039798220718,49,30,76,30,13
"Linkbricks-Horizon-AI-Ave",0.0840963102501942,54,32,85,33,17
"calme-2.2-qwen2.5-72b",0.95430286876755,35,14,64,17,7
"FluentlyLM-Prinum",1.24207417030024,33,10,55,12,6
"T3Q-qwen2.5-14b-v1.0-e3",4.00999866398649,2,1,8,1,1
"T3Q-Qwen2.5-14B-Instruct-",4.34647090060773,1,1,6,1,1
"Qwen2.5-32B-Instruct-abli",-0.489466399399146,62,39,100,39,30
"Gilgamesh-72B",1.92580841398755,22,6,39,6,3
"ultiima-72B",2.72721752412137,7,2,29,2,1
"zetasepic-abliteratedV2-Q",-0.201373138888181,57,34,100,35,25
"Awqward2.5-32B-Instruct",-0.295345129070982,60,34,100,35,25
"test-2.5-72B",1.93011830939097,21,6,39,6,3
"shuttle-3",3.43057466538731,4,1,14,1,1
"Qwen2.5-32B-Instruct",-1.00960113846624,69,44,100,46,32
"Mistral-Large-Instruct-24",1.70026371090966,28,5,58,6,3
"Rombos-LLM-V2.5-Qwen-72b",2.04531336834511,18,6,38,6,2
"Linkbricks-Horizon-AI-Ave.1",-0.98257246607825,67,44,100,47,32
"Qwen2.5-72B-Instruct-abli.1",2.18666400344247,14,3,37,5,1
"Linkbricks-Horizon-AI-Ave.2",-1.22062108277353,72,50,100,54,33
"lambda-qwen2.5-32b-dpo-te",-1.29034392282475,73,52,100,54,33
"Qwentile2.5-32B-Instruct",0.436278950483778,47,29,77,30,12
"Rombos-LLM-V2.5-Qwen-32b",1.35470106501361,32,9,54,9,6
"openbuddy-llama3.3-70b-v2",1.76510871520792,26,5,57,6,3
"Linkbricks-Horizon-AI-Ave.3",-0.571050962421591,63,39,100,39,30
"huihui-ai-abliterated-Qwe",-1.39119697694272,75,54,100,55,33
"Linkbricks-Horizon-AI-Ave.4",-0.658089955852135,64,39,100,44,30
"ultiima-32B",0.652893894409353,41,25,66,25,9
"RYS-XLarge",0.942518146064301,37,15,62,19,7
"Qwen2.5-95B-Instruct",0.459502172297444,46,27,76,30,12
"ultiima-72B-v1.5",3.43057466538733,3,1,16,1,1
"sky-t1-coder-32b-flash",-0.80596372921254,66,46,100,47,30
