model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
qwen3-235b-a22b-instruct-2507,0.9633,1,1,36,1,1
grok-3-preview-02-24,0.6854,2,1,27,1,1
gemini-2.5-pro,0.6438,3,1,24,1,1
gemini-2.5-pro-preview-03-25,0.6136,4,1,43,1,1
claude-sonnet-4-20250514-thinking-32k,0.5993,5,1,30,1,1
grok-4-0709,0.5484,6,1,43,1,1
claude-opus-4-20250514,0.5291,7,1,30,1,1
llama-4-maverick-03-26-experimental,0.4281,8,1,38,1,1
claude-opus-4-20250514-thinking-16k,0.4269,9,1,39,1,1
gemini-2.5-flash,0.3933,10,1,38,1,1
chatgpt-4o-latest-20250326,0.3811,11,1,39,1,1
gemini-2.0-flash-thinking-exp-01-21,0.3545,12,1,52,1,1
deepseek-r1-0528,0.3089,13,1,41,1,1
claude-sonnet-4-20250514,0.2719,14,1,43,1,1
gemini-2.5-flash-preview-04-17,0.2564,15,1,46,1,1
gpt-4.1-2025-04-14,0.234,16,1,46,1,1
kimi-k2-0711-preview,0.2069,17,1,47,1,1
gemini-2.5-pro-preview-05-06,0.1984,18,1,49,1,1
o3-2025-04-16,0.1764,19,1,46,1,1
gemini-2.5-flash-lite-preview-06-17-thinking,0.1618,20,1,46,1,1
mistral-medium-2505,0.1483,21,2,46,3,1
qwen3-235b-a22b-no-thinking,0.1363,22,1,47,2,1
grok-3-mini-beta,0.111,23,1,48,3,1
gpt-4.1-mini-2025-04-14,0.0707,24,2,49,3,1
qwen3-235b-a22b,0.0376,25,3,49,3,1
claude-3-7-sonnet-20250219-thinking-32k,0.0309,26,3,49,4,1
qwen-max-2025-01-25,0.0166,27,3,49,3,1
grok-3-mini-high,-0.0078,28,2,51,3,1
gemma-3-27b-it,-0.056,29,5,49,5,2
qwen3-30b-a3b,-0.066,30,5,51,5,1
claude-3-5-sonnet-20241022,-0.0903,31,5,51,6,3
command-a-03-2025,-0.0989,32,5,51,5,3
claude-3-7-sonnet-20250219,-0.1051,33,5,51,7,3
o4-mini-2025-04-16,-0.1192,34,5,51,8,4
minimax-m1,-0.1332,35,5,51,6,3
o3-mini,-0.1372,36,7,51,9,5
gpt-4o-2024-11-20,-0.2246,37,1,52,1,1
hunyuan-turbos-20250416,-0.2351,38,4,52,5,1
mistral-small-2506,-0.2949,39,5,52,9,1
gemini-2.0-flash-001,-0.3031,40,11,52,13,7
deepseek-v3-0324,-0.3144,41,12,52,12,6
qwq-32b,-0.3271,42,10,52,12,5
magistral-medium-2506,-0.3486,43,10,52,11,5
mistral-small-3.1-24b-instruct-2503,-0.48,44,15,52,18,7
llama-4-maverick-17b-128e-instruct,-0.5099,45,20,52,23,11
amazon-nova-experimental-chat-05-14,-0.5701,46,21,52,23,10
gemma-3n-e4b-it,-0.5801,47,13,52,19,5
llama-4-scout-17b-16e-instruct,-0.6335,48,21,52,24,9
claude-3-5-haiku-20241022,-0.6716,49,29,52,33,20
llama-3.3-70b-instruct,-0.6936,50,28,52,31,19
amazon.nova-pro-v1:0,-0.8175,51,36,52,36,28
gpt-4o-mini-2024-07-18,-1.1151,52,24,52,31,3
