"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",8.24518099678399,1,1,42,1,1
"calme-3.1-instruct-78b",7.5520338162241,2,1,42,1,1
"CalmeRys-78B-Orpo-v0.1",6.61210886985115,8,1,46,1,1
"calme-2.4-rys-78b",6.71151803159706,7,1,45,1,1
"Qwen2.5-72B-Instruct-abli",2.68609832287571,28,14,100,15,9
"Qwen2.5-72B-Instruct",3.37688718695564,22,11,100,11,9
"calme-2.1-qwen2.5-72b",3.17458083581404,24,11,100,11,9
"Homer-v1.0-Qwen2.5-72B",6.71151803159713,6,1,45,1,1
"qwen2.5-test-32b-it",3.10570176343615,25,11,100,11,9
"Linkbricks-Horizon-AI-Ave",2.5364116573425,30,12,100,14,9
"calme-2.2-qwen2.5-72b",3.17458083581412,23,11,100,12,9
"FluentlyLM-Prinum",3.52759072463828,20,10,100,11,9
"T3Q-qwen2.5-14b-v1.0-e3",6.71914763129529,5,1,51,1,1
"T3Q-Qwen2.5-14B-Instruct-",6.98741161789,4,1,45,1,1
"Qwen2.5-32B-Instruct-abli",0.570075673318993,50,29,100,32,10
"Gilgamesh-72B",4.0765863965268,18,9,85,10,5
"ultiima-72B",4.90726384025684,11,5,73,8,2
"zetasepic-abliteratedV2-Q",1.07913387359563,44,26,100,27,10
"Awqward2.5-32B-Instruct",2.23482741881021,33,14,100,18,10
"test-2.5-72B",4.71298334536898,12,9,70,9,3
"shuttle-3",5.86836413591437,9,1,75,1,1
"Qwen2.5-32B-Instruct",0.760456845725314,45,28,100,29,10
"Mistral-Large-Instruct-24",-0.215794503689413,62,41,100,43,9
"Rombos-LLM-V2.5-Qwen-72b",5.31430466925221,10,4,60,4,2
"Linkbricks-Horizon-AI-Ave.1",0.760456845725161,46,27,100,29,10
"Qwen2.5-72B-Instruct-abli.1",3.84904631866989,19,10,100,10,5
"Linkbricks-Horizon-AI-Ave.2",0.746559030268891,47,27,100,29,10
"lambda-qwen2.5-32b-dpo-te",0.514610974354336,51,28,100,31,10
"Qwentile2.5-32B-Instruct",2.82727106884238,27,11,100,12,9
"Rombos-LLM-V2.5-Qwen-32b",4.6060635325708,13,6,100,9,4
