model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.9941,1,1,3,1,1
gemini-2.5-pro,0.8961,2,1,3,1,1
grok-4-0709,0.7094,3,1,10,1,1
chatgpt-4o-latest-20250326,0.6419,4,2,11,3,2
gemini-2.5-pro-preview-05-06,0.5382,5,3,16,3,2
gemini-2.5-flash,0.4839,6,3,17,3,3
grok-3-preview-02-24,0.4754,7,3,18,3,3
llama-4-maverick-03-26-experimental,0.4706,8,3,18,3,3
o3-2025-04-16,0.4586,9,3,18,4,3
deepseek-r1-0528,0.3488,10,5,22,5,4
gemini-2.5-flash-preview-04-17,0.3392,11,5,22,5,4
claude-opus-4-20250514,0.3318,12,5,22,5,4
claude-opus-4-20250514-thinking-16k,0.3174,13,5,22,5,4
claude-sonnet-4-20250514-thinking-32k,0.3046,14,5,24,5,4
qwen3-235b-a22b-no-thinking,0.3004,15,6,22,7,4
kimi-k2-0711-preview,0.2405,16,7,30,8,4
gpt-4.1-2025-04-14,0.2341,17,10,29,10,6
qwen3-235b-a22b,0.2321,18,10,29,10,5
gemini-2.5-flash-lite-preview-06-17-thinking,0.2304,19,10,29,10,6
qwen3-235b-a22b-instruct-2507,0.1716,20,5,39,5,3
gemini-2.0-flash-thinking-exp-01-21,0.1323,21,5,42,5,3
mistral-medium-2505,0.1024,22,16,33,16,12
o4-mini-2025-04-16,0.1023,23,15,33,16,11
claude-sonnet-4-20250514,0.0931,24,16,33,16,12
hunyuan-turbos-20250416,0.0869,25,10,38,10,5
qwen-max-2025-01-25,0.079,26,15,33,16,10
grok-3-mini-beta,0.0669,27,16,33,16,12
minimax-m1,0.0554,28,16,34,16,12
deepseek-v3-0324,0.0363,29,16,37,17,15
grok-3-mini-high,-0.0458,30,20,42,20,16
gpt-4.1-mini-2025-04-14,-0.056,31,20,41,20,19
gemma-3-27b-it,-0.0813,32,20,41,22,20
o3-mini,-0.167,33,26,42,27,23
claude-3-7-sonnet-20250219,-0.1674,34,26,42,27,23
qwen3-30b-a3b,-0.1687,35,25,42,27,21
qwq-32b,-0.1959,36,26,42,27,23
gemini-2.0-flash-001,-0.1978,37,27,42,27,23
claude-3-7-sonnet-20250219-thinking-32k,-0.2156,38,27,42,27,25
command-a-03-2025,-0.2564,39,28,43,29,27
claude-3-5-sonnet-20241022,-0.2861,40,30,44,31,27
mistral-small-2506,-0.3,41,28,45,29,25
gpt-4o-2024-11-20,-0.3178,42,21,49,25,13
amazon-nova-experimental-chat-05-14,-0.4814,43,39,50,39,32
llama-4-maverick-17b-128e-instruct,-0.5188,44,41,50,41,38
llama-4-scout-17b-16e-instruct,-0.5391,45,40,50,41,35
magistral-medium-2506,-0.6481,46,42,52,42,41
llama-3.3-70b-instruct,-0.7407,47,42,52,44,42
gemma-3n-e4b-it,-0.7767,48,42,52,43,42
mistral-small-3.1-24b-instruct-2503,-0.779,49,42,52,44,42
claude-3-5-haiku-20241022,-0.8144,50,44,52,46,44
amazon.nova-pro-v1:0,-0.8225,51,45,52,46,44
gpt-4o-mini-2024-07-18,-0.897,52,42,52,43,39
