model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0442,1,1,3,1,1
gemini-2.5-pro,0.9727,2,1,3,1,1
grok-4-0709,0.6549,3,2,12,3,1
chatgpt-4o-latest-20250326,0.6438,4,3,12,3,2
grok-3-preview-02-24,0.6344,5,3,12,3,2
o3-2025-04-16,0.5947,6,3,12,3,2
llama-4-maverick-03-26-experimental,0.5386,7,3,13,3,3
gemini-2.5-pro-preview-05-06,0.5372,8,3,14,3,3
gemini-2.5-flash,0.5216,9,3,13,3,3
deepseek-r1-0528,0.5109,10,3,13,3,3
kimi-k2-0711-preview,0.2846,11,9,27,9,6
gemini-2.5-flash-preview-04-17,0.282,12,10,27,11,6
qwen3-235b-a22b-no-thinking,0.2703,13,11,28,11,8
gpt-4.1-2025-04-14,0.2656,14,11,28,11,8
claude-opus-4-20250514-thinking-16k,0.2246,15,11,30,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.2228,16,11,30,11,10
claude-opus-4-20250514,0.2098,17,11,30,11,11
qwen3-235b-a22b-instruct-2507,0.2011,18,4,37,7,3
gemini-2.0-flash-thinking-exp-01-21,0.1831,19,3,39,3,1
deepseek-v3-0324,0.1815,20,11,31,11,11
hunyuan-turbos-20250416,0.1405,21,11,36,11,7
qwen3-235b-a22b,0.136,22,11,31,11,11
mistral-medium-2505,0.1102,23,11,31,11,11
claude-sonnet-4-20250514-thinking-32k,0.1029,24,11,33,11,11
o4-mini-2025-04-16,0.1005,25,11,33,11,11
qwen-max-2025-01-25,0.0997,26,11,35,11,11
grok-3-mini-high,0.0427,27,11,36,12,11
gemma-3-27b-it,0.0311,28,14,36,17,12
grok-3-mini-beta,0.0217,29,15,36,17,12
minimax-m1,-0.0203,30,18,37,18,14
claude-sonnet-4-20250514,-0.1035,31,23,39,23,19
qwq-32b,-0.116,32,21,39,23,19
gemini-2.0-flash-001,-0.1261,33,23,39,24,19
gpt-4.1-mini-2025-04-14,-0.129,34,23,39,24,19
mistral-small-2506,-0.1736,35,23,42,24,19
qwen3-30b-a3b,-0.2331,36,28,43,29,24
gpt-4o-2024-11-20,-0.238,37,18,47,19,11
o3-mini,-0.2558,38,29,43,29,26
command-a-03-2025,-0.2753,39,29,45,30,27
claude-3-7-sonnet-20250219-thinking-32k,-0.3628,40,34,46,34,30
amazon-nova-experimental-chat-05-14,-0.3915,41,34,47,34,29
claude-3-7-sonnet-20250219,-0.416,42,34,47,34,33
claude-3-5-sonnet-20241022,-0.4792,43,37,48,39,34
gemma-3n-e4b-it,-0.5362,44,39,50,39,34
llama-4-scout-17b-16e-instruct,-0.6004,45,39,52,40,37
llama-4-maverick-17b-128e-instruct,-0.6117,46,40,52,40,38
mistral-small-3.1-24b-instruct-2503,-0.744,47,43,52,44,40
gpt-4o-mini-2024-07-18,-0.7595,48,39,52,39,30
magistral-medium-2506,-0.7634,49,44,52,44,41
llama-3.3-70b-instruct,-0.7698,50,44,52,44,42
amazon.nova-pro-v1:0,-0.8156,51,44,52,45,43
claude-3-5-haiku-20241022,-0.8429,52,45,52,46,43
