model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0085,1,1,3,1,1
gemini-2.5-pro,0.9651,2,1,2,1,1
grok-4-0709,0.671,3,2,12,3,1
chatgpt-4o-latest-20250326,0.5977,4,3,12,3,3
grok-3-preview-02-24,0.5794,5,3,12,3,3
o3-2025-04-16,0.5419,6,3,12,3,3
llama-4-maverick-03-26-experimental,0.5358,7,3,12,3,3
gemini-2.5-flash,0.5321,8,3,12,3,3
gemini-2.5-pro-preview-05-06,0.4917,9,3,14,3,3
deepseek-r1-0528,0.4583,10,3,14,3,3
gemini-2.5-flash-preview-04-17,0.2916,11,9,25,9,8
qwen3-235b-a22b-instruct-2507,0.285,12,3,31,4,3
kimi-k2-0711-preview,0.28,13,9,28,9,5
qwen3-235b-a22b-no-thinking,0.2771,14,10,24,11,9
claude-opus-4-20250514-thinking-16k,0.2606,15,11,26,11,9
claude-opus-4-20250514,0.2385,16,11,27,11,10
gpt-4.1-2025-04-14,0.2295,17,11,28,11,9
gemini-2.5-flash-lite-preview-06-17-thinking,0.2214,18,11,28,11,9
qwen3-235b-a22b,0.1939,19,11,29,11,11
claude-sonnet-4-20250514-thinking-32k,0.1771,20,11,29,11,11
gemini-2.0-flash-thinking-exp-01-21,0.1673,21,4,38,6,3
qwen-max-2025-01-25,0.1252,22,11,32,11,11
hunyuan-turbos-20250416,0.1147,23,11,35,11,9
deepseek-v3-0324,0.1082,24,11,32,13,11
o4-mini-2025-04-16,0.1018,25,12,32,13,11
mistral-medium-2505,0.0894,26,14,32,15,11
minimax-m1,0.0545,27,15,34,16,11
grok-3-mini-high,0.0441,28,13,37,15,11
grok-3-mini-beta,0.0233,29,18,36,18,15
gemma-3-27b-it,-0.0102,30,20,37,20,17
claude-sonnet-4-20250514,-0.0467,31,20,38,20,20
qwq-32b,-0.1056,32,24,39,24,20
gpt-4.1-mini-2025-04-14,-0.1149,33,24,39,24,20
gemini-2.0-flash-001,-0.1449,34,25,39,26,24
qwen3-30b-a3b,-0.1816,35,28,41,30,24
mistral-small-2506,-0.2018,36,27,43,28,20
o3-mini,-0.2047,37,30,42,31,25
gpt-4o-2024-11-20,-0.2894,38,25,46,26,13
command-a-03-2025,-0.2908,39,31,43,32,31
claude-3-7-sonnet-20250219-thinking-32k,-0.3289,40,33,44,34,31
claude-3-7-sonnet-20250219,-0.3708,41,34,45,36,33
amazon-nova-experimental-chat-05-14,-0.4231,42,36,47,37,33
claude-3-5-sonnet-20241022,-0.425,43,37,47,37,34
gemma-3n-e4b-it,-0.5611,44,39,50,40,37
llama-4-maverick-17b-128e-instruct,-0.5793,45,41,50,41,40
llama-4-scout-17b-16e-instruct,-0.5922,46,40,51,41,38
magistral-medium-2506,-0.74,47,43,52,44,42
mistral-small-3.1-24b-instruct-2503,-0.7457,48,44,52,44,42
llama-3.3-70b-instruct,-0.7775,49,44,52,45,43
amazon.nova-pro-v1:0,-0.8163,50,45,52,46,43
claude-3-5-haiku-20241022,-0.8517,51,47,52,47,44
gpt-4o-mini-2024-07-18,-0.8627,52,44,52,44,38
