model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0835,1,1,2,1,1
gemini-2.5-pro,0.9678,2,1,2,1,1
grok-4-0709,0.6733,3,3,10,3,1
chatgpt-4o-latest-20250326,0.6167,4,3,10,3,3
gemini-2.5-pro-preview-05-06,0.5772,5,3,11,3,3
grok-3-preview-02-24,0.5544,6,3,12,3,3
o3-2025-04-16,0.5479,7,3,12,3,3
gemini-2.5-flash,0.5384,8,3,12,3,3
llama-4-maverick-03-26-experimental,0.5147,9,3,12,3,3
deepseek-r1-0528,0.4352,10,4,16,4,3
gemini-2.5-flash-preview-04-17,0.3262,11,10,22,10,8
qwen3-235b-a22b-no-thinking,0.2867,12,10,23,11,10
claude-opus-4-20250514-thinking-16k,0.2739,13,10,25,10,10
kimi-k2-0711-preview,0.2604,14,10,27,10,9
claude-opus-4-20250514,0.232,15,11,27,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.2287,16,11,28,11,10
gpt-4.1-2025-04-14,0.2274,17,11,27,11,10
claude-sonnet-4-20250514-thinking-32k,0.1917,18,11,29,11,11
qwen3-235b-a22b,0.1898,19,11,29,11,11
qwen3-235b-a22b-instruct-2507,0.1487,20,10,35,10,3
gemini-2.0-flash-thinking-exp-01-21,0.1447,21,8,38,10,3
deepseek-v3-0324,0.1168,22,13,32,13,11
o4-mini-2025-04-16,0.1131,23,13,32,14,11
qwen-max-2025-01-25,0.1123,24,13,32,13,11
hunyuan-turbos-20250416,0.1048,25,11,35,11,11
mistral-medium-2505,0.093,26,15,32,15,13
grok-3-mini-high,0.0486,27,14,35,15,12
minimax-m1,0.0479,28,17,34,18,14
grok-3-mini-beta,0.038,29,18,34,18,15
gemma-3-27b-it,-0.0117,30,20,35,20,18
claude-sonnet-4-20250514,-0.0408,31,20,36,23,20
qwq-32b,-0.1069,32,24,38,24,20
gpt-4.1-mini-2025-04-14,-0.1085,33,24,38,24,23
gemini-2.0-flash-001,-0.1362,34,25,39,26,24
o3-mini,-0.2063,35,30,42,30,26
qwen3-30b-a3b,-0.2093,36,30,42,30,26
gpt-4o-2024-11-20,-0.2564,37,24,45,25,16
mistral-small-2506,-0.2627,38,31,43,31,26
command-a-03-2025,-0.2944,39,33,43,34,30
claude-3-7-sonnet-20250219-thinking-32k,-0.311,40,34,43,35,30
claude-3-7-sonnet-20250219,-0.3219,41,34,43,35,31
amazon-nova-experimental-chat-05-14,-0.3968,42,35,47,36,34
claude-3-5-sonnet-20241022,-0.4153,43,37,47,37,35
llama-4-maverick-17b-128e-instruct,-0.5785,44,41,49,42,41
llama-4-scout-17b-16e-instruct,-0.5818,45,41,50,41,39
gemma-3n-e4b-it,-0.6259,46,41,51,44,41
magistral-medium-2506,-0.7579,47,44,52,44,43
mistral-small-3.1-24b-instruct-2503,-0.7819,48,44,52,45,44
llama-3.3-70b-instruct,-0.7927,49,45,52,45,44
amazon.nova-pro-v1:0,-0.8073,50,45,52,46,44
gpt-4o-mini-2024-07-18,-0.8284,51,44,52,44,37
claude-3-5-haiku-20241022,-0.8608,52,46,52,47,45
