"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",8.04200233563242,1,1,16,1,1
"gemini-2.5-pro-preview-03",7.06927068060074,2,1,20,1,1
"grok-4-0709",6.30942883636949,3,1,21,1,1
"o3-2025-04-16",3.63161386349489,9,5,52,5,2
"chatgpt-4o-latest-2025032",6.0265194887634,4,1,32,1,1
"gemini-2.5-pro-preview-05",4.39855437654407,6,3,45,3,2
"deepseek-r1-0528",2.36407426883061,14,5,52,7,4
"grok-3-preview-02-24",4.17529774105428,7,3,52,3,2
"llama-4-maverick-03-26-ex",4.48901716161511,5,3,39,3,2
"gemini-2.5-flash",3.73062529632988,8,4,52,5,2
"qwen3-235b-a22b-no-thinki",2.08067909372694,15,7,52,8,5
"gemini-2.5-flash-preview-",2.39409478056813,13,5,52,7,4
"gemini-2.0-flash-thinking",3.1876641277718,10,4,52,5,3
"kimi-k2-0711-preview",1.86985228126856,18,8,52,8,5
"gpt-4.1-2025-04-14",1.21018808905039,24,10,52,10,5
"deepseek-v3-0324",1.33322129492432,22,10,52,10,5
"o4-mini-2025-04-16",1.1672786595892,25,10,52,10,5
"mistral-medium-2505",0.133400101588452,29,13,52,14,5
"gemini-2.5-flash-lite-pre",1.76436824659178,19,8,52,8,5
"qwen-max-2025-01-25",1.67495094106041,20,8,52,8,5
"hunyuan-turbos-20250416",1.94158511893583,16,8,52,8,5
"qwen3-235b-a22b",2.92544309070756,11,5,52,5,3
"minimax-m1",2.66538130135904,12,5,52,5,4
"claude-opus-4-20250514-th",1.87056696138413,17,8,52,8,5
"qwen3-235b-a22b-instruct-",0.818803107322442,26,11,52,12,5
"gemma-3-27b-it",0.347812208913931,28,12,52,13,5
"claude-opus-4-20250514",1.58981119882737,21,8,52,10,5
"grok-3-mini-beta",0.0762812741518015,30,13,52,14,5
"grok-3-mini-high",-0.205528836529204,31,14,52,15,5
"gpt-4o-2024-11-20",-0.752554650537054,33,17,52,20,3
"claude-sonnet-4-20250514-",1.22368401673154,23,10,52,10,5
"gemini-2.0-flash-001",-0.531239850564713,32,16,52,19,4
"mistral-small-2506",-1.64569671024913,40,23,52,26,1
"gpt-4.1-mini-2025-04-14",-1.62682822594533,39,23,52,26,1
"qwq-32b",-0.918124397129647,35,17,52,21,3
"claude-sonnet-4-20250514",0.441029463835662,27,12,52,13,5
"qwen3-30b-a3b",-0.80118935594013,34,19,52,20,3
"command-a-03-2025",-1.32342109994189,37,22,52,23,2
"o3-mini",-0.940421376179501,36,17,52,20,3
"amazon-nova-experimental-",-4.93147167706366,45,41,52,41,1
"gemma-3n-e4b-it",-5.60943701127036,48,41,52,41,1
"claude-3-7-sonnet-2025021",-1.42627288661148,38,22,52,22,2
"claude-3-5-sonnet-2024102",-3.84668316763525,42,38,52,39,1
"llama-4-maverick-17b-128e",-4.63013320312066,43,41,52,41,1
"claude-3-7-sonnet-2025021.1",-3.32685406991218,41,35,52,37,1
"llama-4-scout-17b-16e-ins",-4.94308869441084,46,41,52,41,1
"llama-3.3-70b-instruct",-5.65811893401846,49,41,52,41,1
"amazon.nova-pro-v1:0",-8.902289536127,50,50,52,50,1
"mistral-small-3.1-24b-ins",-10.1007357045408,52,50,52,50,1
"magistral-medium-2506",-5.0768551875929,47,41,52,41,1
"claude-3-5-haiku-20241022",-9.11575220449656,51,50,52,50,1
"gpt-4o-mini-2024-07-18",-4.63980262772744,44,41,52,41,1
