model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.0612,1,1,3,1,1
gemini-2.5-pro,0.8954,2,1,3,1,1
grok-4-0709,0.6779,3,1,16,1,1
gemini-2.5-pro-preview-05-06,0.5631,4,3,17,3,1
chatgpt-4o-latest-20250326,0.5331,5,3,16,3,3
gemini-2.5-flash,0.5292,6,3,15,3,3
grok-3-preview-02-24,0.468,7,3,20,3,3
llama-4-maverick-03-26-experimental,0.4674,8,3,20,3,3
claude-sonnet-4-20250514-thinking-32k,0.4176,9,3,21,3,3
o3-2025-04-16,0.4051,10,3,21,3,3
claude-opus-4-20250514-thinking-16k,0.3781,11,3,24,3,3
gemini-2.5-flash-preview-04-17,0.3703,12,3,24,3,3
claude-opus-4-20250514,0.3164,13,5,25,5,3
deepseek-r1-0528,0.3035,14,3,30,4,3
qwen3-235b-a22b-no-thinking,0.2871,15,5,30,5,3
qwen3-235b-a22b-instruct-2507,0.2697,16,3,39,3,1
qwen3-235b-a22b,0.2376,17,7,30,7,3
gemini-2.5-flash-lite-preview-06-17-thinking,0.2247,18,7,30,7,4
kimi-k2-0711-preview,0.2179,19,7,32,7,3
gpt-4.1-2025-04-14,0.1691,20,10,32,11,6
gemini-2.0-flash-thinking-exp-01-21,0.1402,21,3,42,3,1
minimax-m1,0.1192,22,11,37,12,9
qwen-max-2025-01-25,0.1083,23,11,37,13,9
claude-sonnet-4-20250514,0.1015,24,14,36,14,11
o4-mini-2025-04-16,0.086,25,14,37,14,11
mistral-medium-2505,0.0774,26,14,37,16,12
grok-3-mini-beta,0.0714,27,14,38,14,11
grok-3-mini-high,0.0293,28,13,40,14,9
hunyuan-turbos-20250416,-0.0212,29,13,42,14,7
gpt-4.1-mini-2025-04-14,-0.0481,30,18,42,18,16
deepseek-v3-0324,-0.061,31,18,42,18,16
gemma-3-27b-it,-0.0813,32,19,42,20,16
o3-mini,-0.124,33,20,42,21,18
qwq-32b,-0.1279,34,20,43,20,16
claude-3-7-sonnet-20250219,-0.1439,35,21,43,25,19
qwen3-30b-a3b,-0.1536,36,20,43,23,18
claude-3-7-sonnet-20250219-thinking-32k,-0.173,37,25,43,26,20
gemini-2.0-flash-001,-0.1961,38,26,43,26,21
claude-3-5-sonnet-20241022,-0.2645,39,26,45,26,26
command-a-03-2025,-0.2882,40,26,45,29,26
gpt-4o-2024-11-20,-0.2938,41,18,50,20,9
mistral-small-2506,-0.4032,42,30,49,31,26
amazon-nova-experimental-chat-05-14,-0.4506,43,35,49,37,29
llama-4-maverick-17b-128e-instruct,-0.5104,44,38,50,40,36
llama-4-scout-17b-16e-instruct,-0.5581,45,39,52,39,33
magistral-medium-2506,-0.6553,46,41,52,41,38
mistral-small-3.1-24b-instruct-2503,-0.7668,47,41,52,42,41
gemma-3n-e4b-it,-0.784,48,41,52,42,41
amazon.nova-pro-v1:0,-0.7882,49,44,52,44,41
llama-3.3-70b-instruct,-0.8082,50,44,52,44,41
claude-3-5-haiku-20241022,-0.8565,51,44,52,45,44
gpt-4o-mini-2024-07-18,-0.9675,52,41,52,44,38
