model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.8996,1,1,2,1,1
gemini-2.5-pro-preview-03-25,0.8144,2,1,5,1,1
chatgpt-4o-latest-20250326,0.6669,3,2,6,2,2
grok-4-0709,0.6477,4,2,10,2,1
grok-3-preview-02-24,0.5874,5,2,10,2,2
o3-2025-04-16,0.5724,6,2,10,2,2
deepseek-r1-0528,0.5134,7,4,11,4,2
llama-4-maverick-03-26-experimental,0.4988,8,4,11,4,2
gemini-2.5-flash,0.4767,9,4,11,4,4
gemini-2.5-pro-preview-05-06,0.4511,10,4,15,4,3
qwen3-235b-a22b-no-thinking,0.2934,11,10,23,10,10
claude-opus-4-20250514,0.2766,12,10,24,11,10
gpt-4.1-2025-04-14,0.2733,13,10,26,11,10
kimi-k2-0711-preview,0.2653,14,10,26,10,9
claude-opus-4-20250514-thinking-16k,0.2554,15,11,26,11,10
gemini-2.5-flash-preview-04-17,0.2177,16,11,28,11,10
qwen3-235b-a22b-instruct-2507,0.2046,17,8,34,9,4
qwen3-235b-a22b,0.1984,18,11,28,11,11
claude-sonnet-4-20250514-thinking-32k,0.1743,19,11,29,11,11
mistral-medium-2505,0.1531,20,12,29,13,11
hunyuan-turbos-20250416,0.1504,21,11,34,11,10
gemini-2.5-flash-lite-preview-06-17-thinking,0.147,22,11,29,12,11
o4-mini-2025-04-16,0.1255,23,14,30,14,12
deepseek-v3-0324,0.1248,24,13,31,14,11
grok-3-mini-beta,0.0657,25,16,34,17,14
qwen-max-2025-01-25,0.0547,26,16,35,17,14
grok-3-mini-high,-0.0067,27,18,37,19,16
gemini-2.0-flash-thinking-exp-01-21,-0.011,28,11,41,11,7
gpt-4.1-mini-2025-04-14,-0.0242,29,21,37,23,20
claude-sonnet-4-20250514,-0.0316,30,23,37,23,20
minimax-m1,-0.0454,31,23,37,23,20
gemma-3-27b-it,-0.0587,32,23,37,23,23
gpt-4o-2024-11-20,-0.0702,33,14,41,16,11
mistral-small-2506,-0.0765,34,23,39,23,18
qwen3-30b-a3b,-0.1122,35,25,39,26,23
qwq-32b,-0.1451,36,26,39,27,23
gemini-2.0-flash-001,-0.1677,37,27,39,28,26
o3-mini,-0.2078,38,32,39,32,27
command-a-03-2025,-0.2634,39,32,43,33,32
claude-3-7-sonnet-20250219,-0.3645,40,37,44,37,36
claude-3-7-sonnet-20250219-thinking-32k,-0.3691,41,37,44,37,36
claude-3-5-sonnet-20241022,-0.4073,42,37,46,38,37
amazon-nova-experimental-chat-05-14,-0.4308,43,37,47,39,36
gemma-3n-e4b-it,-0.5607,44,40,50,42,38
llama-4-scout-17b-16e-instruct,-0.5653,45,42,50,42,39
llama-4-maverick-17b-128e-instruct,-0.5786,46,43,49,43,41
magistral-medium-2506,-0.6784,47,44,52,44,43
mistral-small-3.1-24b-instruct-2503,-0.7391,48,44,52,44,44
llama-3.3-70b-instruct,-0.7667,49,45,52,47,44
claude-3-5-haiku-20241022,-0.7807,50,47,52,47,44
gpt-4o-mini-2024-07-18,-0.804,51,44,52,44,40
amazon.nova-pro-v1:0,-0.8428,52,47,52,47,47
