model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.9463,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.9379,2,1,4,1,1
grok-4-0709,0.7022,3,1,10,2,1
chatgpt-4o-latest-20250326,0.6746,4,2,9,2,2
o3-2025-04-16,0.5724,5,3,12,3,2
grok-3-preview-02-24,0.5494,6,3,12,3,2
gemini-2.5-flash,0.5251,7,3,12,4,3
llama-4-maverick-03-26-experimental,0.5234,8,3,12,3,3
gemini-2.5-pro-preview-05-06,0.4674,9,4,18,4,3
deepseek-r1-0528,0.4597,10,4,15,4,4
qwen3-235b-a22b-no-thinking,0.3034,11,9,22,9,9
kimi-k2-0711-preview,0.2949,12,9,26,9,6
gemini-2.5-flash-preview-04-17,0.2735,13,9,26,10,9
claude-opus-4-20250514,0.2696,14,10,25,11,9
gpt-4.1-2025-04-14,0.268,15,10,26,10,9
qwen3-235b-a22b,0.2475,16,10,27,11,9
claude-opus-4-20250514-thinking-16k,0.2382,17,11,27,11,9
gemini-2.5-flash-lite-preview-06-17-thinking,0.2159,18,11,29,11,10
qwen3-235b-a22b-instruct-2507,0.209,19,6,35,7,3
claude-sonnet-4-20250514-thinking-32k,0.1729,20,11,29,11,11
hunyuan-turbos-20250416,0.1633,21,11,32,11,9
o4-mini-2025-04-16,0.1361,22,12,30,12,11
mistral-medium-2505,0.1211,23,13,30,13,12
deepseek-v3-0324,0.1054,24,13,33,13,11
qwen-max-2025-01-25,0.0885,25,13,35,15,11
grok-3-mini-beta,0.065,26,16,35,18,13
gemini-2.0-flash-thinking-exp-01-21,0.0363,27,9,42,11,3
minimax-m1,0.0353,28,18,36,19,14
grok-3-mini-high,0.0019,29,18,38,19,13
claude-sonnet-4-20250514,-0.0129,30,20,37,20,19
gpt-4.1-mini-2025-04-14,-0.064,31,22,38,23,20
gemma-3-27b-it,-0.0651,32,22,38,23,20
qwen3-30b-a3b,-0.1094,33,23,39,25,22
mistral-small-2506,-0.1412,34,23,41,25,20
qwq-32b,-0.1448,35,26,39,26,23
gemini-2.0-flash-001,-0.1766,36,27,41,29,25
o3-mini,-0.1816,37,28,41,29,26
command-a-03-2025,-0.2891,38,32,43,33,31
gpt-4o-2024-11-20,-0.3348,39,27,46,28,19
claude-3-7-sonnet-20250219,-0.3441,40,33,43,35,33
claude-3-7-sonnet-20250219-thinking-32k,-0.3539,41,34,43,36,33
claude-3-5-sonnet-20241022,-0.4076,42,37,46,37,36
amazon-nova-experimental-chat-05-14,-0.4497,43,37,47,37,36
llama-4-maverick-17b-128e-instruct,-0.5581,44,41,50,41,38
llama-4-scout-17b-16e-instruct,-0.5865,45,41,50,41,38
gemma-3n-e4b-it,-0.597,46,41,52,41,38
llama-3.3-70b-instruct,-0.744,47,43,52,44,43
mistral-small-3.1-24b-instruct-2503,-0.7442,48,43,52,44,42
magistral-medium-2506,-0.7664,49,43,52,44,42
claude-3-5-haiku-20241022,-0.8283,50,46,52,47,44
amazon.nova-pro-v1:0,-0.8317,51,46,52,47,44
gpt-4o-mini-2024-07-18,-0.8733,52,44,52,44,39
