"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"gemini-2.5-pro",7.83966895950301,1,1,16,1,1
"gemini-2.5-pro-preview-03",6.30846823067782,2,1,20,1,1
"grok-4-0709",5.49143579252764,3,1,23,1,1
"o3-2025-04-16",3.68748874236379,7,3,52,3,2
"chatgpt-4o-latest-2025032",5.25531324786019,4,1,31,1,1
"gemini-2.5-pro-preview-05",3.37958073763071,10,3,52,3,2
"deepseek-r1-0528",2.85378647955389,11,4,52,5,3
"grok-3-preview-02-24",4.35600924197447,5,2,45,2,1
"llama-4-maverick-03-26-ex",3.9578898447162,6,2,52,3,2
"gemini-2.5-flash",3.55993773328854,9,3,52,3,2
"qwen3-235b-a22b-no-thinki",2.18583876225946,18,5,52,6,3
"gemini-2.5-flash-preview-",2.25095119002329,15,5,52,5,3
"gemini-2.0-flash-thinking",2.05056373872634,19,5,52,6,3
"kimi-k2-0711-preview",2.22433478987279,16,5,52,6,3
"gpt-4.1-2025-04-14",1.69508662439787,20,6,52,7,4
"deepseek-v3-0324",0.992427477004961,26,10,52,11,5
"o4-mini-2025-04-16",1.09336406068052,25,9,52,11,5
"mistral-medium-2505",0.651893983243768,28,11,52,12,5
"gemini-2.5-flash-lite-pre",1.52603375198521,21,6,52,8,5
"qwen-max-2025-01-25",1.15021645978184,24,8,52,11,5
"hunyuan-turbos-20250416",1.49572421757785,22,6,52,9,5
"qwen3-235b-a22b",2.21522997957158,17,5,52,6,3
"minimax-m1",1.42118386516514,23,6,52,7,5
"claude-opus-4-20250514-th",2.54603901351912,14,5,52,5,3
"qwen3-235b-a22b-instruct-",3.64240316248381,8,2,52,2,2
"gemma-3-27b-it",-0.158159790916998,32,15,52,19,5
"claude-opus-4-20250514",2.69214382633418,13,4,52,5,3
"grok-3-mini-beta",0.320576968575988,29,11,52,14,5
"grok-3-mini-high",-0.047676233038441,31,14,52,19,5
"gpt-4o-2024-11-20",0.11305472433068,30,12,52,15,5
"claude-sonnet-4-20250514-",2.72412392534271,12,4,52,5,3
"gemini-2.0-flash-001",-1.28775297857021,37,24,52,27,3
"mistral-small-2506",-1.63588980510375,39,26,52,28,2
"gpt-4.1-mini-2025-04-14",-0.969069368955197,35,21,52,24,3
"qwq-32b",-1.09156152402761,36,20,52,23,3
"claude-sonnet-4-20250514",0.747440306991574,27,11,52,11,5
"qwen3-30b-a3b",-0.702857058589383,33,20,52,20,4
"command-a-03-2025",-1.8998849225526,40,27,52,29,2
"o3-mini",-0.940814112453235,34,20,52,22,3
"amazon-nova-experimental-",-4.92516932184191,43,41,52,43,1
"gemma-3n-e4b-it",-6.15939957049047,48,43,52,43,1
"claude-3-7-sonnet-2025021",-1.48786872014923,38,24,52,27,2
"claude-3-5-sonnet-2024102",-2.43151354907409,42,30,52,32,1
"llama-4-maverick-17b-128e",-4.95632341837454,44,41,52,41,1
"claude-3-7-sonnet-2025021.1",-2.38143218150019,41,29,52,31,1
"llama-4-scout-17b-16e-ins",-5.5971265223374,46,43,52,43,1
"llama-3.3-70b-instruct",-6.29242998129943,49,43,52,43,1
"amazon.nova-pro-v1:0",-9.0148444770753,52,49,52,50,1
"mistral-small-3.1-24b-ins",-8.66211533406003,50,48,52,49,1
"magistral-medium-2506",-5.68121098483266,47,43,52,43,1
"claude-3-5-haiku-20241022",-8.90608226193398,51,48,52,50,1
"gpt-4o-mini-2024-07-18",-5.19902772078827,45,42,52,43,1
