"method","theta_hat","rank","ci_two_left","ci_two_right","ci_left","ci_uniform_left"
"calme-3.2-instruct-78b",0.497698730799039,24,13,58,13,7
"calme-3.1-instruct-78b",0.488440274845818,25,13,58,13,8
"CalmeRys-78B-Orpo-v0.1",0.656835687151846,19,8,51,10,5
"calme-2.4-rys-78b",0.464908915819548,26,13,58,13,8
"Qwen2.5-72B-Instruct-abli",1.58187141992772,5,1,16,1,1
"Qwen2.5-72B-Instruct",1.79204987142276,1,1,12,1,1
"calme-2.1-qwen2.5-72b",1.65156078764455,4,1,14,1,1
"Homer-v1.0-Qwen2.5-72B",0.395773721190241,28,13,58,14,12
"qwen2.5-test-32b-it",0.929900200631524,16,4,33,5,1
"Linkbricks-Horizon-AI-Ave",1.20480690235838,12,1,22,1,1
"calme-2.2-qwen2.5-72b",1.34379010663342,8,1,18,1,1
"FluentlyLM-Prinum",0.951298760113011,15,4,31,5,1
"T3Q-qwen2.5-14b-v1.0-e3",-0.356978425608878,63,30,95,31,22
"T3Q-Qwen2.5-14B-Instruct-",-0.326048124917528,61,28,95,30,22
"Qwen2.5-32B-Instruct-abli",1.2920305682593,11,1,19,1,1
"Gilgamesh-72B",0.968621653206026,14,3,33,4,1
"ultiima-72B",0.334912533767625,30,14,61,15,12
"zetasepic-abliteratedV2-Q",1.33265022275615,9,1,18,1,1
"Awqward2.5-32B-Instruct",1.71583160831103,3,1,13,1,1
"test-2.5-72B",0.87864923965369,17,5,37,6,1
"shuttle-3",0.371348145032465,29,14,58,14,12
"Qwen2.5-32B-Instruct",1.76036940831741,2,1,13,1,1
"Mistral-Large-Instruct-24",0.57954528448598,20,12,55,13,6
"Rombos-LLM-V2.5-Qwen-72b",0.57537950257809,21,12,55,12,6
"Linkbricks-Horizon-AI-Ave.1",1.39581786823133,7,1,18,1,1
"Qwen2.5-72B-Instruct-abli.1",0.227954259464169,34,17,68,18,13
"Linkbricks-Horizon-AI-Ave.2",1.44385153574136,6,1,18,1,1
"lambda-qwen2.5-32b-dpo-te",1.05574986002118,13,2,27,3,1
"Qwentile2.5-32B-Instruct",0.29396389589188,32,14,65,17,13
"Rombos-LLM-V2.5-Qwen-32b",0.170306491036862,40,18,74,18,14
"openbuddy-llama3.3-70b-v2",-0.43165958580868,68,37,95,42,27
"Linkbricks-Horizon-AI-Ave.3",0.413316480286603,27,13,58,14,10
"huihui-ai-abliterated-Qwe",1.29620772546083,10,1,19,1,1
"Linkbricks-Horizon-AI-Ave.4",0.28518701127842,33,16,65,17,13
"ultiima-32B",0.170980751828056,39,18,74,18,14
"RYS-XLarge",-0.568593977756921,76,47,96,48,31
"Qwen2.5-95B-Instruct",0.196361541310414,37,18,70,18,13
"ultiima-72B-v1.5",0.00126170408840087,50,19,82,20,18
"sky-t1-coder-32b-flash",0.515229781181156,22,13,57,13,7
"Llama-3.3-70B-Instruct",0.499024492630022,23,13,58,13,7
"RomboUltima-32B",0.124912988946777,42,18,76,19,14
"calme-2.1-rys-78b",-0.52700201739362,74,43,95,47,30
"calme-2.3-rys-78b",-0.561385743131539,75,46,95,48,31
"calme-2.1-qwen2-72b",-0.422766135591917,67,36,95,42,27
"calme-2.2-rys-78b",-0.756993332835585,86,57,97,58,42
"MG-FinalMix-72B",-0.729534595439258,83,56,97,57,39
"EVA-Qwen2.5-72B-v0.2",-0.169658962596663,58,22,89,27,19
"Qwen2-72B-Orpo-v0.1",-0.882098655557887,87,59,98,59,47
"RYS-XLarge-base",-1.05451307967907,92,67,99,68,57
"calme-2.2-qwen2-72b",-0.392845932202627,66,34,94,39,26
"Arcee-Nova",-0.60973818667269,78,50,97,55,34
"L3.3-MS-Nevoria-70b",-1.30170688628886,97,80,100,81,61
"Set-70b",-1.27323995717138,96,78,100,80,59
"QwentileSwap",0.0881178008761383,43,18,79,19,15
"li-14b-v0.4",-0.0500016098389833,55,20,81,22,18
"tempmotacilla-cinerea-030",0.0133069308300193,49,20,79,20,17
"L3.3-Nevoria-R1-70b",-1.04463253169385,91,66,98,67,56
"Qwen2-72B-Instruct",-0.673520637761497,80,55,97,56,35
"Galactic-Qwen-14B-Exp2",-0.894859938259129,88,57,98,59,48
