model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,1.2157,1,1,9,1,1
gemini-2.5-pro,1.0106,2,1,9,1,1
gemini-2.0-flash-thinking-exp-01-21,0.987,3,1,40,1,1
grok-3-preview-02-24,0.6679,4,1,22,1,1
gemini-2.5-pro-preview-05-06,0.6348,5,1,25,1,1
grok-4-0709,0.6123,6,1,29,1,1
llama-4-maverick-03-26-experimental,0.5264,7,2,27,2,1
chatgpt-4o-latest-20250326,0.493,8,2,27,2,1
deepseek-r1-0528,0.4388,9,2,29,2,2
o3-2025-04-16,0.3893,10,2,29,3,2
gemini-2.5-flash-preview-04-17,0.3825,11,2,30,3,2
gemini-2.5-flash,0.3372,12,3,30,3,2
deepseek-v3-0324,0.3334,13,3,34,3,2
claude-opus-4-20250514-thinking-16k,0.3143,14,3,35,3,2
gemini-2.5-flash-lite-preview-06-17-thinking,0.2946,15,3,36,3,2
qwen3-235b-a22b-instruct-2507,0.2851,16,1,47,1,1
gemma-3-27b-it,0.2787,17,3,36,3,2
claude-opus-4-20250514,0.2121,18,4,38,4,2
qwen-max-2025-01-25,0.2097,19,3,39,3,2
kimi-k2-0711-preview,0.1898,20,3,42,3,2
hunyuan-turbos-20250416,0.1549,21,3,46,3,1
gpt-4.1-2025-04-14,0.1543,22,4,41,4,2
qwen3-235b-a22b-no-thinking,0.1521,23,4,41,4,2
claude-sonnet-4-20250514-thinking-32k,0.0125,24,5,46,7,3
minimax-m1,-0.0119,25,7,46,7,4
gemini-2.0-flash-001,-0.0155,26,7,46,8,4
mistral-medium-2505,-0.0584,27,10,46,11,6
gpt-4o-2024-11-20,-0.0825,28,3,52,3,1
grok-3-mini-high,-0.0885,29,6,48,7,3
claude-sonnet-4-20250514,-0.102,30,11,46,13,7
o4-mini-2025-04-16,-0.1201,31,11,46,13,7
claude-3-7-sonnet-20250219-thinking-32k,-0.1306,32,12,46,13,7
command-a-03-2025,-0.1456,33,13,46,14,8
qwen3-235b-a22b,-0.1539,34,12,47,13,7
gpt-4o-mini-2024-07-18,-0.2104,35,3,52,3,1
qwq-32b,-0.2185,36,14,49,16,8
grok-3-mini-beta,-0.2414,37,17,49,17,10
claude-3-7-sonnet-20250219,-0.3314,38,20,52,20,15
magistral-medium-2506,-0.3926,39,17,52,19,9
claude-3-5-sonnet-20241022,-0.4085,40,21,52,21,17
amazon-nova-experimental-chat-05-14,-0.4101,41,18,52,20,12
mistral-small-2506,-0.4545,42,17,52,22,10
gpt-4.1-mini-2025-04-14,-0.4561,43,21,52,22,18
llama-4-scout-17b-16e-instruct,-0.4631,44,20,52,22,11
o3-mini,-0.4753,45,21,52,24,20
gemma-3n-e4b-it,-0.6038,46,22,52,27,17
llama-4-maverick-17b-128e-instruct,-0.6833,47,31,52,32,21
llama-3.3-70b-instruct,-0.7338,48,32,52,33,25
qwen3-30b-a3b,-0.7859,49,35,52,36,26
amazon.nova-pro-v1:0,-0.8221,50,35,52,37,29
claude-3-5-haiku-20241022,-0.8417,51,35,52,37,31
mistral-small-3.1-24b-instruct-2503,-0.8454,52,33,52,36,25
