model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro,0.907,1,1,3,1,1
gemini-2.5-pro-preview-03-25,0.8621,2,1,4,1,1
grok-4-0709,0.6768,3,1,10,1,1
chatgpt-4o-latest-20250326,0.6484,4,2,7,2,2
o3-2025-04-16,0.5285,5,3,10,3,2
gemini-2.5-pro-preview-05-06,0.5168,6,3,10,3,2
grok-3-preview-02-24,0.4926,7,3,11,4,3
llama-4-maverick-03-26-experimental,0.473,8,4,13,4,3
gemini-2.5-flash,0.4708,9,4,13,4,3
deepseek-r1-0528,0.4449,10,4,15,4,3
claude-opus-4-20250514-thinking-16k,0.3122,11,7,23,9,6
qwen3-235b-a22b-no-thinking,0.3112,12,10,23,10,6
claude-opus-4-20250514,0.2907,13,10,23,11,8
gemini-2.5-flash-preview-04-17,0.2626,14,11,27,11,7
qwen3-235b-a22b,0.2443,15,11,27,11,8
claude-sonnet-4-20250514-thinking-32k,0.2354,16,11,28,11,10
kimi-k2-0711-preview,0.2282,17,11,29,11,6
gpt-4.1-2025-04-14,0.2263,18,11,28,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1465,19,11,32,12,11
hunyuan-turbos-20250416,0.145,20,11,33,11,9
o4-mini-2025-04-16,0.1349,21,14,31,14,11
mistral-medium-2505,0.121,22,14,32,14,12
deepseek-v3-0324,0.104,23,14,32,14,12
qwen-max-2025-01-25,0.0794,24,14,33,15,12
qwen3-235b-a22b-instruct-2507,0.0752,25,11,39,11,5
grok-3-mini-beta,0.0542,26,18,35,18,14
minimax-m1,0.034,27,18,36,18,14
claude-sonnet-4-20250514,0.0243,28,18,36,19,18
gemini-2.0-flash-thinking-exp-01-21,0.0171,29,11,42,11,4
grok-3-mini-high,-0.0209,30,19,38,19,15
gpt-4.1-mini-2025-04-14,-0.0346,31,20,38,22,18
gpt-4o-2024-11-20,-0.0438,32,13,42,14,10
gemma-3-27b-it,-0.0902,33,23,38,23,22
qwen3-30b-a3b,-0.1285,34,26,40,26,23
qwq-32b,-0.1394,35,26,41,26,23
gemini-2.0-flash-001,-0.1589,36,28,41,28,24
mistral-small-2506,-0.1666,37,25,42,26,22
o3-mini,-0.1842,38,28,42,28,26
claude-3-7-sonnet-20250219,-0.2675,39,31,43,31,29
command-a-03-2025,-0.2768,40,31,43,31,29
claude-3-7-sonnet-20250219-thinking-32k,-0.3159,41,32,44,34,31
claude-3-5-sonnet-20241022,-0.3494,42,35,44,36,31
amazon-nova-experimental-chat-05-14,-0.4347,43,37,48,39,34
llama-4-scout-17b-16e-instruct,-0.5181,44,41,48,42,37
llama-4-maverick-17b-128e-instruct,-0.5536,45,43,48,43,40
magistral-medium-2506,-0.6327,46,43,52,43,42
gemma-3n-e4b-it,-0.6742,47,43,52,44,43
llama-3.3-70b-instruct,-0.7947,48,46,52,46,44
claude-3-5-haiku-20241022,-0.7986,49,46,52,46,45
gpt-4o-mini-2024-07-18,-0.817,50,43,52,44,40
mistral-small-3.1-24b-instruct-2503,-0.8207,51,46,52,46,44
amazon.nova-pro-v1:0,-0.8461,52,46,52,46,46
