model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.9127,1,1,3,1,1
gemini-2.5-pro,0.911,2,1,2,1,1
grok-4-0709,0.6344,3,2,10,3,1
chatgpt-4o-latest-20250326,0.6342,4,3,10,3,2
grok-3-preview-02-24,0.5791,5,3,10,3,3
o3-2025-04-16,0.5721,6,3,10,3,3
gemini-2.5-pro-preview-05-06,0.5263,7,3,10,3,3
gemini-2.5-flash,0.5053,8,3,11,4,3
deepseek-r1-0528,0.4948,9,3,11,4,3
llama-4-maverick-03-26-experimental,0.4883,10,3,11,4,3
qwen3-235b-a22b-no-thinking,0.294,11,11,23,11,11
claude-opus-4-20250514-thinking-16k,0.2774,12,11,25,11,11
claude-opus-4-20250514,0.2501,13,11,26,11,11
gpt-4.1-2025-04-14,0.2491,14,11,26,11,11
gemini-2.5-flash-preview-04-17,0.2483,15,11,26,11,11
kimi-k2-0711-preview,0.2474,16,11,29,11,11
claude-sonnet-4-20250514-thinking-32k,0.2047,17,11,29,11,11
qwen3-235b-a22b,0.1909,18,11,29,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1509,19,11,29,12,11
mistral-medium-2505,0.1474,20,12,29,12,11
qwen3-235b-a22b-instruct-2507,0.1434,21,11,37,11,4
o4-mini-2025-04-16,0.1297,22,12,31,13,11
deepseek-v3-0324,0.108,23,13,31,14,12
hunyuan-turbos-20250416,0.1036,24,11,35,11,11
grok-3-mini-beta,0.0726,25,16,33,17,14
qwen-max-2025-01-25,0.0612,26,16,35,17,13
grok-3-mini-high,0.0378,27,16,37,17,12
gemini-2.0-flash-thinking-exp-01-21,-0.0091,28,11,42,11,7
gpt-4.1-mini-2025-04-14,-0.0213,29,21,37,22,19
minimax-m1,-0.0316,30,22,37,22,19
gpt-4o-2024-11-20,-0.0356,31,12,41,13,11
gemma-3-27b-it,-0.0505,32,23,38,23,22
claude-sonnet-4-20250514,-0.0505,33,23,37,23,22
qwq-32b,-0.1045,34,24,38,24,22
qwen3-30b-a3b,-0.1319,35,25,39,26,23
mistral-small-2506,-0.1441,36,24,39,26,22
gemini-2.0-flash-001,-0.1507,37,26,39,27,24
o3-mini,-0.198,38,30,41,31,26
command-a-03-2025,-0.2856,39,33,43,34,31
claude-3-7-sonnet-20250219,-0.3483,40,35,43,37,35
claude-3-7-sonnet-20250219-thinking-32k,-0.3589,41,37,43,37,35
amazon-nova-experimental-chat-05-14,-0.3892,42,37,47,38,35
claude-3-5-sonnet-20241022,-0.4126,43,38,46,38,37
llama-4-scout-17b-16e-instruct,-0.573,44,42,49,42,39
llama-4-maverick-17b-128e-instruct,-0.5848,45,43,49,44,41
gemma-3n-e4b-it,-0.5873,46,42,49,42,39
magistral-medium-2506,-0.7087,47,44,52,44,44
mistral-small-3.1-24b-instruct-2503,-0.7589,48,44,52,44,44
gpt-4o-mini-2024-07-18,-0.798,49,44,52,44,40
claude-3-5-haiku-20241022,-0.8072,50,47,52,47,45
llama-3.3-70b-instruct,-0.8121,51,47,52,47,44
amazon.nova-pro-v1:0,-0.8223,52,47,52,47,45
