model,theta_hat,rank,ci_two_left,ci_two_right,ci_left,ci_uniform_left
gemini-2.5-pro-preview-03-25,0.9262,1,1,2,1,1
gemini-2.5-pro,0.9016,2,1,2,1,1
grok-4-0709,0.6255,3,3,10,3,2
chatgpt-4o-latest-20250326,0.6061,4,3,10,3,3
grok-3-preview-02-24,0.5928,5,3,10,3,3
o3-2025-04-16,0.5327,6,3,12,3,3
gemini-2.5-pro-preview-05-06,0.516,7,3,12,3,3
llama-4-maverick-03-26-experimental,0.4903,8,3,12,3,3
gemini-2.5-flash,0.4822,9,3,12,4,3
deepseek-r1-0528,0.4778,10,3,12,3,3
claude-opus-4-20250514-thinking-16k,0.2895,11,11,23,11,11
qwen3-235b-a22b-no-thinking,0.2739,12,11,23,11,11
claude-opus-4-20250514,0.2624,13,11,23,11,11
gemini-2.5-flash-preview-04-17,0.2609,14,11,24,11,11
kimi-k2-0711-preview,0.2404,15,11,27,11,11
gpt-4.1-2025-04-14,0.24,16,11,25,11,11
qwen3-235b-a22b-instruct-2507,0.2178,17,7,33,10,3
claude-sonnet-4-20250514-thinking-32k,0.2151,18,11,27,11,11
gemini-2.5-flash-lite-preview-06-17-thinking,0.1632,19,11,29,11,11
qwen3-235b-a22b,0.1497,20,11,29,12,11
mistral-medium-2505,0.1311,21,14,29,14,11
gemini-2.0-flash-thinking-exp-01-21,0.109,22,11,38,11,3
deepseek-v3-0324,0.1048,23,15,31,16,13
o4-mini-2025-04-16,0.0956,24,16,31,16,14
hunyuan-turbos-20250416,0.0833,25,12,34,14,11
qwen-max-2025-01-25,0.0725,26,16,33,16,14
grok-3-mini-beta,0.0461,27,18,33,18,16
grok-3-mini-high,0.0226,28,18,36,18,15
gemma-3-27b-it,-0.0222,29,21,36,21,19
minimax-m1,-0.0373,30,21,37,22,19
claude-sonnet-4-20250514,-0.0377,31,23,36,23,21
gpt-4o-2024-11-20,-0.05,32,15,41,17,11
gpt-4.1-mini-2025-04-14,-0.0522,33,23,37,23,21
qwq-32b,-0.1237,34,26,39,26,23
gemini-2.0-flash-001,-0.1505,35,27,39,28,25
mistral-small-2506,-0.1793,36,27,41,28,23
qwen3-30b-a3b,-0.1849,37,30,41,31,25
o3-mini,-0.2198,38,32,41,32,30
command-a-03-2025,-0.2598,39,32,43,32,32
claude-3-7-sonnet-20250219-thinking-32k,-0.3173,40,35,43,35,32
claude-3-7-sonnet-20250219,-0.33,41,35,43,36,34
claude-3-5-sonnet-20241022,-0.3925,42,38,45,39,35
amazon-nova-experimental-chat-05-14,-0.406,43,39,45,39,34
llama-4-scout-17b-16e-instruct,-0.5684,44,42,49,43,42
llama-4-maverick-17b-128e-instruct,-0.5869,45,43,49,44,43
gemma-3n-e4b-it,-0.5871,46,43,49,43,42
magistral-medium-2506,-0.6585,47,44,52,44,43
mistral-small-3.1-24b-instruct-2503,-0.7448,48,44,52,44,44
llama-3.3-70b-instruct,-0.798,49,47,52,47,44
claude-3-5-haiku-20241022,-0.7989,50,47,52,47,45
gpt-4o-mini-2024-07-18,-0.8017,51,44,52,44,42
amazon.nova-pro-v1:0,-0.8216,52,47,52,47,46
